tinh,huyen,xa,m3tt1,m3c6,m3c7,m3c8,m3c9,m3c10,m3c11,m3c12
115,11,05,1,10,3,3,1,1,5,3
115,11,05,2,10,3,3,1,1,5,3
115,11,05,3,10,3,3,1,1,6,4
115,11,05,4,10,3,3,1,1,7,4
115,11,05,5,10,3,3,1,1,5,3
115,11,13,1,13,3,1,1,1,39,39
115,11,13,2,13,3,1,1,1,45,45
115,11,13,3,25,3,3,1,1,6,0
115,11,13,4,25,3,1,1,1,2,0
115,11,13,5,25,3,4,1,1,4,0
115,11,17,1,10,3,4,2,1,170,56
115,11,17,2,31,3,3,1,1,0,0
115,11,17,3,13,3,3,1,2,180,170
115,11,17,4,10,3,5,1,2,160,150
115,11,19,1,25,3,1,2,1,165,46
115,11,19,2,14,5,4,1,2,-2,-2
115,11,19,3,14,2,1,1,2,-2,-2
115,11,19,4,13,4,3,1,2,-2,-2
115,11,35,1,23,2,1,1,1,45,26
115,11,35,2,14,5,4,1,2,-2,-2
115,11,35,3,14,1,4,1,2,-2,-2
115,11,35,4,11,4,4,1,2,-2,-2
115,11,35,5,13,4,3,1,2,-2,-2
115,11,43,1,32,4,4,1,1,52,30
115,11,43,2,13,4,9,1,2,70,52
115,11,43,3,13,4,9,1,2,60,43
115,11,43,4,14,5,5,1,2,50,38
115,11,43,5,14,4,9,1,2,80,60
115,11,45,1,15,3,4,2,1,1500,1000
115,11,45,2,26,4,1,1,1,168,90
115,11,45,3,25,4,1,1,1,15,12
115,11,45,4,26,4,3,1,1,30,15
115,11,45,5,26,4,3,1,1,25,10
115,11,61,1,47,3,4,1,1,10,5
115,11,61,2,17,3,4,1,1,10,8
115,11,61,3,14,3,5,1,1,14,13
115,13,03,1,16,4,5,2,1,400,-2
115,13,03,2,16,4,5,2,1,-2,-2
115,13,09,1,16,4,4,1,1,600,550
115,13,09,2,46,4,4,1,1,80,10
115,13,09,3,14,4,4,1,1,90,80
115,13,09,4,41,4,4,1,1,70,25
115,13,09,5,10,4,4,1,1,20,6
115,13,17,1,25,3,1,1,1,12,4
115,13,17,2,25,3,1,1,1,13,5
115,13,17,3,25,3,1,1,1,19,7
115,13,17,4,25,3,1,1,1,9,3
115,13,17,5,25,3,1,1,1,19,6
115,13,33,1,13,3,1,1,1,400,350
115,13,33,2,13,3,1,2,1,90,50
115,13,35,1,31,4,2,2,1,708,150
115,13,35,2,16,4,2,1,1,-2,-2
115,13,35,3,16,4,2,1,1,-2,-2
115,13,35,4,16,4,2,1,1,-2,-2
115,13,35,5,16,4,2,1,1,-2,-2
115,13,39,1,13,2,1,2,1,580,570
115,13,39,2,14,3,5,1,2,60,57
115,13,43,1,13,3,3,2,1,50,50
115,13,43,2,14,3,5,1,1,40,38
115,13,43,3,13,3,5,2,1,20,20
115,13,43,4,47,3,3,1,1,200,80
115,13,43,5,25,3,2,1,1,20,0
115,13,57,1,25,5,5,1,2,30,24
115,13,75,1,23,4,2,1,1,300,200
115,13,75,2,25,4,4,1,1,50,0
115,15,13,1,41,3,1,1,1,400,25
115,15,13,2,13,4,4,2,1,320,320
115,15,13,3,13,3,4,1,1,120,120
115,15,21,1,14,4,5,1,1,40,40
115,15,29,1,23,4,4,1,1,12,3
115,15,29,2,46,4,4,1,1,30,18
115,15,29,3,23,4,4,1,1,15,5
115,15,29,4,23,4,4,1,1,10,3
115,15,29,5,10,4,4,2,1,10,5
115,15,39,1,16,4,1,2,1,400,220
115,15,39,2,16,4,1,2,1,400,205
115,15,49,1,23,1,2,1,2,15,0
115,15,49,2,23,1,4,1,2,12,0
115,15,49,3,23,1,2,1,2,25,0
115,15,49,4,23,1,4,1,2,9,0
115,15,49,5,16,3,1,2,1,260,260
115,15,67,1,13,4,3,2,1,850,650
115,15,67,2,16,4,2,2,1,350,250
115,15,67,3,10,4,4,1,1,100,55
117,01,25,1,26,1,1,1,1,-2,-2
117,01,25,2,18,4,2,1,2,-2,-2
117,01,25,3,35,1,1,1,2,-2,-2
117,01,25,4,40,1,1,1,2,-2,-2
117,01,25,5,45,4,3,1,2,-2,-2
117,03,09,1,26,4,4,1,2,25,15
117,03,09,2,26,4,5,1,2,8,0
117,03,09,3,15,3,1,1,1,15,10
117,03,09,4,55,3,1,1,1,38,32
117,03,09,5,67,2,3,1,1,5,2
117,05,07,1,10,4,4,1,1,47,3
117,05,07,2,45,4,3,1,2,18,9
117,05,15,1,26,4,5,1,2,12,4
117,05,15,2,26,4,4,1,2,-1,-1
117,05,25,1,75,1,1,1,1,0,0
117,05,33,1,20,4,3,1,1,30,24
117,05,33,2,26,4,4,1,1,7,7
117,05,43,1,10,4,3,1,1,3,1
117,07,11,1,63,3,4,1,1,305,250
117,07,25,1,26,4,5,1,1,200,30
117,07,25,2,20,3,1,2,1,1500,800
117,09,05,1,63,4,4,1,1,-1,-1
117,09,05,2,23,4,3,1,1,-1,-1
117,09,05,3,55,4,5,1,1,-1,-1
117,09,05,4,45,4,4,1,1,-1,-1
117,09,05,5,45,4,4,1,1,-1,-1
117,09,11,1,23,4,3,1,2,21,-2
117,09,11,2,14,1,1,1,2,-2,-2
117,09,11,3,45,4,4,1,2,-2,-2
117,09,11,4,45,4,4,1,1,23,-2
117,09,15,1,14,4,3,1,1,-2,-2
117,09,15,2,63,4,4,1,1,-2,-2
117,09,15,3,45,4,4,1,2,-2,-2
117,09,15,4,24,1,1,1,2,-2,-2
117,09,15,5,26,5,1,1,2,-2,-2
117,09,29,1,26,4,5,1,1,48,-1
117,09,29,2,26,5,5,1,1,-1,-1
117,09,29,3,26,4,2,1,1,195,4
117,09,29,4,26,3,1,2,1,2000,75
117,09,29,5,24,1,1,1,2,-1,-1
117,11,09,1,26,1,4,1,1,30,18
117,11,09,2,20,4,1,1,1,50,25
117,11,09,3,26,3,4,1,1,20,15
117,11,09,4,26,3,3,1,1,20,15
117,11,15,1,63,4,5,1,2,50,50
117,11,15,2,26,4,5,1,2,200,100
117,11,29,1,18,4,5,1,1,150,140
117,11,29,2,26,4,5,1,2,15,10
117,13,05,1,42,4,5,1,1,16,0
117,13,05,2,16,2,5,1,1,125,110
117,13,05,3,31,2,5,1,1,12,10
117,13,05,4,13,2,5,1,1,105,105
117,13,05,5,16,2,5,1,1,280,270
117,13,11,1,14,4,5,1,2,7,7
117,13,11,2,14,1,4,1,2,4,4
117,13,23,1,16,4,5,1,1,25,20
117,13,23,2,16,3,5,2,1,350,340
117,13,23,3,14,4,5,1,2,22,22
117,13,23,4,14,1,4,1,2,7,7
117,13,29,1,14,4,5,1,2,12,12
117,13,29,2,14,1,4,1,2,8,8
117,13,33,1,20,4,5,1,1,10,1
117,13,33,2,17,3,5,1,1,300,250
117,13,33,3,20,4,5,1,2,7,0
117,13,33,4,26,4,5,1,2,10,0
117,13,33,5,18,4,5,1,1,200,185
117,13,39,1,16,3,5,2,1,250,240
117,13,39,2,16,4,4,1,1,35,32
117,15,11,1,20,4,4,1,2,-2,-2
117,15,11,2,20,4,4,1,2,-2,-2
117,15,19,1,20,4,4,1,2,-1,-1
117,15,19,2,20,4,4,1,2,-1,-1
117,15,19,3,20,4,3,1,2,-1,-1
117,15,19,4,20,4,3,1,2,-1,-1
117,15,19,5,20,4,2,1,2,-1,-1
117,15,25,1,20,4,3,1,1,-2,-2
117,15,25,2,20,4,3,1,1,-2,-2
117,15,25,3,20,4,3,1,2,-2,-2
117,15,25,4,20,4,3,1,2,-2,-2
117,15,31,1,20,4,2,1,2,-2,-2
117,15,31,2,20,4,2,1,2,-2,-2
117,15,31,3,45,4,2,1,2,-2,-2
117,15,31,4,20,4,2,1,2,-2,-2
117,15,31,5,15,4,5,1,2,-2,-2
117,15,37,1,20,4,3,1,2,-1,-1
117,15,37,2,20,4,3,1,2,-1,-1
117,15,37,3,20,4,5,1,2,-1,-1
201,03,27,1,13,3,4,1,2,-1,-1
201,03,27,2,14,3,4,1,2,-1,-1
201,05,31,1,14,3,5,1,1,8,3
201,07,02,1,14,4,3,1,1,10,4
201,09,07,1,17,2,5,1,1,15,15
201,09,07,2,14,2,4,1,1,10,2
201,09,11,1,11,2,4,1,1,-1,-1
201,13,47,1,15,4,4,1,1,-1,-1
201,13,47,2,15,4,4,1,1,-1,-1
201,13,47,3,15,4,3,1,1,-1,-1
201,13,47,4,15,4,4,1,1,-1,-1
201,13,47,5,15,4,4,1,1,-1,-1
201,15,07,1,13,5,5,1,1,50,12
201,15,07,2,13,4,5,1,2,24,-1
201,15,07,3,40,4,5,1,1,34,10
201,15,07,4,25,1,4,1,2,11,-1
201,15,13,1,20,3,2,1,1,-1,-1
201,15,13,2,20,3,3,1,1,-1,-1
201,15,37,1,14,2,4,1,1,-2,-2
201,15,37,2,14,2,4,1,1,-2,-2
201,15,37,3,20,2,4,1,1,-2,-2
201,15,37,4,14,2,4,1,1,-2,-2
201,15,37,5,20,2,3,1,1,-2,-2
201,15,41,1,15,3,5,1,1,-1,-1
201,17,13,1,15,3,4,1,1,5,0
201,17,33,1,15,4,4,1,1,4,-1
201,17,33,2,15,4,4,1,1,3,1
201,17,33,3,15,4,4,1,1,-1,-1
201,17,33,4,15,4,4,1,1,-1,-1
201,17,33,5,15,4,4,1,1,4,-1
201,19,09,1,13,4,5,1,2,42,16
201,19,15,1,26,4,4,1,1,-1,-1
201,19,15,2,26,1,4,1,1,-1,-1
201,19,15,3,20,3,5,1,1,10,3
201,19,15,4,20,3,5,1,1,8,2
201,19,15,5,20,3,5,1,1,-1,-1
201,19,19,1,21,1,4,1,1,11,5
201,19,19,2,20,3,4,1,1,15,0
201,19,19,3,20,3,5,1,1,6,0
201,19,19,4,15,4,5,1,1,8,7
201,19,19,5,20,3,5,1,1,9,3
201,19,35,1,20,4,5,1,1,15,3
201,19,35,2,15,4,5,1,1,4,2
201,19,35,3,15,4,5,1,1,4,1
201,19,41,1,15,4,5,1,1,-2,-2
201,19,41,2,15,1,1,1,1,-2,-2
201,19,41,3,20,1,1,1,1,-2,-2
201,19,41,4,15,4,4,1,1,-2,-2
201,19,53,1,15,4,5,1,1,3,2
201,19,53,2,14,4,4,1,1,6,2
203,01,09,1,23,1,1,1,1,-2,-2
203,01,09,2,10,4,2,1,1,-2,-2
203,01,09,3,10,4,2,1,1,-2,-2
203,01,09,4,45,4,2,1,1,-2,-2
203,01,09,5,16,2,2,1,1,-2,-2
203,01,13,1,23,1,3,1,1,-2,-2
203,01,13,2,13,1,3,1,1,-2,-2
203,01,13,3,11,2,4,1,1,-2,-2
203,01,13,4,13,4,5,1,1,-2,-2
203,01,13,5,28,4,4,1,1,-2,-2
203,03,17,1,14,2,5,1,1,5,0
203,03,17,2,14,2,5,1,1,4,0
203,03,37,1,14,2,5,1,1,-2,-2
203,05,17,1,26,2,5,1,1,15,7
203,05,17,2,26,2,5,1,1,7,3
203,05,17,3,26,2,5,1,1,10,2
203,15,03,1,13,1,5,1,1,15,3
203,15,31,1,15,1,4,1,1,-2,-2
203,19,05,1,26,2,4,1,1,12,2
203,19,15,1,26,2,4,1,1,5,0
203,19,21,1,26,2,3,1,1,7,0
205,01,19,1,20,3,3,1,1,8,-2
205,01,19,2,20,4,3,1,1,15,-2
205,01,19,3,63,3,3,1,2,70,-2
205,07,15,1,27,1,4,1,1,-1,-1
205,11,15,1,26,3,1,2,1,5000,3000
205,11,15,2,20,3,1,2,1,50,0
207,01,13,1,20,4,4,1,1,6,2
207,03,03,1,14,4,3,1,1,-2,-2
207,03,03,2,14,4,3,1,1,-2,-2
207,03,25,1,23,3,5,1,1,10,3
207,03,25,2,23,3,5,1,1,10,2
207,07,21,1,45,2,4,1,1,10,0
207,07,21,2,20,2,5,1,1,6,1
207,07,31,1,20,4,4,1,1,7,1
207,07,31,2,20,2,5,1,1,5,0
207,12,15,1,21,4,5,1,1,55,13
207,12,15,2,20,4,4,1,1,5,2
207,12,15,3,50,4,4,1,1,3,1
207,12,15,4,40,2,4,1,1,2,0
209,03,29,1,21,1,3,1,1,26,17
209,07,31,1,20,3,5,1,1,12,7
209,07,31,2,14,4,5,1,1,2,0
209,07,31,3,36,3,3,1,1,0,0
209,07,31,4,23,1,5,1,1,4,2
209,11,43,1,23,3,4,1,1,5,0
209,11,43,2,23,3,4,1,1,5,0
209,13,13,1,28,4,5,1,1,20,12
209,17,19,1,14,1,1,1,1,-2,-2
209,19,11,1,20,3,4,1,1,-2,-2
209,21,33,1,20,4,4,1,1,45,8
209,21,33,2,14,4,3,1,1,38,7
209,21,33,3,26,4,2,1,1,32,8
209,21,33,4,14,4,4,1,1,8,1
209,21,41,1,26,4,3,1,1,87,30
209,21,41,2,14,2,3,1,1,15,10
211,01,09,1,55,4,4,1,2,-2,-2
211,01,09,2,14,4,4,1,1,-2,-2
211,01,09,3,51,4,4,1,1,-2,-2
211,01,09,4,27,4,4,1,1,-2,-2
211,01,09,5,52,4,4,1,1,-2,-2
211,01,13,1,36,4,5,1,1,-2,-2
211,05,09,1,13,4,9,1,1,31,8
211,05,23,1,20,4,5,1,1,5,0
211,05,23,2,20,4,5,1,1,5,0
211,05,23,3,20,4,5,1,1,10,0
211,07,19,1,14,4,4,1,1,10,2
211,07,33,1,17,2,5,1,1,60,57
211,09,37,1,10,4,5,1,1,6,3
211,09,45,1,13,4,5,1,1,25,10
211,09,53,1,10,1,1,1,1,30,24
211,09,53,2,10,4,5,1,1,10,6
211,09,57,1,16,4,4,1,1,35,0
211,09,65,1,10,1,1,1,1,60,54
211,09,65,2,10,4,4,1,1,25,20
211,09,65,3,6,4,3,1,1,5,0
211,09,65,4,6,4,5,1,1,3,0
211,11,05,1,14,3,5,1,1,4,0
211,11,15,1,14,4,0,1,1,100,-2
211,11,15,2,14,4,0,1,1,30,-2
211,11,15,3,14,4,0,1,1,-2,-2
211,11,25,1,20,4,5,1,1,20,8
211,11,41,1,14,4,4,1,1,5,0
213,01,17,1,15,4,3,1,1,12,5
213,01,17,2,26,4,3,1,1,45,25
213,01,17,3,20,4,5,1,1,8,2
213,05,11,1,13,4,5,1,1,30,6
213,05,33,1,26,4,5,1,1,30,-2
213,07,11,1,20,2,4,1,1,-2,-2
213,07,11,2,14,2,5,1,1,-2,-2
213,07,11,3,21,1,5,1,1,-2,-2
213,07,27,1,21,1,3,1,1,-2,-2
213,07,27,2,15,4,5,1,1,-2,-2
213,07,31,1,26,1,4,1,1,20,-2
213,07,31,2,51,3,4,1,1,-2,-2
213,07,31,3,20,3,5,1,1,-2,-2
213,07,31,4,20,4,5,1,1,-2,-2
213,07,31,5,20,3,5,1,1,-2,-2
213,07,39,1,26,3,3,1,1,20,4
213,07,39,2,26,3,4,1,1,20,4
213,07,39,3,26,3,4,1,1,15,-2
213,07,39,4,20,3,5,1,1,5,0
213,07,39,5,20,3,5,1,1,5,0
213,11,07,1,20,4,5,1,1,7,0
213,11,07,2,20,1,4,1,2,6,0
213,11,21,1,14,1,1,1,2,6,0
213,11,21,2,21,4,3,1,2,7,0
213,11,21,3,36,2,5,1,2,4,0
213,11,21,4,26,1,1,1,2,-1,-1
213,11,29,1,15,4,4,1,1,-2,-2
213,11,29,2,20,4,4,1,1,12,-2
213,11,29,3,20,4,4,1,1,-2,-2
213,11,29,4,21,5,4,1,2,-2,-2
213,11,29,5,15,4,3,1,2,-2,-2
213,11,37,1,15,5,4,1,1,25,13
213,11,37,2,15,4,5,1,1,-2,-2
213,11,37,3,15,4,5,1,1,-2,-2
213,11,37,4,20,4,5,1,1,-2,-2
213,11,37,5,20,4,5,1,1,-2,-2
213,11,53,1,52,4,4,1,2,6,2
213,13,19,1,15,4,4,1,1,9,5
213,13,19,2,15,1,1,1,1,7,2
213,13,19,3,15,1,3,1,2,6,1
213,13,25,1,15,1,3,1,1,12,5
213,13,25,2,15,2,4,1,1,10,4
213,13,25,3,5,2,5,1,1,12,2
213,13,43,1,15,4,4,1,2,7,2
213,13,49,1,15,4,3,1,2,30,11
213,15,31,1,52,2,4,1,1,63,25
213,15,31,2,45,4,4,1,1,28,2
213,15,31,3,10,2,4,1,1,20,4
213,15,31,4,45,4,5,1,1,13,3
213,15,41,1,15,4,5,1,1,35,6
213,15,41,2,45,4,4,1,1,24,4
213,15,41,3,45,4,4,1,1,18,4
213,15,51,1,26,4,5,1,1,140,35
213,15,51,2,26,4,5,1,1,136,40
213,15,51,3,15,2,5,1,1,22,8
213,15,53,1,15,4,3,1,1,40,10
213,15,53,2,26,4,4,1,1,30,8
213,15,61,1,15,4,4,1,1,51,6
213,15,61,2,15,2,5,1,1,20,4
213,15,61,3,15,2,4,1,1,40,4
213,15,61,4,20,4,5,1,1,12,0
213,15,61,5,50,4,5,1,1,2,0
215,01,47,1,23,4,3,1,1,-2,-2
215,01,47,2,23,4,2,1,1,-2,-2
215,01,47,3,16,3,2,1,1,-2,-2
215,03,07,1,14,4,4,1,1,300,290
215,03,07,2,24,4,4,1,1,150,-2
215,03,07,3,24,4,4,1,1,120,-2
215,03,07,4,24,1,4,1,1,50,-2
215,03,07,5,23,1,4,1,1,100,30
215,05,23,1,16,4,4,1,1,15,6
215,05,23,2,23,3,3,1,1,30,12
215,05,23,3,56,3,5,1,1,2,2
215,05,23,4,46,3,2,1,1,10,5
215,05,47,1,11,4,4,1,2,-2,-2
215,07,17,1,24,5,5,1,1,30,0
215,07,17,2,7,5,5,1,1,16,3
215,07,17,3,8,1,4,1,1,15,2
215,07,17,4,16,3,4,1,1,3,1
215,07,17,5,31,3,4,1,1,6,0
215,07,27,1,23,4,4,1,2,6,3
215,07,27,2,31,4,4,1,1,7,0
215,09,11,1,8,4,5,1,1,-2,-2
215,09,21,1,14,2,4,1,1,50,20
215,09,21,2,13,2,4,1,1,10,2
215,09,25,1,10,1,1,1,2,-2,-2
215,09,31,1,5,1,1,1,1,-2,-2
215,11,13,1,23,3,2,1,1,-2,-2
215,11,13,2,8,4,3,1,1,-2,-2
215,11,21,1,11,1,3,1,1,-2,-2
215,11,21,2,23,3,3,1,1,7,2
215,11,35,1,7,4,4,1,1,12,-2
215,13,09,1,5,1,1,1,1,200,115
215,13,09,2,41,4,4,1,1,20,4
215,13,09,3,46,4,3,1,1,10,2
215,13,09,4,49,3,4,1,1,8,0
215,13,09,5,23,3,4,1,1,8,2
215,13,27,1,46,4,5,1,1,5,1
215,13,27,2,11,4,4,1,1,2,1
215,13,27,3,23,4,5,1,1,4,2
215,13,35,1,11,4,1,1,1,15,6
215,13,35,2,7,1,1,1,1,36,6
215,13,35,3,17,4,3,1,1,15,12
215,13,35,4,41,1,5,1,1,17,17
215,13,51,1,23,3,2,1,1,5,1
215,13,51,2,31,3,3,1,1,2,0
215,13,59,1,11,3,1,1,2,45,30
215,13,59,2,31,3,3,1,1,5,1
215,13,59,3,16,3,4,1,1,4,-2
215,15,05,1,24,1,1,1,2,-2,-2
215,15,21,1,24,5,5,1,1,20,2
215,15,21,2,31,3,3,1,1,5,-2
215,15,21,3,31,3,3,1,1,6,-2
215,15,21,4,31,3,3,1,1,5,-2
215,15,21,5,14,3,4,1,1,5,5
215,17,11,1,25,4,3,1,1,12,1
215,17,11,2,16,4,3,1,1,6,0
215,17,17,1,26,3,2,1,1,110,60
215,17,17,2,26,1,4,1,2,52,22
215,17,17,3,41,3,4,1,1,115,32
215,17,17,4,14,1,5,1,2,187,152
215,17,23,1,16,4,1,2,1,70,70
215,17,23,2,16,4,4,1,1,40,12
215,17,27,1,23,3,2,1,1,130,97
215,17,27,2,41,3,3,1,1,180,30
215,17,27,3,28,1,1,1,2,36,6
215,17,27,4,33,5,4,1,2,25,17
215,17,27,5,56,3,2,1,1,23,19
215,17,33,1,16,4,5,1,1,10,-2
215,17,33,2,14,4,5,1,1,7,-2
215,17,33,3,8,4,5,1,1,15,-2
215,17,33,4,17,4,5,1,1,5,-2
217,01,27,1,13,4,5,1,1,-1,-1
217,01,27,2,40,4,4,1,1,-1,-1
217,01,27,3,52,4,5,1,1,-1,-1
217,01,27,4,13,3,5,1,1,-1,-1
217,01,49,1,18,5,4,1,2,60,57
217,01,49,2,18,5,4,1,2,45,45
217,01,49,3,18,5,4,1,2,38,38
217,01,49,4,18,5,4,1,2,25,25
217,01,49,5,25,5,4,1,2,27,27
217,03,09,1,36,3,5,1,1,42,18
217,03,09,2,28,3,3,1,1,51,0
217,03,09,3,18,4,3,1,1,256,248
217,05,07,1,26,3,5,1,1,12,7
217,05,07,2,26,3,5,1,1,15,9
217,05,07,3,51,4,4,1,1,6,0
217,05,07,4,51,4,4,1,1,4,0
217,05,07,5,41,3,2,1,1,6,0
217,05,21,1,26,3,4,1,1,20,12
217,05,21,2,26,3,4,1,1,19,13
217,05,21,3,26,3,5,1,1,19,12
217,05,21,4,26,3,5,1,1,18,13
217,05,21,5,26,3,4,1,1,18,12
217,05,39,1,41,3,1,1,1,5,1
217,05,39,2,41,3,1,1,1,4,1
217,05,39,3,41,3,2,1,1,6,1
217,05,39,4,41,3,4,1,1,3,1
217,05,39,5,41,3,5,1,1,5,1
217,05,53,1,52,4,5,1,1,-1,-1
217,05,53,2,41,4,3,1,1,-1,-1
217,05,53,3,26,4,4,1,1,-1,-1
217,05,53,4,41,4,4,1,1,-1,-1
217,05,53,5,52,4,4,1,1,-1,-1
217,07,09,1,15,4,4,1,2,22,15
217,07,27,1,15,4,5,1,2,-1,-1
217,07,27,2,26,4,2,1,2,-1,-1
217,07,39,1,11,4,5,1,1,20,-2
217,07,39,2,11,5,1,1,1,45,-2
217,07,39,3,11,3,5,2,1,116,-2
217,07,55,1,16,4,4,1,1,-2,-2
217,07,55,2,23,4,1,1,1,-2,-2
217,09,11,1,20,4,1,2,1,280,198
217,09,11,2,21,4,3,1,1,55,3
217,09,11,3,21,4,3,1,1,35,2
217,09,11,4,21,4,3,1,1,20,1
217,09,11,5,28,4,3,1,1,10,2
217,09,49,1,16,4,1,2,1,4033,75
217,09,49,2,17,4,4,1,1,90,75
217,11,09,1,21,2,5,2,2,75,64
217,11,25,1,21,4,4,1,1,5,-2
217,11,25,2,21,4,3,1,1,5,-2
217,11,25,3,22,4,1,1,1,12,-2
217,11,25,4,14,4,4,1,1,7,-2
217,11,25,5,14,5,1,1,1,3,0
217,11,27,1,17,1,1,1,1,120,42
217,11,27,2,41,2,1,1,1,8,2
217,11,27,3,23,4,4,1,1,10,2
217,11,27,4,23,4,5,1,1,70,50
217,12,05,1,13,4,1,1,2,150,90
217,12,05,2,17,1,1,1,2,60,20
217,12,05,3,20,1,1,1,2,70,25
217,12,05,4,20,4,1,1,2,20,6
217,12,05,5,14,5,4,1,2,80,70
217,12,13,1,20,1,1,1,1,500,-2
217,12,13,2,20,4,1,1,2,40,-2
217,12,13,3,13,4,1,1,2,10,-2
217,12,13,4,14,5,4,1,2,40,-2
217,12,13,5,17,1,1,1,2,50,-2
217,12,19,1,20,1,1,1,2,50,15
217,12,19,2,20,4,1,1,2,30,10
217,12,19,3,13,4,1,1,2,60,40
217,12,19,4,14,5,4,1,2,40,40
217,12,19,5,13,4,4,1,2,45,30
217,12,29,1,23,4,5,1,1,20,4
217,12,29,2,13,4,5,1,1,60,45
217,12,29,3,14,5,5,1,1,40,35
217,12,29,4,20,4,5,1,1,30,0
217,12,29,5,16,2,4,1,1,50,50
217,12,33,1,23,4,5,1,1,40,25
217,12,33,2,13,5,4,1,2,70,60
217,12,33,3,13,4,3,1,2,25,15
217,12,33,4,13,4,1,1,2,35,25
217,12,33,5,26,1,1,1,2,20,5
217,13,09,1,41,4,4,1,1,10,0
217,13,27,1,16,3,1,2,1,1176,823
217,13,37,1,14,4,1,1,1,20,3
217,15,31,1,10,1,4,1,1,51,15
217,15,31,2,10,4,4,1,1,40,11
217,15,31,3,10,4,5,1,1,45,26
217,15,31,4,10,4,5,1,1,30,3
217,18,19,1,23,3,4,1,1,12,4
217,18,19,2,23,3,4,1,1,10,3
217,20,55,1,10,5,1,1,1,1200,-1
217,20,59,1,13,3,5,2,1,-1,-1
217,20,59,2,16,3,3,1,1,15,3
217,20,75,1,21,4,3,1,2,35,12
221,01,17,1,14,1,4,1,1,206,176
221,01,17,2,22,2,4,1,1,10,10
221,01,17,3,14,5,4,1,2,70,60
221,01,17,4,14,5,9,1,2,232,202
221,05,09,1,51,2,5,1,1,50,30
221,05,17,1,22,3,4,1,1,15,9
221,05,33,1,23,2,4,1,1,30,20
221,05,39,1,18,2,5,1,1,40,37
221,05,39,2,92,2,5,1,1,7,5
221,05,39,3,26,2,5,1,1,10,3
221,05,45,1,23,3,5,1,1,150,90
221,07,39,1,45,4,4,1,1,7,0
221,07,39,2,23,4,4,1,1,20,9
221,07,39,3,10,4,5,1,1,15,4
221,07,47,1,15,3,1,2,1,1250,655
221,07,47,2,15,3,5,2,1,360,173
221,07,47,3,15,3,5,2,1,280,150
221,09,27,1,11,4,5,1,2,300,240
221,09,35,1,20,2,5,1,1,40,40
221,09,35,2,20,2,5,1,1,38,38
221,09,35,3,18,4,5,1,1,8,6
221,09,39,1,11,4,5,1,1,560,450
221,09,45,1,23,4,5,1,1,30,16
221,09,45,2,23,3,1,2,1,119,71
221,11,11,1,23,1,3,1,2,70,17
221,11,23,1,41,4,4,1,1,135,83
221,11,23,2,51,4,4,1,1,2,2
221,11,35,1,23,1,1,1,2,2,2
221,11,35,2,10,5,4,1,2,2,2
221,11,41,1,14,2,1,1,2,0,0
221,11,41,2,14,5,4,1,2,0,0
221,11,45,1,14,5,4,1,2,2,2
221,11,45,2,14,1,1,1,2,2,2
221,11,45,3,14,5,4,1,2,2,2
221,13,29,1,21,4,5,1,1,10,8
221,13,29,2,20,4,4,1,1,20,17
221,15,25,1,18,4,5,1,2,2,2
221,15,51,1,36,4,4,1,1,20,8
221,19,09,1,14,5,4,1,2,62,2
221,19,09,2,14,4,5,1,1,15,15
221,19,09,3,21,1,2,1,1,2,2
221,19,17,1,14,5,4,1,2,108,96
221,19,17,2,14,2,1,1,2,69,69
221,19,17,3,45,1,9,1,2,230,25
221,19,17,4,51,4,5,1,1,15,15
221,19,25,1,51,5,5,1,2,2,2
221,19,33,1,20,3,4,2,1,220,20
221,19,33,2,11,5,5,1,2,20,10
221,19,45,1,45,3,3,1,2,14,8
221,19,45,2,45,3,4,1,1,14,8
221,19,45,3,45,3,4,1,1,14,8
221,19,45,4,45,3,5,1,1,15,8
221,19,45,5,45,3,5,1,1,12,6
225,03,22,1,50,1,3,1,1,0,0
225,03,22,2,50,1,3,1,1,0,0
225,03,23,1,26,4,5,1,1,150,100
225,06,17,1,63,2,4,1,1,0,0
225,07,07,1,26,1,5,1,1,6,2
225,07,07,2,15,1,5,1,1,2,1
225,12,03,1,13,4,4,1,1,43,43
225,12,03,2,23,2,4,1,2,57,21
225,12,05,1,17,4,5,1,2,12,8
225,12,05,2,26,1,4,1,2,25,17
225,17,11,1,14,4,4,1,1,47,12
225,17,11,2,55,4,4,1,1,24,19
225,19,19,1,14,4,3,1,1,5,2
225,19,19,2,14,4,3,1,1,4,0
225,19,19,3,14,2,3,1,1,2,0
225,19,19,4,14,4,5,1,1,2,1
225,19,25,1,10,1,1,1,1,90,5
225,21,05,1,45,4,4,1,1,-2,-2
225,21,05,2,20,4,4,1,1,-2,-2
225,21,05,3,45,4,4,1,1,-2,-2
225,21,05,4,50,4,5,1,1,-2,-2
225,21,05,5,50,3,3,1,1,4,1
225,21,19,1,51,2,1,1,1,96,82
225,21,19,2,51,4,3,1,1,89,7
225,21,27,1,45,4,4,1,1,-2,-2
225,21,27,2,45,4,4,1,1,-2,-2
225,21,27,3,26,4,1,1,1,-2,-2
225,21,27,4,45,4,5,1,1,-2,-2
225,21,27,5,45,4,5,1,1,-2,-2
225,21,33,1,50,4,5,1,1,6,4
225,21,33,2,50,4,5,1,1,4,1
225,21,33,3,45,4,5,1,1,7,3
225,21,33,4,50,4,4,1,1,11,7
