tinh,huyen,xa,m3tt1,m3c6,m3c7,m3c8,m3c9,m3c10,m3c11,m3c12
503,11,13,4,11,3,2,1,1,30,28
503,11,13,5,11,3,2,2,1,25,23
503,11,19,1,11,4,5,1,1,200,180
503,11,19,2,12,3,5,1,1,300,290
503,11,19,3,7,3,1,2,1,250,130
503,11,23,1,15,4,5,1,1,300,260
503,11,23,2,10,4,5,1,1,200,195
503,11,23,3,32,4,5,1,1,50,0
503,11,23,4,41,2,4,1,1,30,10
503,11,23,5,41,2,4,1,1,30,10
503,15,03,1,15,2,4,1,1,240,240
503,15,03,2,15,2,4,1,1,265,260
503,15,03,3,15,2,5,1,1,28,5
503,15,03,4,15,3,2,1,1,3,0
503,15,09,1,14,1,4,1,1,-2,-2
503,15,09,2,10,4,5,1,1,-2,-2
503,15,09,3,23,2,3,1,1,-2,-2
503,15,09,4,23,4,5,1,1,-2,-2
503,15,09,5,10,1,5,1,2,-2,-2
503,15,15,1,15,3,4,1,1,27,14
503,15,15,2,15,3,4,1,1,32,29
503,15,15,3,15,3,4,1,1,21,11
503,15,15,4,18,3,5,1,1,40,38
503,15,21,1,18,2,2,1,2,10,10
503,15,35,1,20,3,5,2,1,250,45
503,15,35,2,18,3,5,1,1,50,48
503,15,35,3,15,3,2,1,1,15,7
503,15,35,4,15,3,1,1,1,6,4
503,15,35,5,23,3,1,1,1,6,0
503,15,39,1,22,4,3,1,1,107,63
503,15,39,2,10,4,5,1,1,300,300
503,15,39,3,10,4,4,1,1,88,88
503,17,15,1,18,4,4,1,2,25,25
503,17,21,1,23,2,4,1,1,40,25
503,17,21,2,22,4,4,1,1,25,15
503,17,21,3,10,1,4,1,2,30,10
503,17,25,1,14,4,4,1,2,30,30
503,17,33,1,26,4,5,1,1,110,70
503,17,33,2,15,4,4,1,1,60,27
503,17,33,3,15,4,4,1,1,30,10
503,17,33,4,24,1,3,1,1,20,10
503,23,17,1,8,4,3,1,1,-2,-2
503,23,17,2,8,4,3,1,1,-2,-2
503,25,05,1,29,5,4,1,2,-2,-2
503,25,05,2,14,4,3,1,2,-2,-2
503,25,05,3,10,4,4,1,1,40,40
503,25,05,4,16,4,4,1,1,10,2
503,25,05,5,15,2,3,1,2,-2,-2
503,25,13,1,29,4,4,1,2,80,20
503,25,13,2,10,1,4,1,2,50,50
503,25,17,1,29,4,4,1,1,250,20
503,25,17,2,23,4,5,1,1,80,2
503,25,17,3,10,1,4,1,1,70,70
503,25,17,4,10,5,4,1,1,30,20
503,25,17,5,10,4,4,1,1,40,40
503,25,23,1,29,4,4,1,2,-2,-2
503,25,23,2,14,5,5,1,2,80,80
503,25,23,3,20,3,5,1,1,10,2
503,25,23,4,16,2,3,1,2,25,25
503,25,23,5,11,4,5,1,1,7,1
503,25,27,1,7,2,1,1,2,200,200
503,25,27,2,29,4,3,1,2,300,50
503,25,27,3,14,4,5,1,2,400,300
503,28,17,1,32,4,3,1,1,40,28
503,28,17,2,32,4,3,1,2,20,13
503,28,17,3,14,4,5,1,2,15,15
503,28,23,1,32,4,4,1,1,15,6
503,28,23,2,14,4,5,1,2,-2,-2
503,28,23,3,24,4,3,1,1,40,15
503,28,23,4,15,1,5,1,2,20,18
503,28,23,5,18,1,1,1,2,40,35
503,28,29,1,16,4,4,2,1,-2,-2
503,28,29,2,15,4,5,1,1,-2,-2
503,28,29,3,23,1,2,1,2,-2,-2
503,28,29,4,14,4,5,1,1,-2,-2
503,28,29,5,23,1,2,1,2,-2,-2
503,28,33,1,14,1,4,1,2,-2,-2
503,28,33,2,14,4,4,1,2,-2,-2
503,28,33,3,10,1,3,1,2,-2,-2
503,28,33,4,11,1,4,1,2,-2,-2
503,29,09,1,10,1,1,1,1,315,112
503,29,09,2,20,3,3,1,1,3,0
505,01,15,1,26,4,2,1,1,15,11
505,01,15,2,36,4,3,1,1,-2,-2
505,01,15,3,15,4,2,1,1,-2,-2
505,05,05,1,36,4,3,1,1,-2,-2
505,05,05,2,20,4,9,1,1,-2,-2
505,05,05,3,15,4,3,1,1,-2,-2
505,05,05,4,15,4,1,1,1,-2,-2
505,05,05,5,35,4,9,1,1,-2,-2
505,05,09,1,10,4,4,1,1,-2,-2
505,05,09,2,10,3,4,1,1,60,-2
505,05,09,3,10,3,4,1,1,40,-2
505,05,17,1,11,1,4,1,1,-2,-2
505,05,17,2,18,4,4,1,2,-2,-2
505,05,17,3,45,4,4,1,2,-2,-2
505,05,17,4,18,4,4,1,2,-2,-2
505,05,17,5,45,4,4,1,1,-2,-2
505,05,23,1,5,4,1,1,1,800,700
505,05,23,2,5,4,1,1,1,2,1
505,05,23,3,5,4,1,1,1,2,2
505,05,23,4,5,4,1,1,1,2,2
505,05,23,5,5,4,1,1,1,2,2
505,05,27,1,26,4,2,1,1,150,89
505,05,27,2,20,4,2,1,1,-2,-2
505,05,47,1,15,4,3,1,1,10,-2
505,05,47,2,15,4,3,1,1,9,-2
505,05,47,3,15,4,3,1,1,9,-2
505,05,47,4,15,4,3,1,1,10,-2
505,05,47,5,15,4,3,1,1,10,-2
505,09,15,1,18,4,4,1,1,300,300
505,09,15,2,18,4,5,1,1,150,150
505,09,15,3,36,4,4,1,1,250,-2
505,09,15,4,26,1,3,1,1,250,-2
505,09,15,5,36,4,4,1,1,200,-2
505,09,25,1,13,1,1,1,1,-2,-2
505,09,25,2,15,2,4,1,1,-2,-2
505,09,25,3,14,2,3,1,1,-2,-2
505,09,25,4,36,2,3,1,1,-2,-2
505,09,25,5,18,2,3,1,1,-2,-2
505,09,33,1,26,3,1,1,1,150,110
505,09,33,2,20,3,1,1,1,25,16
505,09,33,3,15,3,1,1,1,165,150
505,09,33,4,36,3,1,1,1,250,0
505,09,33,5,36,4,3,1,1,22,3
505,13,05,1,26,3,4,1,1,10,3
505,13,05,2,26,3,4,1,1,12,-2
505,13,15,1,20,3,4,1,1,5,-2
505,13,15,2,26,3,5,1,1,7,-2
505,13,15,3,50,3,5,1,1,3,-2
505,15,07,1,20,3,4,1,1,10,2
505,15,07,2,20,3,3,1,1,5,0
505,15,07,3,20,3,5,1,1,5,0
505,15,07,4,14,3,5,1,1,20,12
505,15,17,1,20,3,2,1,1,4,0
505,15,17,2,26,3,2,1,1,10,6
505,15,17,3,15,3,2,1,1,4,0
505,15,17,4,26,3,2,1,1,10,7
505,15,17,5,55,3,4,1,1,6,3
505,15,21,1,26,3,3,1,1,20,15
505,15,21,2,26,3,3,1,1,20,15
505,15,21,3,26,3,3,1,1,30,15
505,15,21,4,26,3,4,1,1,20,12
505,15,21,5,20,3,3,1,1,15,15
505,15,25,1,35,3,1,1,1,15,0
505,15,25,2,17,3,1,1,1,17,12
505,15,25,3,15,3,2,1,1,13,0
505,15,25,4,27,3,2,1,1,6,0
505,15,25,5,27,3,3,1,1,6,0
505,15,27,1,26,3,3,1,1,-2,-2
505,15,31,1,26,3,1,1,1,-2,-2
505,15,31,2,26,3,1,1,1,-2,-2
505,15,31,3,26,3,5,1,1,-2,-2
505,15,31,4,26,3,2,1,1,-2,-2
505,15,31,5,20,3,4,1,1,-2,-2
505,17,11,1,26,4,4,1,1,19,-2
505,17,11,2,26,4,4,1,1,12,-2
505,17,11,3,24,2,1,1,1,100,-2
505,17,11,4,26,4,4,1,1,10,-2
505,17,23,1,26,2,3,1,1,12,9
505,17,23,2,15,3,3,1,1,365,302
505,17,23,3,20,3,4,1,1,11,0
505,21,03,1,26,3,1,2,1,360,240
505,21,09,1,20,4,4,1,1,20,12
505,21,09,2,20,4,2,1,1,5,0
505,21,09,3,26,4,2,1,1,15,10
505,21,09,4,26,4,2,1,1,15,8
505,21,09,5,26,2,2,1,1,30,20
505,21,25,1,15,3,5,1,1,-2,-2
505,21,25,2,74,4,1,1,1,-2,-2
505,21,25,3,50,4,5,1,1,-2,-2
505,21,25,4,52,3,3,1,1,-2,-2
505,21,25,5,45,3,4,1,1,-2,-2
505,23,11,1,10,1,4,1,2,15,0
507,03,13,1,10,4,4,1,1,37,29
507,03,13,2,10,4,4,1,1,35,27
507,03,13,3,42,4,4,1,1,83,3
507,03,13,4,42,4,4,1,1,42,4
507,03,13,5,42,4,4,1,1,50,3
507,05,07,1,14,2,2,1,2,68,68
507,05,07,2,31,4,4,1,2,32,12
507,05,07,3,31,2,4,1,2,20,10
507,05,07,4,23,3,4,1,1,15,8
507,05,13,1,16,3,1,2,1,960,715
507,05,13,2,10,4,3,1,1,25,25
507,05,13,3,10,4,4,1,1,50,35
507,05,13,4,10,1,2,1,1,72,72
507,05,17,1,31,1,4,1,1,78,0
507,05,17,2,14,4,3,1,2,49,37
507,05,21,1,16,2,4,1,2,-2,-2
507,05,21,2,14,4,5,1,2,-2,-2
507,05,25,1,31,2,4,1,2,-2,-2
507,05,25,2,20,4,5,1,2,-2,-2
507,05,29,1,23,4,2,1,1,105,67
507,05,33,1,23,4,3,1,1,20,-2
507,05,33,2,11,4,4,1,1,5,-2
507,07,11,1,10,4,4,1,1,60,52
507,07,11,2,45,4,3,1,1,41,18
507,07,15,1,45,4,4,1,2,33,12
507,07,15,2,45,4,5,1,2,25,8
507,07,24,1,45,4,5,1,1,20,6
507,09,17,1,20,2,3,1,2,18,0
507,09,17,2,23,3,3,1,1,12,2
507,09,23,1,7,2,4,1,1,32,0
507,09,23,2,7,4,4,1,1,35,3
507,09,23,3,7,4,4,1,1,30,0
507,09,23,4,7,4,4,1,1,55,0
507,09,23,5,7,4,4,1,1,73,5
507,09,27,1,23,4,1,1,1,45,45
507,13,05,1,42,4,4,1,1,15,0
507,13,05,2,30,4,4,1,1,100,10
507,13,09,1,7,5,2,1,1,10,0
507,13,09,2,7,4,2,1,1,6,0
507,13,13,1,42,4,4,1,1,25,4
507,13,13,2,10,4,4,1,1,150,145
507,13,13,3,42,4,4,1,1,15,2
507,13,13,4,31,4,4,1,1,200,100
507,13,13,5,49,4,4,1,1,15,1
507,13,21,1,42,4,4,1,1,10,2
507,13,21,2,47,4,5,1,1,-2,-2
507,13,21,3,47,4,5,1,1,-2,-2
507,13,21,4,46,4,5,1,1,10,0
507,13,21,5,10,4,5,1,1,10,8
507,13,27,1,42,4,4,1,1,30,2
507,13,27,2,42,4,4,1,1,25,3
507,13,27,3,42,4,4,1,1,35,4
507,13,29,1,42,4,4,1,1,28,7
507,13,29,2,47,4,4,1,1,8,5
507,13,29,3,49,4,5,1,1,2,0
507,13,29,4,46,2,5,1,1,10,0
507,15,03,1,10,3,1,2,1,225,137
507,15,03,2,23,3,1,1,1,-2,-2
507,15,15,1,23,3,1,1,1,90,38
507,15,29,1,23,2,1,1,1,100,45
507,15,29,2,23,3,4,2,1,1500,780
507,15,29,3,23,3,1,2,1,236,162
507,17,07,1,24,4,5,1,1,50,5
507,17,07,2,10,4,5,1,1,10,6
507,17,07,3,20,4,5,1,1,45,25
507,17,11,1,42,4,3,1,1,30,0
507,17,11,2,10,4,4,1,1,75,45
507,17,11,3,42,4,3,1,2,-2,-2
507,17,11,4,42,4,3,1,2,-2,-2
507,17,11,5,42,4,5,1,1,-2,-2
507,17,15,1,42,4,3,1,2,-1,-1
507,17,15,2,42,4,3,1,2,-1,-1
507,17,15,3,42,4,3,1,2,-1,-1
507,17,15,4,10,4,4,1,1,-1,-1
507,17,15,5,10,4,4,1,1,-1,-1
507,17,21,1,42,4,3,1,2,25,-2
507,17,21,2,42,4,3,1,2,80,-2
507,17,21,3,42,4,4,1,2,25,-2
507,17,21,4,42,4,3,1,2,15,-2
507,17,21,5,31,4,4,1,2,-2,-2
507,17,25,1,16,1,1,1,1,300,-1
507,17,25,2,16,1,1,1,1,210,-1
507,17,25,3,10,3,3,1,1,85,-1
507,17,25,4,16,3,3,1,1,322,-1
507,17,25,5,31,3,4,1,1,175,-1
507,17,29,1,16,4,4,1,1,22,10
507,17,29,2,23,3,3,1,1,19,12
507,17,29,3,23,3,3,1,1,18,12
507,17,29,4,23,3,3,1,1,17,11
507,17,29,5,23,3,3,1,1,17,11
507,19,09,1,10,3,1,2,1,930,750
507,19,11,1,31,4,4,1,2,210,110
507,19,11,2,31,4,4,1,2,170,120
507,19,17,1,31,4,4,1,1,-2,-2
507,19,17,2,23,4,1,1,1,-2,-2
507,19,17,3,41,4,1,1,1,-2,-2
507,19,17,4,41,4,4,1,1,-2,-2
507,19,17,5,41,4,4,1,1,-2,-2
507,19,23,1,31,4,4,1,1,-2,-2
507,19,23,2,31,4,4,1,1,-2,-2
507,19,23,3,8,4,4,1,1,-2,-2
507,19,23,4,31,4,4,1,1,-2,-2
507,19,23,5,31,4,4,1,1,-2,-2
507,19,27,1,31,4,4,1,1,65,35
507,19,27,2,20,1,4,1,1,19,0
507,19,27,3,31,4,4,1,1,2,1
507,19,27,4,10,4,4,1,1,38,7
507,19,27,5,31,4,4,1,1,20,0
509,01,29,1,55,4,4,1,1,80,65
509,01,29,2,19,3,4,1,1,60,15
509,01,31,1,16,4,4,1,1,170,130
509,01,31,2,20,3,2,1,1,60,40
509,01,31,3,26,3,5,1,1,40,10
509,03,11,1,20,3,2,1,1,4,0
509,03,11,2,28,3,1,1,1,3,1
509,03,11,3,15,3,4,1,1,1,0
509,03,11,4,55,3,5,1,1,3,2
509,03,11,5,52,3,1,1,1,2,1
509,03,21,1,20,3,3,1,1,4,0
509,03,21,2,26,3,1,1,1,7,4
509,03,21,3,50,4,4,1,1,1,0
509,03,21,4,52,3,3,1,1,2,1
509,03,21,5,60,3,3,1,1,3,1
509,05,03,1,31,4,4,1,2,220,-2
509,05,03,2,31,4,4,1,2,190,-2
509,05,03,3,31,4,4,1,2,150,-2
509,05,03,4,31,4,4,1,2,110,-2
509,05,03,5,31,4,5,1,2,90,-2
509,05,11,1,31,4,4,1,2,30,20
509,05,11,2,8,4,3,1,1,7,0
509,05,11,3,16,4,2,1,1,6,0
509,05,11,4,56,1,3,1,1,7,4
509,05,17,1,10,4,4,1,2,200,185
509,07,05,1,20,3,3,2,1,73,26
509,07,05,2,36,4,4,1,1,25,0
509,07,05,3,15,1,5,1,2,36,36
509,07,05,4,20,4,5,1,2,38,38
509,07,09,1,20,4,5,1,1,6,0
509,07,09,2,15,4,3,1,1,4,1
509,07,23,1,5,5,4,1,1,20,10
509,07,27,1,36,4,3,1,1,20,10
509,07,27,2,36,3,3,1,1,15,10
509,07,27,3,36,3,4,1,1,30,20
509,07,27,4,20,3,5,1,1,15,12
509,07,27,5,36,3,3,1,1,10,10
509,07,33,1,55,4,5,1,1,35,15
509,07,33,2,26,1,4,1,1,26,15
509,07,33,3,14,4,4,1,1,20,18
509,07,33,4,15,4,4,1,1,55,52
509,07,33,5,15,4,4,1,1,80,75
509,09,13,1,47,3,1,1,1,52,46
509,09,13,2,10,3,1,1,1,18,9
509,09,13,3,96,3,1,1,1,12,8
509,09,13,4,49,3,4,1,1,19,0
509,09,23,1,15,4,5,1,1,400,106
509,09,23,2,52,3,5,1,1,326,284
509,09,23,3,60,3,5,1,1,45,0
509,10,05,1,26,3,2,1,1,70,56
509,10,05,2,15,4,5,1,1,45,45
509,10,09,1,20,3,1,2,1,350,300
509,10,09,2,20,3,1,1,1,250,190
509,10,09,3,15,1,4,1,1,855,842
509,10,09,4,26,3,1,1,1,60,40
509,10,11,1,15,3,1,2,1,600,415
509,10,11,2,26,3,1,1,1,324,250
509,10,11,3,18,1,5,1,1,200,200
509,10,11,4,15,4,4,1,1,40,33
509,10,11,5,27,4,5,1,1,22,2
509,10,13,1,26,3,1,1,1,115,89
509,10,13,2,15,4,5,1,1,376,356
509,10,15,1,26,3,1,1,1,120,84
509,10,15,2,15,4,5,1,1,560,504
509,11,05,1,15,1,2,1,1,106,41
509,11,05,2,26,4,1,2,1,48,30
509,11,13,1,10,1,5,1,1,45,43
509,11,13,2,20,1,4,1,1,12,12
509,11,15,1,7,3,1,2,1,670,-2
509,11,15,2,10,1,4,1,2,-2,-2
509,11,19,1,10,1,4,1,1,350,335
509,11,23,1,15,1,5,1,1,200,190
509,11,23,2,20,4,5,1,2,50,50
509,11,23,3,15,4,4,1,2,60,58
509,11,23,4,20,5,4,1,2,150,130
509,11,23,5,13,4,5,1,2,20,20
509,11,25,1,15,1,5,1,1,70,68
509,11,25,2,15,1,3,1,1,200,195
509,11,25,3,15,4,4,1,2,88,88
509,11,25,4,20,5,4,1,2,170,153
509,11,25,5,15,4,5,1,2,15,7
509,11,29,1,20,5,5,1,2,300,290
509,11,29,2,15,4,4,1,2,15,3
509,11,29,3,15,1,3,1,2,150,140
509,11,29,4,28,5,5,1,2,100,40
509,11,29,5,15,4,5,1,2,10,9
509,11,31,1,20,5,5,1,1,300,250
509,11,31,2,20,4,5,1,1,50,45
509,11,35,1,15,1,3,1,2,150,145
509,11,35,2,26,4,5,1,1,50,0
509,11,35,3,20,5,5,1,2,100,90
509,11,37,1,15,1,3,1,1,250,240
509,11,37,2,20,3,4,1,2,160,150
509,11,37,3,20,4,5,1,2,70,68
509,11,37,4,26,4,4,1,1,30,0
509,11,37,5,15,4,4,1,2,0,0
511,01,47,1,6,4,4,1,1,30,5
511,01,47,2,8,4,4,1,1,20,6
511,02,45,1,7,4,4,1,1,98,95
511,03,05,1,20,3,4,1,1,-2,-2
511,03,05,2,26,3,1,1,1,-2,-2
511,03,13,1,14,4,4,1,1,80,-2
511,03,13,2,14,4,4,1,1,30,-2
511,03,13,3,23,4,5,1,1,20,-2
511,05,03,1,45,4,4,1,1,20,5
511,05,03,2,51,4,4,1,1,7,2
511,05,03,3,15,4,4,1,1,285,120
511,05,03,4,51,4,4,1,1,9,4
511,05,03,5,15,4,5,1,1,16,3
511,05,09,1,20,4,4,1,1,100,100
511,05,09,2,51,4,4,2,2,-2,-2
511,05,09,3,45,4,3,2,2,-2,-2
511,05,21,1,20,2,9,1,2,-2,-2
511,05,21,2,41,1,3,1,2,-2,-2
511,05,27,1,26,4,1,1,1,-2,-2
511,05,27,2,15,4,4,1,1,-2,-2
511,05,27,3,45,4,5,1,1,-2,-2
511,05,27,4,15,4,5,1,1,-2,-2
511,05,31,1,45,4,4,1,1,16,-2
511,05,31,2,51,4,4,1,1,3,-2
511,05,31,3,51,4,5,1,1,6,-2
511,05,31,4,20,2,2,1,2,-2,-2
511,05,31,5,45,4,3,1,2,-2,-2
511,05,37,1,20,2,2,1,1,500,450
511,05,37,2,29,4,4,1,1,-2,-2
511,05,37,3,29,4,4,1,1,-2,-2
511,05,37,4,14,4,4,1,1,-2,-2
511,05,37,5,50,4,2,1,1,-2,-2
511,05,43,1,26,4,1,1,2,-2,-2
511,05,43,2,15,4,4,1,2,-2,-2
511,05,51,1,14,4,4,1,1,256,-2
511,05,51,2,14,4,3,1,1,34,-2
511,07,09,1,14,1,1,1,1,26,-2
511,07,15,1,14,4,3,1,1,-2,-2
511,07,15,2,26,4,3,1,1,42,-2
511,07,15,3,20,4,5,1,1,52,-2
511,07,15,4,20,4,5,1,1,80,-2
511,07,17,1,21,4,2,1,1,180,-2
511,07,17,2,15,4,1,1,2,-2,-2
511,07,25,1,15,4,4,1,2,-2,-2
511,07,25,2,36,5,4,1,2,-2,-2
511,07,35,1,15,5,2,1,1,-2,-2
511,07,35,2,15,1,4,1,1,60,-2
511,07,35,3,15,1,4,1,1,12,-2
511,07,35,4,21,4,1,1,1,30,-2
511,07,35,5,21,4,4,1,1,70,-2
511,15,33,1,20,2,2,1,1,150,-2
511,15,33,2,17,2,2,1,1,300,300
601,01,15,1,15,1,3,1,1,28,7
601,01,15,2,20,4,2,1,2,200,130
601,01,15,3,45,4,4,1,2,100,15
601,01,19,1,25,1,4,1,1,90,42
601,01,19,2,20,4,4,1,1,30,6
601,01,19,3,20,4,3,1,2,60,28
601,01,19,4,18,4,3,1,2,30,30
601,01,19,5,20,4,4,1,2,50,20
601,11,06,1,51,2,4,1,1,-2,-2
601,11,06,2,51,1,5,1,1,-2,-2
601,11,06,3,36,4,5,1,1,-2,-2
601,13,13,1,15,5,4,1,1,120,47
601,13,13,2,14,4,5,1,1,3,0
603,07,08,1,55,2,4,1,1,-2,-2
603,11,07,1,20,1,1,1,2,90,67
603,11,07,2,36,4,2,1,2,10,8
603,12,07,1,14,4,5,1,1,-2,-2
603,12,07,2,36,4,5,1,2,-2,-2
603,19,19,1,14,1,3,1,1,2,0
603,19,19,2,14,1,1,1,1,13,0
603,23,25,1,15,1,4,1,1,61,61
603,23,25,2,16,4,4,1,1,25,25
603,23,25,3,16,4,4,1,1,14,14
605,01,29,1,51,3,4,1,1,20,4
605,01,29,2,52,3,5,1,1,26,1
605,01,29,3,51,3,5,1,1,30,17
605,01,29,4,51,3,3,1,1,17,15
605,01,29,5,51,3,4,1,1,8,2
605,01,33,1,15,4,4,1,1,-2,-2
605,01,33,2,15,4,4,1,1,-2,-2
605,01,33,3,36,4,4,1,1,-2,-2
605,01,33,4,36,4,5,1,1,-2,-2
605,01,33,5,36,4,5,1,1,-2,-2
605,01,39,1,20,4,5,1,1,-1,-1
605,01,39,2,51,3,2,1,1,-1,-1
605,01,39,3,51,3,2,1,1,-1,-1
605,01,39,4,51,4,3,1,1,-1,-1
605,03,07,1,36,4,3,1,1,300,200
605,05,03,1,15,4,5,1,2,25,20
605,05,03,2,20,4,2,1,2,9,0
605,05,03,3,20,4,3,1,2,7,0
605,09,11,1,16,4,4,1,1,7,-2
605,09,15,1,45,4,4,1,1,-2,-2
605,09,15,2,45,4,4,1,1,-2,-2
605,09,15,3,14,2,4,1,1,-2,-2
605,09,15,4,45,4,5,1,1,-2,-2
605,11,09,1,45,4,4,1,1,-2,-2
605,11,09,2,45,4,4,1,1,-2,-2
605,13,23,1,26,4,3,1,1,-2,-2
605,15,17,1,51,3,5,1,1,-2,-2
605,15,17,2,51,2,1,1,1,-2,-2
605,15,17,3,51,2,1,1,1,-2,-2
605,15,21,1,51,3,4,1,1,-1,-1
605,15,21,2,51,3,5,1,1,-1,-1
605,15,21,3,51,3,5,1,1,-1,-1
605,15,21,4,51,3,2,1,1,-1,-1
605,19,05,1,15,2,5,1,1,6,2
605,19,05,2,36,2,5,1,1,4,1
605,19,05,3,51,2,5,1,1,4,2
605,19,09,1,52,3,1,1,1,746,373
605,19,09,2,27,3,2,1,1,187,46
605,19,09,3,60,4,4,1,1,32,10
605,19,13,1,15,3,1,1,1,252,202
605,19,13,2,52,3,1,1,1,35,21
605,19,13,3,27,3,1,1,1,121,109
605,19,17,1,52,3,1,1,1,236,195
605,19,17,2,15,3,1,1,1,78,55
605,19,17,3,93,3,1,1,1,200,165
605,19,31,1,52,4,4,1,1,182,72
605,23,03,1,15,1,2,1,1,50,35
605,23,15,1,17,2,4,2,1,30,30
605,23,17,1,26,4,2,1,1,-2,-2
606,01,05,1,20,1,3,1,1,-2,-2
606,01,05,2,14,4,4,1,1,-2,-2
606,01,13,1,51,4,4,1,1,-2,-2
606,03,15,1,15,4,5,1,1,-2,-2
606,03,15,2,15,4,5,1,1,-2,-2
606,03,15,3,11,4,1,2,1,-2,-2
606,03,17,1,10,4,5,1,2,-2,-2
606,07,05,1,51,4,4,1,1,7,2
606,07,05,2,32,4,4,1,1,8,3
606,07,05,3,51,4,4,1,1,10,3
606,07,05,4,51,4,2,1,1,8,3
606,07,05,5,51,4,4,1,1,15,4
606,07,07,1,50,4,3,1,1,5,1
606,07,07,2,50,4,3,1,1,4,1
606,07,07,3,10,1,2,1,1,-1,-1
606,07,07,4,20,4,4,1,1,10,0
606,07,07,5,52,3,4,1,1,4,1
606,07,09,1,50,4,4,1,1,20,7
606,07,09,2,5,1,2,1,1,335,92
606,07,09,3,37,3,3,1,1,5,0
606,07,11,1,32,4,5,1,1,20,10
606,07,11,2,51,4,5,1,1,10,4
606,07,11,3,32,4,5,1,1,10,1
606,07,11,4,32,4,5,1,1,9,1
606,07,11,5,51,4,5,1,1,7,3
606,07,13,1,52,4,4,1,1,4,3
606,07,13,2,14,4,5,1,1,10,0
606,07,13,3,14,4,5,1,1,12,0
606,07,13,4,10,1,5,1,1,25,9
606,07,13,5,14,1,5,1,1,8,0
606,09,03,1,40,4,3,1,1,-2,-2
606,11,09,1,-1,1,5,1,1,-2,-2
606,11,09,2,10,4,4,1,1,-2,-2
606,11,15,1,36,4,4,1,2,40,32
607,01,27,1,15,5,4,1,1,120,70
607,01,27,2,15,5,2,1,1,28,12
607,01,27,3,15,1,1,1,1,110,45
607,01,27,4,15,4,5,1,1,1,0
607,03,15,1,18,3,4,1,1,-2,-2
607,03,15,2,15,3,3,1,1,-2,-2
607,03,15,3,51,4,4,1,1,-2,-2
607,03,19,1,17,1,5,1,1,40,35
607,03,19,2,15,3,3,1,1,18,2
607,03,19,3,15,3,2,1,1,7,2
607,03,19,4,15,3,3,1,1,7,1
607,03,19,5,15,3,3,1,1,10,2
607,09,03,1,15,4,4,1,1,-2,-2
607,09,03,2,15,4,4,1,1,-2,-2
607,09,03,3,24,1,3,1,1,-2,-2
607,11,05,1,51,4,3,1,1,60,50
607,11,05,2,36,4,4,1,1,10,2
607,11,15,1,36,4,5,1,1,17,4
607,13,05,1,15,1,4,1,2,8,3
607,13,15,1,17,4,5,1,2,20,20
607,13,15,2,17,4,5,1,1,25,25
607,13,19,1,15,4,4,1,1,60,25
607,13,19,2,15,3,4,1,1,20,10
607,13,19,3,55,3,4,1,1,10,5
607,13,19,4,51,4,5,1,1,20,10
607,13,21,1,15,4,4,1,1,50,45
607,13,21,2,17,3,5,1,1,43,43
607,13,21,3,17,3,5,1,1,25,25
607,13,21,4,17,3,5,1,1,20,20
607,13,21,5,15,5,3,1,2,15,3
607,15,11,1,15,5,3,1,1,50,-2
607,15,11,2,26,4,4,1,1,20,-2
607,15,11,3,20,4,4,1,1,10,-2
607,15,11,4,14,4,4,1,1,10,-2
607,15,15,1,18,3,5,1,1,10,10
607,15,15,2,15,3,5,1,1,6,1
607,15,23,1,10,5,1,1,1,700,-2
607,19,13,1,10,1,1,1,2,50,50
607,19,13,2,16,4,3,1,2,12,4
607,21,13,1,26,3,1,1,1,15,6
607,21,13,2,26,3,5,1,1,18,5
607,21,13,3,15,4,4,1,2,30,30
607,21,13,4,15,4,4,1,2,20,20
701,35,03,1,10,2,1,2,1,3000,1500
701,35,03,2,11,5,3,1,1,250,200
701,35,03,3,11,5,3,1,1,170,115
701,35,03,4,11,5,5,1,1,60,45
701,35,11,1,18,5,4,1,1,-2,-2
701,35,11,2,18,5,4,1,1,-2,-2
701,35,11,3,26,4,4,1,1,-2,-2
701,35,11,4,19,4,4,1,1,-2,-2
701,35,11,5,20,4,4,1,1,-2,-2
701,35,23,1,15,1,3,1,1,-2,-2
701,35,41,1,20,4,4,1,1,20,15
701,35,41,2,26,4,4,1,1,42,30
701,35,41,3,20,4,5,1,1,20,15
701,37,13,1,18,4,4,1,1,40,40
701,37,13,2,18,4,4,1,1,95,90
701,37,13,3,26,4,4,1,1,10,2
701,37,13,4,21,4,5,1,1,10,3
701,37,13,5,20,4,5,1,1,15,12
701,37,15,1,18,3,4,1,1,-2,-2
701,37,15,2,22,3,4,1,1,-2,-2
701,37,19,1,19,4,3,1,1,150,140
701,37,19,2,25,4,4,1,1,20,20
701,37,19,3,28,4,4,1,1,50,30
701,37,19,4,28,4,4,1,1,70,40
701,37,19,5,19,4,4,1,1,60,60
701,39,09,1,25,4,5,1,1,-2,-2
701,39,09,2,28,4,4,1,1,-2,-2
701,39,09,3,15,4,3,1,1,20,15
701,39,09,4,74,4,4,1,1,7,-1
701,39,09,5,15,4,4,1,1,-2,-2
701,39,27,1,21,4,5,1,1,40,18
701,39,27,2,18,4,5,1,1,30,25
701,39,27,3,36,4,5,1,1,34,15
701,39,27,4,36,4,5,1,1,30,5
701,39,27,5,85,4,5,1,1,31,20
701,41,09,1,28,4,4,1,1,31,5
701,41,09,2,18,4,4,1,1,25,23
