tinh,huyen,xa,diaban,hoso,matv,m4ac1a,m4ac1b,m4ac1c,m4ac2,m4ac3,m4ac4,m4ac5,m4ac6,m4ac7,m4ac8,m4ac9,m4ac10a,m4ac10b,m4ac11,m4ac12a,m4ac12b,m4ac12c,m4ac12d,m4ac12e,m4ac12f,m4ac13,m4ac14,m4ac15,m4ac16,m4ac17,m4ac18,m4ac19,m4ac20,m4ac21,m4ac22a,m4ac22b,m4ac22c,m4ac22d,m4ac22e,m4ac22f,m4ac23,m4ac24,m4ac25,m4ac26,m4ac27
201,19,9,3,13,3,2,1,2,1,,92,1,12,28,3,7,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
201,19,9,3,13,4,2,1,2,1,,92,2,12,15,4,5,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,5
201,19,9,3,13,5,2,1,2,1,,92,1,12,12,4,3,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,5
201,19,9,3,13,6,2,1,2,1,,92,2,12,9,4,2,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,5
201,19,9,3,14,1,1,1,2,1,,92,1,10,8,7,19,2,,,,,,,,0,1,92,1,4,17,8,6,3,2860,0,0,0,0,0,0,2,,,2,
201,19,9,3,14,2,2,1,2,1,,92,1,12,21,8,20,2,,,,,,,,0,1,92,1,12,28,3,15,2,,,,,,,0,1,2,,1,2
201,19,9,3,14,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
201,19,9,3,15,1,1,1,2,1,,71,41,5,20,8,8,3,,3585,0,0,0,0,0,0,1,92,1,4,10,5,15,2,,,,,,,0,2,,,1,5
201,19,9,3,15,2,2,1,2,1,,92,1,12,24,7,25,2,,,,,,,,0,1,92,1,12,14,1,16,2,,,,,,,0,2,,,1,2
201,19,9,3,15,3,2,1,2,1,,92,1,12,16,3,2,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
201,19,9,3,15,4,2,1,2,1,,92,2,12,10,4,1,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
201,19,15,1,13,1,2,1,2,1,,92,1,12,16,5,16,2,,,,,,,,0,1,92,1,12,18,2,10,2,,,,,,,0,1,2,,2,
201,19,15,1,13,2,2,1,2,1,,92,1,12,10,4,4,2,,,,,,,,0,1,92,1,1,12,12,2,2,,,,,,,0,2,,,1,2
201,19,15,1,13,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
201,19,15,1,14,1,1,1,2,1,,71,41,9,18,8,6,3,,10445,0,0,0,0,369,369,1,92,1,7,17,5,24,2,,,,,,,0,1,2,,1,1
201,19,15,1,14,2,2,1,1,1,,91,11,12,26,3,7,2,,,,,,,,0,1,92,1,9,22,2,23,2,,,,,,,0,1,2,,1,2
201,19,15,1,14,3,2,1,2,1,,92,2,3,20,2,3,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
201,19,15,1,14,4,2,1,2,1,,92,1,2,17,3,1,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
201,19,15,1,15,1,2,1,2,1,,92,1,12,10,5,30,2,,,,,,,,0,1,92,2,6,8,4,18,2,,,,,,,0,2,,,2,
201,19,15,1,15,2,2,1,2,1,,92,1,11,16,5,20,2,,,,,,,,0,1,92,1,12,10,3,19,2,,,,,,,0,1,2,,1,1
201,19,15,1,15,3,2,1,2,1,,92,1,10,16,6,3,2,,,,,,,,0,1,92,2,7,6,3,2,2,,,,,,,0,2,,,1,1
201,19,15,1,15,4,2,1,2,1,,92,1,12,16,3,1,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
201,19,19,7,13,1,2,1,2,1,,92,1,10,17,7,28,2,,,,,,,,0,1,92,1,9,15,5,10,2,,,,,,,0,1,2,,1,1
201,19,19,7,13,2,2,1,2,1,,92,1,9,18,6,26,2,,,,,,,,0,1,92,1,10,12,4,13,2,,,,,,,0,1,2,,1,1
201,19,19,7,13,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
201,19,19,7,13,4,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
201,19,19,7,14,1,2,2,2,2,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
201,19,19,7,14,2,2,1,2,1,,92,1,6,19,3,12,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
201,19,19,7,14,3,2,1,2,1,,92,1,7,20,7,4,2,,,,,,,,0,1,92,3,12,18,2,5,2,,,,,,,0,1,2,,1,2
201,19,19,7,14,4,2,1,2,1,,92,1,7,22,6,5,2,,,,,,,,0,1,92,1,12,23,3,6,2,,,,,,,0,1,2,,1,2
201,19,19,7,15,1,1,1,2,1,,92,1,9,20,7,22,2,,,,,,,,0,1,15,84,10,10,3,5,4,3499,0,0,0,0,0,0,2,,,1,2
201,19,19,7,15,2,2,1,2,1,,92,1,9,24,8,23,2,,,,,,,,0,1,92,1,12,25,2,7,2,,,,,,,0,2,,,1,3
201,19,19,7,15,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
201,19,19,7,15,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
201,19,35,3,13,1,1,1,2,1,,92,1,10,13,7,10,2,,,,,,,,0,1,91,1,4,21,7,3,3,4054,0,0,0,0,140,140,1,2,,1,1
201,19,35,3,13,2,2,1,2,1,,92,1,9,22,7,11,2,,,,,,,,0,1,92,1,7,18,2,11,2,,,,,,,0,1,2,,1,1
201,19,35,3,13,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
201,19,35,3,14,1,1,1,2,1,,72,25,8,26,8,5,3,,11496,0,0,0,0,0,0,1,92,1,3,9,4,7,2,,,,,,,0,1,2,,1,5
201,19,35,3,14,2,2,1,2,1,,92,1,12,17,5,6,2,,,,,,,,0,1,92,1,12,30,2,2,2,,,,,,,0,1,2,,1,2
201,19,35,3,15,1,2,1,2,1,,92,1,11,23,6,10,2,,,,,,,,0,1,92,1,6,10,2,7,2,,,,,,,0,1,2,,1,1
201,19,35,3,15,2,2,1,2,1,,92,1,11,25,6,9,2,,,,,,,,0,1,92,1,8,18,3,10,2,,,,,,,0,1,2,,1,1
201,19,41,10,13,1,1,1,2,1,,0,84,12,20,7,25,4,1,29844,461,0,0,4559,2118,7138,1,92,1,4,12,3,19,2,,,,,,,0,1,2,,1,1
201,19,41,10,13,2,1,1,2,1,,32,86,12,22,7,18,4,1,21621,92,0,470,0,0,562,1,92,1,4,15,4,15,2,,,,,,,0,1,2,,1,1
201,19,41,10,14,1,1,1,1,1,,19,10,8,25,7,20,4,1,4675,0,0,0,0,0,0,1,91,56,11,25,4,8,2,,,,,,,0,1,2,,1,2
201,19,41,10,14,2,1,1,1,1,,19,10,8,24,7,23,4,1,4675,0,0,0,0,0,0,1,91,56,12,25,5,8,2,,,,,,,0,1,2,,1,2
201,19,41,10,14,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
201,19,41,10,14,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
201,19,41,10,15,1,1,1,2,1,,19,11,8,25,8,13,4,1,6323,1531,0,0,0,0,1531,1,92,1,6,20,7,6,2,,,,,,,0,1,2,,1,2
201,19,41,10,15,2,2,1,2,1,,92,1,8,10,9,6,2,,,,,,,,0,1,92,1,12,19,2,8,2,,,,,,,0,1,2,,1,3
201,19,53,4,13,1,1,1,2,1,,92,1,12,18,6,20,2,,,,,,,,0,1,93,8,5,15,8,4,3,4445,0,0,0,0,0,0,2,,,2,
201,19,53,4,13,2,2,1,2,1,,92,1,12,25,7,18,2,,,,,,,,0,1,92,1,12,4,3,10,2,,,,,,,0,1,2,,1,2
201,19,53,4,13,3,1,1,2,1,,92,1,12,14,5,4,2,,,,,,,,0,1,93,8,2,7,7,1,3,830,0,0,0,0,0,0,2,,,1,1
201,19,53,4,13,4,2,1,2,1,,92,1,12,12,5,2,2,,,,,,,,0,1,92,2,10,8,4,1,2,,,,,,,0,2,,,1,2
201,19,53,4,13,5,2,1,2,1,,92,1,12,28,3,35,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
201,19,53,4,14,1,2,1,2,1,,92,1,12,10,3,4,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
201,19,53,4,14,2,2,2,1,1,,91,47,12,24,4,1,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
201,19,53,4,14,3,2,1,2,1,,92,1,12,7,3,2,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
201,19,53,4,14,4,2,1,2,1,,92,1,12,3,2,1,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
201,19,53,4,15,1,1,1,2,1,,71,41,10,22,7,4,3,,12159,0,0,0,0,0,0,1,92,1,2,7,4,8,2,,,,,,,0,1,2,,2,
201,19,53,4,15,2,2,1,2,1,,92,1,12,18,6,7,2,,,,,,,,0,1,92,1,12,28,2,7,2,,,,,,,0,1,2,,1,2
201,19,53,4,15,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
201,19,61,10,13,1,2,1,2,1,,92,1,11,21,6,26,2,,,,,,,,0,1,92,1,12,18,2,10,2,,,,,,,0,1,2,,1,1
201,19,61,10,13,2,2,1,2,1,,92,1,10,23,7,28,2,,,,,,,,0,1,92,1,12,21,3,12,2,,,,,,,0,1,2,,1,2
201,19,61,10,13,3,2,1,2,1,,92,1,10,20,3,8,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
201,19,61,10,13,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
201,19,61,10,14,1,2,1,2,1,,92,1,12,20,6,35,2,,,,,,,,0,1,92,1,12,16,2,17,2,,,,,,,0,1,2,,1,2
201,19,61,10,14,2,2,1,2,1,,92,1,12,22,6,36,2,,,,,,,,0,1,92,1,12,18,2,17,2,,,,,,,0,1,2,,1,2
201,19,61,10,14,3,2,1,2,1,,92,1,11,18,5,7,2,,,,,,,,0,1,92,2,4,4,3,3,2,,,,,,,0,2,,,1,1
201,19,61,10,14,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
201,19,61,10,15,1,2,1,2,1,,92,1,12,21,6,22,2,,,,,,,,0,1,92,1,12,18,2,16,2,,,,,,,0,1,2,,1,1
201,19,61,10,15,2,2,1,2,1,,92,1,12,23,7,23,2,,,,,,,,0,1,92,1,12,20,2,16,2,,,,,,,0,1,2,,1,2
201,19,61,10,15,3,2,1,2,1,,92,1,10,18,5,2,2,,,,,,,,0,1,92,1,12,22,3,3,2,,,,,,,0,1,2,,1,1
201,19,61,10,15,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
203,1,1,19,13,1,2,2,1,1,,91,46,12,20,8,8,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
203,1,1,19,13,2,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
203,1,1,19,14,1,1,2,2,1,,34,71,12,26,8,8,4,1,21081,691,0,0,0,12960,13651,2,,,,,,,,,,,,,,0,,,,1,3
203,1,1,19,14,2,1,2,2,1,,33,85,12,22,7,4,4,1,25329,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,3
203,1,1,19,15,1,1,2,2,1,,83,84,12,26,8,11,4,1,15552,173,0,0,6221,259,6653,2,,,,,,,,,,,,,,0,,,,1,1
203,1,1,19,15,2,2,2,1,1,,91,47,12,26,9,5,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
203,1,1,19,15,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
203,1,1,19,15,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
203,1,1,19,15,5,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
203,1,3,2,13,1,1,2,2,1,,24,84,12,24,8,2,4,1,26594,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,1
203,1,3,2,13,2,1,2,2,1,,0,84,12,26,8,1,4,1,38050,0,0,0,0,259,259,2,,,,,,,,,,,,,,0,,,,2,
203,1,3,2,13,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
203,1,3,2,13,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
203,1,3,2,15,1,1,2,2,1,,22,86,12,22,8,3,4,1,26956,259,0,0,303,0,562,2,,,,,,,,,,,,,,0,,,,1,2
203,1,3,2,15,2,1,2,2,1,,23,85,12,22,8,12,4,1,26438,173,0,0,0,0,173,2,,,,,,,,,,,,,,0,,,,1,3
203,1,3,2,15,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
203,1,3,2,15,5,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
203,1,3,2,19,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
203,1,3,2,19,2,2,2,1,1,,91,56,12,25,6,28,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
203,1,3,2,19,3,2,1,1,1,,83,49,11,20,8,7,2,,,,,,,,0,1,92,3,5,5,2,10,2,,,,,,,0,2,,,2,
203,1,3,2,19,4,1,2,2,1,,93,16,12,28,8,8,4,2,7776,130,0,0,0,86,216,2,,,,,,,,,,,,,,0,,,,1,1
203,1,3,2,19,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
203,1,5,15,13,1,2,2,1,1,,91,47,12,25,10,20,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
203,1,5,15,13,2,2,2,1,1,,91,47,12,20,10,20,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
203,1,5,15,13,3,2,2,2,2,6,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
203,1,5,15,13,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
203,1,5,15,15,1,2,1,1,1,,92,1,11,30,4,2,2,,,,,,,,0,1,91,46,12,15,10,1,2,,,,,,,0,1,2,,1,1
203,1,5,15,15,2,1,1,2,1,,0,84,12,26,8,14,4,1,36702,0,0,0,0,0,0,1,93,11,11,30,3,2,2,,,,,,,0,2,,,1,1
203,1,5,15,19,1,2,1,2,1,,92,1,12,30,1,2,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
203,1,5,15,19,2,1,2,2,1,,0,84,12,24,8,21,4,1,46561,432,0,0,7776,432,8640,2,,,,,,,,,,,,,,0,,,,1,1
203,1,5,15,19,3,1,2,2,1,,81,16,12,29,8,1,4,2,19497,216,0,0,0,0,216,2,,,,,,,,,,,,,,0,,,,1,1
203,1,5,15,19,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
203,1,7,4,13,1,1,2,2,1,,19,55,12,26,8,13,5,,15552,259,0,0,0,4320,4579,2,,,,,,,,,,,,,,0,,,,1,3
203,1,7,4,14,1,1,2,2,1,,24,84,6,22,8,1,4,1,27545,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,1
203,1,7,4,14,2,1,2,2,1,,34,85,12,22,8,15,4,1,25526,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,3
203,1,7,4,14,3,1,2,2,1,,81,41,12,24,10,2,6,,16588,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,2,
203,1,7,4,14,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
203,1,7,4,15,1,2,2,1,1,,74,14,12,15,8,28,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
203,1,7,4,15,2,2,2,1,1,,91,47,12,30,8,4,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
203,1,7,4,15,3,1,2,1,1,,91,47,12,8,8,2,2,,,,,,,,0,1,91,61,12,15,6,2,4,12441,0,0,0,0,0,0,2,,,1,1
203,1,7,4,15,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
203,1,13,6,13,1,1,2,1,1,,34,42,6,25,8,5,6,,13523,113,0,0,0,0,113,1,91,56,10,20,5,5,2,,,,,,,0,2,,,1,3
203,1,13,6,13,2,2,2,1,1,,51,55,12,20,3,1,2,,,,,,,,0,1,91,56,12,16,3,5,2,,,,,,,0,2,,,1,2
203,1,13,6,13,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
203,1,13,6,13,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
203,1,13,6,14,1,1,2,2,1,,93,41,9,25,10,3,3,,12115,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,2,
203,1,13,6,14,2,2,1,2,1,,92,1,11,28,10,30,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
203,1,13,6,14,3,1,2,2,1,,93,41,5,25,10,1,3,,6762,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,2,
203,1,13,6,14,4,2,1,2,1,,92,1,6,20,8,2,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
203,1,13,6,14,5,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
203,1,13,6,15,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
203,1,13,6,15,2,1,2,2,1,,93,41,2,18,10,1,3,,2029,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,2,
203,3,17,2,13,1,2,1,1,1,,92,1,10,26,5,32,2,,,,,,,,0,1,93,11,12,5,5,12,2,,,,,,,0,2,,,1,2
203,3,17,2,13,2,2,1,2,1,,92,1,12,28,7,27,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
203,3,17,2,13,3,1,1,2,1,,92,1,2,28,7,1,2,,,,,,,,0,1,93,42,2,20,8,1,6,3155,0,0,0,0,0,0,2,,,1,1
203,3,17,2,14,1,1,1,2,1,,92,1,11,20,7,30,2,,,,,,,,0,1,92,1,3,5,8,5,3,676,0,0,0,0,0,0,1,1,563,1,1
203,3,17,2,14,2,1,1,2,1,,92,1,12,20,7,30,2,,,,,,,,0,1,92,1,3,5,8,5,3,676,0,0,0,0,0,0,2,,,1,2
203,3,17,2,14,3,1,1,2,1,,92,1,12,20,7,2,2,,,,,,,,0,1,92,1,3,5,8,2,3,676,0,0,0,0,0,0,2,,,1,2
203,3,17,2,14,4,1,1,2,1,,92,1,12,20,7,1,2,,,,,,,,0,1,92,1,3,5,8,1,3,676,0,0,0,0,0,0,2,,,1,2
203,3,17,2,14,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
203,3,17,2,15,1,2,1,2,1,,92,1,11,24,6,50,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
203,3,37,12,13,1,1,1,2,1,,92,1,9,24,7,32,2,,,,,,,,0,1,92,16,3,10,9,17,3,1127,0,0,0,0,0,0,2,,,1,1
203,3,37,12,13,2,2,1,1,1,,92,1,12,22,7,35,2,,,,,,,,0,1,93,11,12,2,4,10,2,,,,,,,0,2,,,1,1
203,3,37,12,13,3,1,1,2,1,,92,1,9,24,7,3,2,,,,,,,,0,1,93,42,2,14,9,1,6,1218,0,0,0,0,609,609,2,,,1,1
203,3,37,12,13,4,2,1,2,1,,92,1,3,22,7,2,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
203,3,37,12,13,5,2,2,2,2,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
203,3,37,12,13,6,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
203,3,37,12,14,1,1,1,1,1,,92,1,8,20,7,19,2,,,,,,,,0,1,91,46,4,10,10,2,2,,,,,,,0,1,1,1036,1,1
203,3,37,12,14,2,2,1,1,1,,92,1,12,20,7,19,2,,,,,,,,0,1,91,11,12,3,2,8,2,,,,,,,0,2,,,1,3
203,3,37,12,14,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
203,3,37,12,15,1,2,1,2,1,,92,1,12,25,7,18,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
203,3,37,12,15,2,2,1,2,1,,92,1,12,26,7,16,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
203,3,37,12,15,3,2,1,2,1,,92,1,12,20,4,1,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
203,3,37,12,15,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
203,3,37,12,15,6,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
203,4,7,4,13,1,1,1,2,1,,92,1,9,20,7,14,2,,,,,,,,0,1,93,97,3,25,7,6,3,5635,0,0,0,0,0,0,2,,,1,2
203,4,7,4,13,2,2,1,2,1,,92,1,12,20,7,15,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
203,4,7,4,14,1,2,1,2,1,,92,1,12,20,6,33,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
203,4,7,4,14,2,2,1,2,1,,92,1,12,20,6,36,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
203,4,7,4,14,3,2,1,2,1,,92,1,12,20,6,12,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
203,4,7,4,14,4,2,1,2,1,,92,1,3,20,6,8,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
203,4,7,4,14,5,2,1,2,1,,92,1,12,20,3,6,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
203,4,7,4,14,6,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
203,4,7,4,14,7,1,1,2,1,,92,1,12,18,7,14,2,,,,,,,,0,1,51,86,3,4,8,1,4,1218,0,0,0,0,0,0,2,,,2,
203,4,7,4,15,1,1,2,2,1,,11,84,12,20,8,3,4,1,17625,0,0,0,1908,0,1908,2,,,,,,,,,,,,,,0,,,,1,2
203,4,7,4,15,2,1,2,2,1,,33,85,12,20,8,29,4,1,40911,0,0,0,974,0,974,2,,,,,,,,,,,,,,0,,,,1,2
203,4,7,4,15,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
203,4,7,4,15,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
203,4,9,3,13,1,2,1,2,1,,92,1,12,16,6,23,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
203,4,9,3,13,2,2,1,2,1,,92,1,12,18,6,24,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
203,4,9,3,13,3,2,1,2,1,,92,1,12,20,7,6,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
203,4,9,3,13,4,2,1,2,1,,92,1,12,16,4,6,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
203,4,9,3,13,6,2,1,2,1,,92,1,12,20,7,6,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
203,4,9,3,13,7,2,1,2,1,,92,1,12,20,7,7,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
203,4,9,3,13,8,2,1,2,1,,92,1,12,24,4,10,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
203,4,9,3,15,1,2,1,2,1,,92,1,10,18,6,8,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
203,4,9,3,15,2,2,1,2,1,,92,1,9,17,7,30,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
203,4,9,3,15,3,2,1,2,1,,92,1,9,18,6,4,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
203,4,9,3,15,4,2,1,2,1,,92,1,9,16,6,1,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
203,4,9,3,19,1,2,1,2,1,,92,1,10,19,6,26,2,,,,,,,,0,1,79,16,6,10,3,22,2,,,,,,,0,2,,,2,
203,4,9,3,19,2,2,1,2,1,,92,1,12,24,4,4,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,4
203,4,9,3,19,3,2,1,2,1,,92,1,10,18,6,5,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
203,4,9,3,19,4,2,1,2,1,,92,1,10,18,7,7,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
203,4,9,3,19,5,2,1,2,1,,92,1,10,17,6,3,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
203,4,11,2,13,1,2,2,2,2,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
203,4,11,2,13,2,2,1,2,1,,92,1,10,22,7,28,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
203,4,11,2,13,3,2,1,2,1,,92,1,10,17,4,4,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
203,4,11,2,13,4,2,1,2,1,,92,1,12,18,5,2,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
203,4,11,2,13,5,2,1,2,1,,92,1,12,16,5,1,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
203,4,11,2,14,1,2,1,2,1,,92,1,11,21,6,30,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
203,4,11,2,14,2,2,1,2,1,,92,1,11,22,6,33,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
203,4,11,2,14,3,2,1,2,1,,92,1,11,20,6,10,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
203,4,11,2,14,4,2,1,2,1,,92,1,12,20,6,13,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
203,4,11,2,14,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
203,4,11,2,19,1,2,1,2,1,,92,1,11,20,6,10,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
203,4,11,2,19,2,2,1,2,1,,92,1,11,20,7,14,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
203,4,11,2,19,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
203,5,17,6,13,1,1,1,2,1,,92,1,12,12,7,15,2,,,,,,,,0,1,91,46,3,15,12,1,3,4905,0,0,0,0,0,0,2,,,1,2
203,5,17,6,13,2,1,1,2,1,,92,1,12,12,7,12,2,,,,,,,,0,1,93,23,4,24,8,2,5,5014,0,0,0,0,0,0,2,,,1,2
203,5,17,6,13,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
