tinh,huyen,xa,diaban,hoso,matv,m4ac1a,m4ac1b,m4ac1c,m4ac2,m4ac3,m4ac4,m4ac5,m4ac6,m4ac7,m4ac8,m4ac9,m4ac10a,m4ac10b,m4ac11,m4ac12a,m4ac12b,m4ac12c,m4ac12d,m4ac12e,m4ac12f,m4ac13,m4ac14,m4ac15,m4ac16,m4ac17,m4ac18,m4ac19,m4ac20,m4ac21,m4ac22a,m4ac22b,m4ac22c,m4ac22d,m4ac22e,m4ac22f,m4ac23,m4ac24,m4ac25,m4ac26,m4ac27
821,5,23,1,13,2,2,2,1,1,,91,47,12,28,8,12,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
821,5,23,1,13,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
821,5,23,1,13,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
821,5,23,1,14,1,1,2,2,1,,92,1,2,25,10,14,3,,12352,0,0,0,0,353,353,1,92,1,2,21,6,3,3,1176,0,0,0,0,353,353,2,,,2,
821,5,23,1,14,2,1,2,2,1,,92,1,5,25,8,3,3,,9411,0,0,0,0,165,165,2,,,,,,,,,,,,,,0,,,,1,3
821,5,23,1,14,3,1,2,2,1,,92,1,5,25,10,1,3,,12352,0,0,0,0,271,271,1,92,1,2,21,6,3,3,1176,0,0,0,0,353,353,2,,,2,
821,5,23,1,14,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,5,23,1,14,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,5,23,1,15,1,1,1,2,1,,92,3,8,30,6,10,2,,,,,,,,0,1,93,96,4,20,8,3,3,3764,0,0,0,0,0,0,2,,,1,1
821,5,23,1,15,2,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
821,5,23,1,15,3,1,2,2,1,,93,96,11,25,8,2,3,,12940,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,2,
821,5,23,1,15,4,1,2,2,1,,93,15,12,30,10,2,7,,11293,353,0,0,0,0,353,2,,,,,,,,,,,,,,0,,,,2,
821,5,23,1,15,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,5,25,7,13,1,2,1,1,1,,92,3,12,15,8,7,2,,,,,,,,0,1,93,10,12,10,8,2,2,,,,,,,0,2,,,1,1
821,5,25,7,13,2,2,2,1,1,,93,10,12,25,8,2,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
821,5,25,7,13,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,5,25,7,13,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,5,25,7,14,1,2,2,1,1,,79,45,12,30,10,7,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
821,5,25,7,14,2,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
821,5,25,7,14,3,1,2,2,1,,23,85,12,20,8,1,4,1,25410,235,0,0,0,0,235,2,,,,,,,,,,,,,,0,,,,2,
821,5,25,7,14,4,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
821,5,25,7,14,5,2,2,1,1,,79,45,12,30,10,4,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
821,5,25,7,14,6,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
821,5,25,7,15,1,2,2,1,1,,91,47,12,30,10,13,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
821,5,25,7,15,2,2,2,1,1,,91,47,12,30,8,13,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
821,5,25,7,15,3,1,2,2,1,,42,47,5,22,8,1,4,2,41203,229,0,0,0,801,1030,2,,,,,,,,,,,,,,0,,,,2,
821,5,25,7,15,4,2,1,2,1,,92,3,12,30,10,13,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
821,5,25,7,15,5,2,2,1,1,,91,47,12,30,6,7,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
821,5,25,7,15,8,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,5,25,7,15,9,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,7,1,10,13,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
821,7,1,10,13,2,2,2,2,2,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
821,7,1,10,13,3,1,2,2,1,,93,41,12,26,9,8,3,,19313,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,2,
821,7,1,10,13,4,1,2,2,1,,93,10,6,20,8,2,6,,6438,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,1
821,7,1,10,13,5,1,2,2,1,,93,10,3,15,5,1,6,,3218,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,4
821,7,1,10,13,6,1,2,2,1,,93,41,12,26,9,10,3,,19313,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,2,
821,7,1,10,13,7,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
821,7,1,10,14,1,2,2,2,2,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
821,7,1,10,14,2,2,2,1,1,,83,49,12,29,10,27,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
821,7,1,10,14,3,2,2,1,1,,93,49,12,29,10,1,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
821,7,1,10,14,4,1,2,2,1,,93,49,12,29,11,8,3,,28234,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,2,
821,7,1,10,14,5,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,5
821,7,1,10,14,6,2,2,2,2,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4
821,7,1,10,14,7,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,7,1,10,19,1,2,1,2,1,,92,1,8,26,8,35,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
821,7,1,10,19,2,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,5
821,7,1,10,19,3,1,2,2,1,,93,10,11,29,8,10,6,,10235,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,2,
821,7,1,10,19,4,1,2,2,1,,93,10,12,28,8,2,6,,11053,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,2,
821,7,3,12,15,1,2,2,1,1,,91,56,12,30,4,20,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
821,7,3,12,15,2,2,2,1,1,,91,56,12,30,5,20,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
821,7,3,12,15,3,2,2,1,1,,91,96,12,30,8,20,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
821,7,3,12,15,4,2,2,1,1,,91,56,12,30,4,5,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
821,7,3,12,15,5,2,2,1,1,,91,96,12,30,8,12,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
821,7,3,12,15,6,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4
821,7,3,12,19,1,2,2,1,1,,91,56,12,30,6,12,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
821,7,3,12,19,2,2,2,1,1,,91,56,12,30,6,12,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
821,7,3,12,20,1,2,2,2,2,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,7,3,12,20,2,2,2,1,1,,91,47,12,30,4,5,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,4
821,7,3,12,20,3,1,2,2,1,,93,41,12,30,8,2,3,,12705,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,2,
821,7,3,12,20,4,1,2,2,1,,93,96,12,30,8,1,3,,11293,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,2,
821,7,3,12,20,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
821,7,8,14,13,1,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,5
821,7,8,14,13,2,2,1,1,1,,92,1,8,30,8,18,2,,,,,,,,0,1,83,49,4,30,8,5,2,,,,,,,0,2,,,2,
821,7,8,14,13,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
821,7,8,14,13,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
821,7,8,14,14,1,2,2,1,1,,91,47,11,26,6,15,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
821,7,8,14,14,2,2,2,1,1,,91,47,11,26,6,15,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
821,7,8,14,14,3,1,2,2,1,,92,1,8,20,9,3,3,,6994,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,2,
821,7,8,14,14,4,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
821,7,8,14,14,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,7,8,14,14,6,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,7,8,14,14,7,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,7,8,14,15,1,2,1,2,1,,92,1,8,28,7,36,2,,,,,,,,0,1,92,3,4,12,2,20,2,,,,,,,0,2,,,1,2
821,7,8,14,15,2,2,1,2,1,,92,1,10,28,6,32,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
821,7,8,14,15,3,2,1,2,1,,92,1,10,28,8,12,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
821,7,8,14,15,4,2,1,2,1,,92,1,10,28,8,6,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
821,7,8,14,15,5,2,1,2,1,,92,1,10,28,5,2,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
821,7,9,1,13,1,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
821,7,9,1,13,2,1,1,2,1,,92,3,6,25,10,3,2,,,,,,,,0,1,91,47,5,15,10,3,3,7058,0,0,0,0,0,0,2,,,2,
821,7,9,1,14,1,2,1,2,1,,92,3,11,28,10,10,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
821,7,9,1,14,2,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
821,7,9,1,14,3,2,1,2,1,,92,3,11,28,10,4,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
821,7,9,1,14,4,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
821,7,9,1,15,1,2,1,2,1,,92,3,10,28,7,7,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
821,7,9,1,15,2,2,1,2,1,,92,3,10,25,8,5,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
821,7,9,1,15,3,2,1,2,1,,92,3,11,28,10,5,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
821,7,9,1,15,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,7,11,27,13,1,2,1,2,1,,92,3,12,25,8,4,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
821,7,11,27,13,2,2,2,1,1,,91,47,12,29,10,15,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
821,7,11,27,13,3,2,2,1,1,,91,47,12,29,8,5,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
821,7,11,27,13,4,2,2,1,1,,91,47,12,25,7,3,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
821,7,11,27,13,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,7,11,27,14,1,2,2,1,1,,72,25,10,25,8,1,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
821,7,11,27,14,2,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4
821,7,11,27,19,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,7,11,27,19,2,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
821,7,11,27,19,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
821,7,13,2,13,1,1,1,2,1,,93,36,8,26,8,10,3,,15293,0,0,0,0,0,0,1,92,3,4,20,7,10,2,,,,,,,0,2,,,1,2
821,7,13,2,13,2,1,1,2,1,,93,36,8,26,8,10,3,,15293,0,0,0,0,0,0,1,92,3,4,20,5,10,2,,,,,,,0,2,,,1,3
821,7,13,2,13,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,7,13,2,14,1,2,1,2,1,,92,3,12,20,6,8,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
821,7,13,2,14,2,2,1,2,1,,92,3,12,24,6,8,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,4
821,7,13,2,14,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,7,13,2,14,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,7,13,2,14,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
821,7,13,2,15,1,2,1,2,1,,92,3,10,30,8,15,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
821,7,13,2,15,2,2,1,2,1,,92,3,10,23,5,15,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
821,7,13,2,15,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
821,9,5,39,13,1,2,1,2,1,,92,1,12,30,6,6,2,,,,,,,,0,1,92,1,12,30,4,2,2,,,,,,,0,2,,,2,
821,9,5,39,13,2,2,1,2,1,,92,1,12,30,6,6,2,,,,,,,,0,1,92,1,12,30,4,2,2,,,,,,,0,2,,,1,4
821,9,5,39,13,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,9,5,39,13,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,9,5,39,14,1,1,2,2,1,,92,1,6,15,8,10,3,,5099,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,2,
821,9,5,39,14,2,1,2,2,1,,93,41,5,30,8,2,3,,4371,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,2
821,9,5,39,14,3,1,2,2,1,,92,41,5,30,8,2,3,,4371,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,2
821,9,5,39,14,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
821,9,5,39,15,1,1,2,2,1,,92,3,11,30,8,3,3,,8232,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,2,
821,9,5,39,15,2,1,2,2,1,,92,3,11,30,8,3,3,,7081,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,2
821,9,5,39,15,3,2,2,2,2,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,9,5,39,15,4,2,2,2,2,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,9,7,29,13,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
821,9,7,29,13,2,2,1,2,1,,92,3,12,5,3,9,2,,,,,,,,0,1,92,1,6,25,3,3,2,,,,,,,0,2,,,1,4
821,9,7,29,14,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
821,9,7,29,14,2,1,1,2,1,,93,97,9,26,6,5,3,,6557,0,0,0,0,3351,3351,1,92,3,3,5,2,9,2,,,,,,,0,1,2,,1,3
821,9,7,29,14,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
821,9,7,29,14,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
821,9,7,29,15,1,2,1,2,1,,92,3,12,21,4,9,2,,,,,,,,0,1,92,1,12,20,1,4,2,,,,,,,0,2,,,1,1
821,9,7,29,15,2,2,1,2,1,,92,3,12,10,3,9,2,,,,,,,,0,1,92,1,12,20,1,4,2,,,,,,,0,2,,,1,2
821,9,7,29,15,3,1,2,2,1,,34,84,12,24,8,2,4,1,21175,588,0,0,588,0,1176,2,,,,,,,,,,,,,,0,,,,2,
821,9,7,29,15,4,2,1,2,1,,92,1,12,10,3,4,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
821,9,9,23,15,1,1,1,2,1,,92,3,12,10,5,10,2,,,,,,,,0,1,92,3,12,10,4,15,3,8470,0,0,0,0,0,0,2,,,2,
821,9,9,23,15,2,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
821,9,9,23,15,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,9,9,23,15,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,9,9,23,24,1,1,2,2,1,,93,41,4,25,8,8,3,,3293,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,2,
821,9,9,23,24,2,2,1,1,1,,93,11,12,10,3,10,2,,,,,,,,0,1,92,1,9,30,4,10,2,,,,,,,0,2,,,1,2
821,9,9,23,24,3,1,2,2,1,,93,41,4,25,8,2,3,,3293,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,2,
821,9,9,23,24,4,2,1,1,1,,93,11,12,10,3,3,2,,,,,,,,0,1,92,1,9,30,4,3,2,,,,,,,0,2,,,1,3
821,9,9,23,25,1,2,1,1,1,,92,3,12,6,3,9,2,,,,,,,,0,1,91,47,6,15,6,5,2,,,,,,,0,2,,,1,1
821,9,9,23,25,2,2,1,2,1,,92,3,12,3,3,9,2,,,,,,,,0,1,92,1,8,18,3,3,2,,,,,,,0,2,,,1,3
821,9,9,23,25,3,1,1,2,1,,71,41,5,25,8,2,3,,4706,0,0,0,0,1176,1176,1,92,3,6,3,2,3,2,,,,,,,0,2,,,1,1
821,9,9,23,25,4,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
821,9,11,17,13,1,2,1,2,1,,92,3,12,30,3,11,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
821,9,11,17,13,2,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
821,9,11,17,13,3,2,1,1,1,,92,3,8,30,4,4,2,,,,,,,,0,1,92,36,4,20,8,4,2,,,,,,,0,1,2,,1,1
821,9,11,17,13,4,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
821,9,11,17,15,1,2,1,2,1,,92,3,12,20,3,11,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
821,9,11,17,15,2,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4
821,9,11,17,15,3,2,1,2,1,,92,3,12,30,4,11,2,,,,,,,,0,1,92,1,6,15,4,5,2,,,,,,,0,2,,,2,
821,9,11,17,19,1,1,1,2,1,,92,3,11,21,6,6,2,,,,,,,,0,1,93,36,1,28,8,2,3,941,0,0,0,0,235,235,2,,,1,2
821,9,11,17,19,2,1,1,1,1,,91,96,12,5,7,5,3,,1412,0,0,0,0,0,0,1,51,96,12,4,4,3,2,,,,,,,0,1,2,,1,4
821,9,11,17,19,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,9,11,17,19,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,9,13,2,13,1,2,1,2,1,,92,3,12,10,5,15,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
821,9,13,2,13,2,2,1,2,1,,92,3,12,10,5,5,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
821,9,13,2,13,3,2,1,2,1,,92,3,12,10,3,3,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,4
821,9,13,2,13,4,2,1,2,1,,92,3,12,10,4,3,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
821,9,13,2,13,5,2,1,2,1,,92,3,12,10,4,2,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
821,9,13,2,14,1,2,1,2,1,,92,3,12,15,5,12,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
821,9,13,2,14,2,2,1,2,1,,92,3,12,10,3,12,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
821,9,13,2,14,3,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
821,9,13,2,15,1,2,1,1,1,,93,8,6,30,8,25,2,,,,,,,,0,1,92,3,6,15,4,2,2,,,,,,,0,2,,,2,
821,9,13,2,15,2,2,1,2,1,,92,1,12,30,4,5,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,4
821,9,13,2,15,3,2,1,1,1,,93,8,6,30,8,2,2,,,,,,,,0,1,92,3,6,10,4,2,2,,,,,,,0,2,,,2,
821,9,13,2,15,4,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
821,9,13,2,15,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
823,1,1,8,13,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
823,1,1,8,13,2,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4
823,1,1,8,13,3,1,2,2,1,,21,43,12,22,8,2,4,1,53571,8928,0,0,0,558,9486,2,,,,,,,,,,,,,,0,,,,1,1
823,1,1,8,13,4,2,2,1,1,,91,47,12,30,10,4,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
823,1,1,8,13,5,1,2,2,1,,21,64,12,22,8,7,4,1,40177,13393,0,0,0,6584,19977,2,,,,,,,,,,,,,,0,,,,1,1
823,1,1,8,13,6,1,2,2,1,,81,64,12,22,8,6,4,1,37945,11161,0,0,0,6584,17745,2,,,,,,,,,,,,,,0,,,,1,1
823,1,1,8,13,8,2,2,1,1,,91,47,12,30,10,2,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
823,1,1,8,14,1,2,2,1,1,,93,49,12,28,10,10,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
823,1,1,8,14,2,1,2,2,1,,93,56,12,30,10,3,6,,22644,503,0,0,0,251,754,2,,,,,,,,,,,,,,0,,,,2,
823,1,1,8,14,3,1,2,2,1,,51,56,12,30,10,3,6,,18114,251,0,0,0,201,452,2,,,,,,,,,,,,,,0,,,,2,
823,1,1,8,14,4,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4
823,1,1,8,14,5,1,2,2,1,,93,96,5,15,6,1,3,,4717,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,2,
823,1,1,8,14,6,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
823,1,1,8,15,1,2,2,1,1,,83,50,12,20,10,12,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
823,1,1,8,15,2,2,2,1,1,,74,14,12,30,6,10,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
823,1,1,8,15,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
823,1,5,2,13,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
823,1,5,2,13,2,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
823,1,5,2,14,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4
823,1,5,2,14,2,1,2,2,1,,33,85,12,22,8,31,4,1,34821,223,0,0,0,0,223,2,,,,,,,,,,,,,,0,,,,2,
823,1,5,2,14,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
823,1,5,2,15,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
823,1,5,2,15,2,2,2,1,1,,91,47,12,30,9,10,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
823,1,5,2,15,3,1,2,2,1,,72,25,12,18,9,2,3,,19624,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,1
823,1,5,2,15,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
823,1,9,25,13,1,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
823,1,9,25,13,2,1,2,2,1,,41,46,12,22,8,4,4,1,19164,2344,0,0,0,5277,7621,2,,,,,,,,,,,,,,0,,,,1,1
823,1,9,25,13,3,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
823,1,9,25,19,1,2,2,1,1,,93,41,10,29,8,12,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
823,1,9,25,19,2,1,2,2,1,,91,97,4,30,10,6,3,,9494,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,1
823,1,9,25,19,3,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,6
823,1,9,25,19,4,1,2,2,1,,15,84,12,20,6,2,4,2,5934,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,1
823,1,9,25,20,1,2,2,1,1,,91,56,12,30,10,5,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
823,1,9,25,20,2,2,2,1,1,,91,56,12,30,8,5,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
823,1,9,25,20,3,1,2,2,1,,93,14,12,28,8,5,3,,12053,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,2,
823,1,11,9,13,1,2,2,1,1,,91,47,12,30,5,13,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,4
