tinh,huyen,xa,diaban,hoso,m4b31ma,m4b31c3,m4b31c4,m4b31c5
106,7,53.0,3,15,,,,
106,8,3.0,12,13,,,,
106,8,3.0,12,14,,,,
106,8,3.0,12,15,,,,
106,8,7.0,2,13,,,,
106,8,7.0,2,14,,,,
106,8,7.0,2,15,,,,
106,8,9.0,16,13,,,,
106,8,9.0,16,14,,,,
106,8,9.0,16,15,,,,
106,8,11.0,16,13,,,,
106,8,11.0,16,14,,,,
106,8,11.0,16,15,,,,
106,8,13.0,17,13,,,,
106,8,13.0,17,14,,,,
106,8,13.0,17,15,,,,
106,8,17.0,21,13,,,,
106,8,17.0,21,14,,,,
106,8,17.0,21,15,,,,
106,9,1.0,21,14,,,,
106,9,1.0,21,15,,,,
106,9,1.0,21,19,,,,
106,9,5.0,10,13,,,,
106,9,5.0,10,14,,,,
106,9,5.0,10,15,,,,
106,9,11.0,11,13,,,,
106,9,11.0,11,14,,,,
106,9,11.0,11,15,,,,
106,9,15.0,8,13,,,,
106,9,15.0,8,14,,,,
106,9,15.0,8,15,,,,
106,9,21.0,3,13,,,,
106,9,21.0,3,14,,,,
106,9,21.0,3,15,,,,
106,9,27.0,4,14,,,,
106,9,27.0,4,15,,,,
106,9,27.0,4,19,,,,
106,9,33.0,14,13,,,,
106,9,33.0,14,14,,,,
106,9,33.0,14,15,,,,
106,11,33.0,7,13,,,,
106,11,33.0,7,14,,,,
106,11,33.0,7,15,,,,
106,11,37.0,1,14,,,,
106,11,37.0,1,15,,,,
106,11,37.0,1,19,,,,
106,11,41.0,21,14,,,,
106,11,41.0,21,15,,,,
106,11,41.0,21,20,,,,
106,11,45.0,9,13,,,,
106,11,45.0,9,14,,,,
106,11,45.0,9,20,,,,
106,11,51.0,9,13,,,,
106,11,51.0,9,14,,,,
106,11,51.0,9,15,,,,
106,12,5.0,6,13,,,,
106,12,5.0,6,14,,,,
106,12,5.0,6,15,,,,
106,12,11.0,11,14,,,,
106,12,11.0,11,15,,,,
106,12,11.0,11,21,,,,
106,12,15.0,8,13,,,,
106,12,15.0,8,14,,,,
106,12,15.0,8,15,,,,
106,12,21.0,3,13,,,,
106,12,21.0,3,14,,,,
106,12,21.0,3,15,,,,
106,12,23.0,9,13,,,,
106,12,23.0,9,14,,,,
106,12,23.0,9,15,,,,
107,1,3.0,11,13,,,,
107,1,3.0,11,14,,,,
107,1,3.0,11,15,,,,
107,1,9.0,14,13,,,,
107,1,9.0,14,19,,,,
107,1,9.0,14,24,,,,
107,1,15.0,15,13,,,,
107,1,15.0,15,14,,,,
107,1,15.0,15,15,,,,
107,1,17.0,22,13,,,,
107,1,17.0,22,14,,,,
107,1,17.0,22,19,,,,
107,1,21.0,8,13,,,,
107,1,21.0,8,15,,,,
107,1,21.0,8,19,,,,
107,3,3.0,6,13,,,,
107,3,3.0,6,19,,,,
107,3,3.0,6,24,,,,
107,3,7.0,4,13,,,,
107,3,7.0,4,14,,,,
107,3,7.0,4,15,,,,
107,3,15.0,13,14,,,,
107,3,15.0,13,19,,,,
107,3,15.0,13,20,,,,
107,3,21.0,8,13,,,,
107,3,21.0,8,14,,,,
107,3,21.0,8,15,,,,
107,3,29.0,7,15,,,,
107,3,29.0,7,20,,,,
107,3,29.0,7,25,,,,
107,3,35.0,10,13,,,,
107,3,35.0,10,14,,,,
107,3,35.0,10,15,4.0,2.0,2092.0,4184.0
107,5,1.0,9,13,,,,
107,5,1.0,9,14,,,,
107,5,1.0,9,15,,,,
107,5,9.0,10,14,1.0,2.0,4755.0,9510.0
107,5,9.0,10,15,,,,
107,5,9.0,10,19,,,,
107,5,17.0,4,13,,,,
107,5,17.0,4,14,,,,
107,5,17.0,4,15,,,,
107,5,29.0,5,13,,,,
107,5,29.0,5,14,,,,
107,5,29.0,5,15,,,,
107,5,37.0,14,13,,,,
107,5,37.0,14,14,,,,
107,5,37.0,14,15,,,,
107,5,45.0,11,13,,,,
107,5,45.0,11,19,,,,
107,5,45.0,11,20,,,,
107,7,9.0,3,14,,,,
107,7,9.0,3,15,,,,
107,7,9.0,3,19,,,,
107,7,15.0,12,13,,,,
107,7,15.0,12,14,,,,
107,7,15.0,12,20,,,,
107,7,21.0,12,13,,,,
107,7,21.0,12,14,,,,
107,7,21.0,12,15,,,,
107,7,29.0,8,14,,,,
107,7,29.0,8,19,,,,
107,7,29.0,8,20,,,,
107,7,39.0,3,13,,,,
107,7,39.0,3,14,,,,
107,7,39.0,3,15,,,,
107,7,49.0,6,13,,,,
107,7,49.0,6,15,1.0,2.0,2663.0,5326.0
107,7,49.0,6,15,4.0,2.0,1902.0,3804.0
107,7,49.0,6,19,,,,
107,9,9.0,6,13,,,,
107,9,9.0,6,14,,,,
107,9,9.0,6,15,,,,
107,9,17.0,10,13,,,,
107,9,17.0,10,14,,,,
107,9,17.0,10,20,1.0,3.0,5707.0,17121.0
107,9,25.0,5,13,,,,
107,9,25.0,5,14,,,,
107,9,25.0,5,15,,,,
107,9,33.0,7,13,,,,
107,9,33.0,7,14,,,,
107,9,33.0,7,15,,,,
107,9,43.0,10,13,,,,
107,9,43.0,10,14,,,,
107,9,43.0,10,15,,,,
107,9,49.0,3,13,,,,
107,9,49.0,3,14,,,,
107,9,49.0,3,15,,,,
107,11,1.0,10,13,,,,
107,11,1.0,10,14,,,,
107,11,1.0,10,15,,,,
107,11,13.0,10,13,,,,
107,11,13.0,10,14,,,,
107,11,13.0,10,15,,,,
107,11,21.0,2,13,,,,
107,11,21.0,2,14,,,,
107,11,21.0,2,15,,,,
107,11,29.0,9,13,,,,
107,11,29.0,9,14,,,,
107,11,29.0,9,19,,,,
107,11,39.0,14,14,,,,
107,11,39.0,14,15,,,,
107,11,39.0,14,19,,,,
107,13,7.0,15,13,,,,
107,13,7.0,15,14,,,,
107,13,7.0,15,15,,,,
107,13,17.0,8,13,,,,
107,13,17.0,8,14,,,,
107,13,17.0,8,15,,,,
107,13,25.0,3,13,,,,
107,13,25.0,3,15,,,,
107,13,25.0,3,19,,,,
107,13,35.0,7,14,,,,
107,13,35.0,7,19,,,,
107,13,35.0,7,20,,,,
107,13,43.0,7,13,,,,
107,13,43.0,7,14,,,,
107,13,43.0,7,15,,,,
107,15,7.0,11,13,,,,
107,15,7.0,11,14,,,,
107,15,7.0,11,15,,,,
107,15,15.0,3,13,,,,
107,15,15.0,3,14,,,,
107,15,15.0,3,15,,,,
107,15,25.0,6,13,,,,
107,15,25.0,6,14,,,,
107,15,25.0,6,15,,,,
107,15,35.0,13,13,,,,
107,15,35.0,13,14,,,,
107,15,35.0,13,15,,,,
107,15,43.0,16,13,,,,
107,15,43.0,16,14,,,,
107,15,43.0,16,15,,,,
107,15,51.0,13,13,,,,
107,15,51.0,13,14,,,,
107,15,51.0,13,15,,,,
107,17,2.0,21,13,,,,
107,17,2.0,21,14,,,,
107,17,2.0,21,15,,,,
107,17,7.0,7,13,,,,
107,17,7.0,7,14,,,,
107,17,7.0,7,19,,,,
107,17,17.0,4,13,,,,
107,17,17.0,4,14,,,,
107,17,17.0,4,15,,,,
107,17,29.0,12,13,,,,
107,17,29.0,12,15,,,,
107,17,29.0,12,19,,,,
107,17,37.0,10,13,,,,
107,17,37.0,10,14,,,,
107,17,37.0,10,15,,,,
107,19,13.0,8,13,,,,
107,19,13.0,8,14,,,,
107,19,13.0,8,24,,,,
107,19,21.0,5,13,,,,
107,19,21.0,5,14,,,,
107,19,21.0,5,15,,,,
107,19,29.0,9,13,,,,
107,19,29.0,9,15,1.0,2.0,3804.0,7608.0
107,19,29.0,9,19,,,,
107,21,3.0,12,13,,,,
107,21,3.0,12,14,,,,
107,21,3.0,12,15,,,,
107,21,13.0,5,13,1.0,2.0,6486.0,12972.0
107,21,13.0,5,14,,,,
107,21,13.0,5,15,,,,
107,21,21.0,5,13,,,,
107,21,21.0,5,14,,,,
107,21,21.0,5,15,,,,
107,21,29.0,4,13,1.0,2.0,4364.0,8728.0
107,21,29.0,4,13,4.0,2.0,3578.0,7156.0
107,21,29.0,4,14,,,,
107,21,29.0,4,15,,,,
107,21,37.0,18,13,,,,
107,21,37.0,18,14,,,,
107,21,37.0,18,15,,,,
107,23,1.0,12,13,,,,
107,23,1.0,12,14,,,,
107,23,1.0,12,15,,,,
107,23,9.0,14,14,,,,
107,23,9.0,14,15,,,,
107,23,9.0,14,19,,,,
107,23,19.0,7,13,,,,
107,23,19.0,7,14,,,,
107,23,19.0,7,15,,,,
107,23,31.0,3,13,,,,
107,23,31.0,3,14,,,,
107,23,31.0,3,19,,,,
107,23,39.0,4,13,1.0,2.0,2378.0,4756.0
107,23,39.0,4,14,,,,
107,23,39.0,4,15,,,,
107,23,53.0,3,13,,,,
107,23,53.0,3,14,,,,
107,23,53.0,3,15,,,,
109,1,1.0,12,13,,,,
109,1,1.0,12,14,,,,
109,1,1.0,12,15,,,,
109,1,7.0,5,13,,,,
109,1,7.0,5,14,,,,
109,1,7.0,5,15,,,,
109,2,1.0,13,13,,,,
109,2,1.0,13,14,,,,
109,2,1.0,13,15,,,,
109,2,3.0,10,13,,,,
109,2,3.0,10,14,,,,
109,2,3.0,10,15,,,,
109,2,9.0,14,13,,,,
109,2,9.0,14,14,,,,
109,2,9.0,14,15,,,,
109,2,15.0,9,13,,,,
109,2,15.0,9,15,,,,
109,2,15.0,9,20,,,,
109,2,19.0,12,13,,,,
109,2,19.0,12,14,,,,
109,2,19.0,12,15,,,,
109,3,31.0,11,13,1.0,2.0,3310.0,6620.0
109,3,31.0,11,14,,,,
109,3,31.0,11,15,,,,
109,3,37.0,9,13,,,,
109,3,37.0,9,14,,,,
109,3,37.0,9,15,,,,
109,3,49.0,2,13,,,,
109,3,49.0,2,15,,,,
109,3,49.0,2,19,,,,
109,4,5.0,7,13,,,,
109,4,5.0,7,14,,,,
109,4,5.0,7,15,,,,
109,4,11.0,14,13,,,,
109,4,11.0,14,14,,,,
109,4,11.0,14,15,,,,
109,4,15.0,12,13,,,,
109,4,15.0,12,14,,,,
109,4,15.0,12,15,,,,
109,4,21.0,1,13,,,,
109,4,21.0,1,14,,,,
109,4,21.0,1,15,,,,
109,4,29.0,3,13,,,,
109,4,29.0,3,14,,,,
109,4,29.0,3,15,,,,
109,5,3.0,12,13,,,,
109,5,3.0,12,14,,,,
109,5,3.0,12,15,,,,
109,5,11.0,4,13,,,,
109,5,11.0,4,14,,,,
109,5,11.0,4,20,,,,
109,5,17.0,12,13,,,,
109,5,17.0,12,14,,,,
109,5,17.0,12,15,,,,
109,5,21.0,15,13,,,,
109,5,21.0,15,14,,,,
109,5,21.0,15,15,,,,
109,6,1.0,8,14,,,,
109,6,1.0,8,19,,,,
109,6,1.0,8,23,,,,
109,6,5.0,16,13,,,,
109,6,5.0,16,14,,,,
109,6,5.0,16,15,,,,
109,6,11.0,3,13,,,,
109,6,11.0,3,14,,,,
109,6,11.0,3,15,,,,
109,6,15.0,18,13,,,,
109,6,15.0,18,14,,,,
109,6,15.0,18,15,,,,
109,6,21.0,3,14,,,,
109,6,21.0,3,15,,,,
109,6,21.0,3,20,,,,
109,6,27.0,16,13,,,,
109,6,27.0,16,15,,,,
109,6,27.0,16,20,,,,
109,6,33.0,20,13,,,,
109,6,33.0,20,14,,,,
109,6,33.0,20,19,,,,
109,6,39.0,7,14,,,,
109,6,39.0,7,15,,,,
109,6,39.0,7,20,,,,
109,6,45.0,13,13,,,,
109,6,45.0,13,14,,,,
109,6,45.0,13,15,,,,
109,7,3.0,13,13,,,,
109,7,3.0,13,14,,,,
109,7,3.0,13,15,,,,
109,7,9.0,4,15,,,,
109,7,9.0,4,19,,,,
109,7,9.0,4,20,,,,
109,7,17.0,10,13,,,,
109,7,17.0,10,14,,,,
109,7,17.0,10,15,,,,
109,7,23.0,8,13,,,,
109,7,23.0,8,14,,,,
109,7,23.0,8,15,1.0,3.0,12955.0,38865.0
109,7,31.0,6,13,,,,
109,7,31.0,6,14,,,,
109,7,31.0,6,15,,,,
109,7,37.0,4,13,,,,
109,7,37.0,4,14,,,,
109,7,37.0,4,19,,,,
109,9,3.0,17,13,,,,
109,9,3.0,17,14,,,,
109,9,3.0,17,15,,,,
109,9,9.0,6,14,,,,
109,9,9.0,6,15,,,,
109,9,9.0,6,19,,,,
109,9,15.0,12,13,,,,
109,9,15.0,12,14,,,,
109,9,15.0,12,15,,,,
109,9,23.0,13,13,,,,
109,9,23.0,13,14,,,,
109,9,23.0,13,15,,,,
109,9,29.0,4,13,,,,
109,9,29.0,4,14,,,,
109,9,29.0,4,15,,,,
109,9,37.0,4,13,,,,
109,9,37.0,4,14,,,,
109,9,37.0,4,15,,,,
109,11,3.0,9,13,,,,
109,11,3.0,9,14,,,,
109,11,3.0,9,15,,,,
109,11,11.0,9,13,,,,
109,11,11.0,9,14,,,,
109,11,11.0,9,20,,,,
109,11,15.0,12,13,,,,
109,11,15.0,12,14,,,,
109,11,15.0,12,20,,,,
109,11,23.0,10,13,,,,
109,11,23.0,10,14,,,,
109,11,23.0,10,15,,,,
109,13,3.0,3,13,,,,
109,13,3.0,3,14,,,,
109,13,3.0,3,15,,,,
109,13,11.0,6,13,,,,
109,13,11.0,6,14,,,,
109,13,11.0,6,15,,,,
109,13,17.0,6,13,,,,
109,13,17.0,6,14,,,,
109,13,17.0,6,15,,,,
109,13,25.0,4,13,,,,
109,13,25.0,4,19,,,,
109,13,25.0,4,20,,,,
109,13,31.0,9,13,,,,
109,13,31.0,9,14,,,,
109,13,31.0,9,15,,,,
109,13,39.0,2,13,,,,
109,13,39.0,2,14,,,,
109,13,39.0,2,15,,,,
111,1,5.0,8,13,,,,
111,1,5.0,8,14,,,,
111,1,5.0,8,20,,,,
111,1,11.0,20,15,,,,
111,1,11.0,20,19,,,,
111,1,11.0,20,20,,,,
111,1,13.0,9,13,,,,
111,1,13.0,9,14,,,,
111,1,13.0,9,20,,,,
111,1,19.0,8,13,,,,
111,1,19.0,8,14,,,,
111,1,19.0,8,15,,,,
111,3,3.0,2,15,,,,
111,3,3.0,2,19,,,,
111,3,3.0,2,20,,,,
111,3,7.0,7,13,,,,
111,3,7.0,7,14,,,,
111,3,7.0,7,15,,,,
111,3,15.0,23,13,,,,
111,3,15.0,23,14,,,,
111,3,15.0,23,15,,,,
111,3,17.0,3,13,,,,
111,3,17.0,3,14,5.0,10.0,351.0,3510.0
111,3,17.0,3,15,,,,
111,3,21.0,11,13,,,,
111,3,21.0,11,14,,,,
111,3,21.0,11,19,,,,
111,3,25.0,8,13,,,,
111,3,25.0,8,14,,,,
111,3,25.0,8,15,,,,
111,3,31.0,6,13,,,,
111,3,31.0,6,14,,,,
111,3,31.0,6,19,,,,
111,3,41.0,4,13,,,,
111,3,41.0,4,14,,,,
111,3,41.0,4,15,,,,
111,5,3.0,3,13,,,,
111,5,3.0,3,14,,,,
111,5,3.0,3,15,,,,
111,5,9.0,3,13,,,,
111,5,9.0,3,14,,,,
111,5,9.0,3,15,,,,
111,5,13.0,6,13,,,,
111,5,13.0,6,14,,,,
111,5,13.0,6,15,,,,
111,5,23.0,10,13,,,,
111,5,23.0,10,14,,,,
111,5,23.0,10,15,,,,
111,5,29.0,11,13,,,,
111,5,29.0,11,15,,,,
111,5,29.0,11,21,,,,
111,5,33.0,6,13,,,,
111,5,33.0,6,14,,,,
111,5,33.0,6,15,,,,
111,5,39.0,6,13,,,,
111,5,39.0,6,14,,,,
111,5,39.0,6,15,,,,
111,7,1.0,6,13,,,,
111,7,1.0,6,14,,,,
111,7,1.0,6,19,,,,
111,7,3.0,19,13,,,,
111,7,3.0,19,14,,,,
111,7,3.0,19,15,,,,
111,7,7.0,6,13,,,,
111,7,7.0,6,15,,,,
111,7,7.0,6,19,,,,
111,7,11.0,16,14,,,,
111,7,11.0,16,15,,,,
111,7,11.0,16,19,,,,
111,7,15.0,9,13,,,,
111,7,15.0,9,15,,,,
111,7,15.0,9,19,,,,
111,7,19.0,9,13,,,,
111,7,19.0,9,14,,,,
111,7,19.0,9,15,,,,
111,7,25.0,2,13,,,,
111,7,25.0,2,14,,,,
111,7,25.0,2,20,1.0,4.0,6248.0,24992.0
111,7,29.0,10,13,,,,
111,7,29.0,10,14,,,,
111,7,29.0,10,15,,,,
111,7,35.0,7,13,,,,
111,7,35.0,7,14,,,,
111,7,35.0,7,15,,,,
111,7,39.0,12,13,,,,
111,7,39.0,12,14,,,,
111,7,39.0,12,15,,,,
111,7,43.0,11,13,,,,
111,7,43.0,11,14,,,,
111,7,43.0,11,15,,,,
111,9,1.0,10,14,,,,
111,9,1.0,10,15,,,,
111,9,1.0,10,20,,,,
111,9,9.0,10,13,,,,
111,9,9.0,10,14,,,,
111,9,9.0,10,15,,,,
111,9,15.0,5,13,,,,
111,9,15.0,5,14,,,,
111,9,15.0,5,15,,,,
111,9,21.0,5,13,,,,
111,9,21.0,5,14,,,,
111,9,21.0,5,15,,,,
111,9,25.0,3,13,,,,
111,9,25.0,3,14,,,,
111,9,25.0,3,15,,,,
111,9,31.0,3,13,,,,
111,9,31.0,3,14,,,,
111,9,31.0,3,15,,,,
111,9,37.0,6,13,,,,
111,9,37.0,6,14,,,,
111,9,37.0,6,15,,,,
111,9,41.0,16,13,,,,
111,9,41.0,16,14,,,,
111,9,41.0,16,15,,,,
111,11,5.0,4,13,,,,
111,11,5.0,4,14,,,,
111,11,5.0,4,15,,,,
111,11,9.0,4,13,,,,
111,11,9.0,4,14,,,,
111,11,9.0,4,15,,,,
111,11,17.0,11,13,,,,
111,11,17.0,11,14,,,,
111,11,17.0,11,15,,,,
111,11,21.0,10,13,,,,
111,11,21.0,10,14,,,,
111,11,21.0,10,15,,,,
111,11,27.0,5,13,,,,
111,11,27.0,5,14,3.0,5.0,234.0,1170.0
111,11,27.0,5,14,1.0,3.0,664.0,1992.0
111,11,27.0,5,15,,,,
111,11,31.0,7,13,,,,
111,11,31.0,7,14,,,,
111,11,31.0,7,15,,,,
111,11,37.0,14,13,,,,
111,11,37.0,14,14,,,,
111,11,37.0,14,15,,,,
111,11,41.0,10,13,,,,
111,11,41.0,10,14,,,,
111,11,41.0,10,15,4.0,2.0,1250.0,2500.0
113,1,3.0,26,13,,,,
113,1,3.0,26,14,,,,
113,1,3.0,26,19,,,,
113,1,7.0,4,13,,,,
113,1,7.0,4,19,,,,
113,1,7.0,4,22,,,,
113,1,13.0,10,13,,,,
113,1,13.0,10,14,,,,
113,1,13.0,10,15,,,,
113,1,20.0,22,13,,,,
113,1,20.0,22,14,,,,
113,1,20.0,22,20,,,,
113,1,25.0,19,13,,,,
113,1,25.0,19,19,,,,
113,1,25.0,19,20,,,,
113,1,29.0,12,13,,,,
113,1,29.0,12,15,,,,
113,1,29.0,12,22,,,,
113,1,31.0,14,13,,,,
113,1,31.0,14,14,,,,
113,1,31.0,14,15,,,,
113,1,33.0,9,13,,,,
113,1,33.0,9,14,,,,
113,1,33.0,9,15,,,,
113,1,43.0,2,13,,,,
113,1,43.0,2,14,,,,
113,1,43.0,2,19,,,,
113,3,9.0,8,14,,,,
113,3,9.0,8,15,,,,
113,3,9.0,8,20,,,,
113,3,19.0,6,13,1.0,2.0,866.0,1732.0
113,3,19.0,6,13,3.0,3.0,1298.0,3894.0
113,3,19.0,6,14,,,,
113,3,19.0,6,15,,,,
113,3,25.0,11,13,,,,
113,3,25.0,11,14,,,,
113,3,25.0,11,15,,,,
113,3,33.0,19,14,,,,
113,3,33.0,19,15,,,,
113,3,33.0,19,19,,,,
113,5,3.0,7,13,,,,
113,5,3.0,7,14,,,,
113,5,3.0,7,15,,,,
113,5,15.0,10,13,,,,
113,5,15.0,10,14,,,,
113,5,15.0,10,15,,,,
113,7,5.0,6,13,,,,
113,7,5.0,6,14,,,,
113,7,5.0,6,15,1.0,2.0,375.0,750.0
113,7,15.0,16,13,,,,
113,7,15.0,16,14,,,,
113,7,15.0,16,15,,,,
113,7,23.0,12,13,,,,
113,7,23.0,12,14,,,,
113,7,23.0,12,15,,,,
113,7,31.0,12,13,,,,
113,7,31.0,12,14,,,,
113,7,31.0,12,15,,,,
113,7,41.0,11,13,,,,
113,7,41.0,11,14,,,,
113,7,41.0,11,15,,,,
113,7,47.0,8,13,,,,
113,7,47.0,8,14,,,,
113,7,47.0,8,15,,,,
113,7,53.0,19,13,,,,
113,7,53.0,19,14,,,,
113,7,53.0,19,15,,,,
113,7,59.0,10,13,,,,
113,7,59.0,10,14,,,,
113,7,59.0,10,15,,,,
113,9,1.0,20,13,,,,
113,9,1.0,20,14,,,,
113,9,1.0,20,15,,,,
113,9,7.0,26,13,,,,
113,9,7.0,26,14,,,,
113,9,7.0,26,15,,,,
113,9,13.0,4,13,,,,
113,9,13.0,4,14,,,,
113,9,13.0,4,19,,,,
113,9,19.0,13,13,,,,
113,9,19.0,13,14,,,,
113,9,19.0,13,20,,,,
113,9,23.0,29,13,,,,
113,9,23.0,29,15,,,,
113,9,23.0,29,20,,,,
113,9,29.0,32,13,,,,
113,9,29.0,32,14,,,,
113,9,29.0,32,15,,,,
113,9,35.0,20,13,,,,
113,9,35.0,20,14,,,,
113,9,35.0,20,15,,,,
113,11,3.0,21,13,,,,
113,11,3.0,21,14,,,,
113,11,3.0,21,15,,,,
113,11,5.0,20,13,,,,
113,11,5.0,20,15,,,,
113,11,5.0,20,19,,,,
113,11,11.0,8,13,,,,
113,11,11.0,8,15,,,,
113,11,11.0,8,19,,,,
113,11,17.0,12,13,,,,
113,11,17.0,12,14,,,,
113,11,17.0,12,15,,,,
113,11,25.0,3,13,,,,
113,11,25.0,3,14,,,,
113,11,25.0,3,15,,,,
113,11,35.0,12,13,,,,
113,11,35.0,12,14,,,,
113,11,35.0,12,15,,,,
113,11,37.0,15,13,,,,
113,11,37.0,15,14,,,,
113,11,37.0,15,15,,,,
113,13,1.0,7,13,,,,
113,13,1.0,7,14,,,,
113,13,1.0,7,20,,,,
113,13,11.0,9,13,,,,
113,13,11.0,9,14,5.0,12.0,1297.0,15564.0
113,13,11.0,9,15,,,,
113,13,15.0,3,14,,,,
113,13,15.0,3,15,5.0,12.0,865.0,10380.0
113,13,15.0,3,20,,,,
113,13,23.0,5,13,,,,
113,13,23.0,5,15,,,,
113,13,23.0,5,19,,,,
113,13,33.0,14,14,,,,
113,13,33.0,14,15,,,,
113,13,33.0,14,20,4.0,2.0,5340.0,10680.0
113,13,39.0,14,13,,,,
113,13,39.0,14,14,,,,
113,13,39.0,14,15,,,,
113,15,1.0,7,13,,,,
113,15,1.0,7,14,,,,
113,15,1.0,7,15,,,,
113,15,7.0,11,13,,,,
113,15,7.0,11,14,,,,
113,15,7.0,11,15,,,,
113,15,15.0,12,13,,,,
113,15,15.0,12,14,,,,
113,15,15.0,12,15,,,,
113,15,19.0,37,13,,,,
113,15,19.0,37,14,,,,
113,15,19.0,37,15,,,,
113,15,23.0,12,14,,,,
113,15,23.0,12,19,,,,
113,15,23.0,12,20,,,,
113,15,33.0,5,14,,,,
113,15,33.0,5,15,,,,
113,15,33.0,5,19,,,,
113,15,41.0,3,13,,,,
113,15,41.0,3,14,,,,
113,15,41.0,3,15,,,,
113,15,43.0,20,13,,,,
113,15,43.0,20,15,,,,
113,15,43.0,20,20,,,,
113,17,7.0,18,13,,,,
113,17,7.0,18,14,,,,
113,17,7.0,18,15,,,,
113,17,13.0,17,13,,,,
113,17,13.0,17,14,,,,
113,17,13.0,17,15,,,,
113,17,19.0,17,13,,,,
113,17,19.0,17,14,,,,
113,17,19.0,17,15,,,,
113,17,25.0,13,13,,,,
113,17,25.0,13,14,,,,
113,17,25.0,13,19,,,,
113,17,31.0,10,13,,,,
113,17,31.0,10,14,,,,
113,17,31.0,10,15,,,,
113,17,39.0,2,13,,,,
113,17,39.0,2,14,,,,
113,17,39.0,2,15,,,,
113,17,45.0,7,13,,,,
113,17,45.0,7,14,,,,
113,17,45.0,7,15,,,,
113,19,5.0,5,13,,,,
113,19,5.0,5,14,,,,
113,19,5.0,5,15,,,,
113,19,11.0,3,14,,,,
113,19,11.0,3,15,,,,
113,19,11.0,3,19,,,,
113,19,19.0,23,13,,,,
113,19,19.0,23,14,,,,
113,19,19.0,23,15,,,,
113,19,25.0,8,13,,,,
113,19,25.0,8,14,,,,
113,19,25.0,8,19,,,,
113,19,31.0,22,13,,,,
113,19,31.0,22,14,,,,
113,19,31.0,22,20,,,,
113,19,35.0,7,13,,,,
113,19,35.0,7,14,,,,
113,19,35.0,7,15,,,,
113,19,43.0,13,13,,,,
113,19,43.0,13,14,,,,
113,19,43.0,13,19,,,,
113,19,47.0,15,13,,,,
113,19,47.0,15,14,,,,
113,19,47.0,15,15,,,,
113,19,55.0,4,13,,,,
113,19,55.0,4,14,,,,
113,19,55.0,4,15,,,,
113,19,63.0,9,13,,,,
113,19,63.0,9,14,4.0,2.0,6408.0,12816.0
113,19,63.0,9,14,1.0,3.0,7387.0,22161.0
113,19,63.0,9,15,,,,
115,1,1.0,9,13,,,,
115,1,1.0,9,14,,,,
115,1,1.0,9,15,,,,
115,1,7.0,32,13,,,,
115,1,7.0,32,14,,,,
115,1,7.0,32,15,,,,
115,1,9.0,17,13,,,,
115,1,9.0,17,14,,,,
115,1,9.0,17,15,,,,
115,1,15.0,21,13,,,,
115,1,15.0,21,14,,,,
115,1,15.0,21,15,,,,
115,1,23.0,20,13,,,,
115,1,23.0,20,14,,,,
115,1,23.0,20,15,,,,
115,3,3.0,2,13,1.0,2.0,2948.0,5896.0
115,3,3.0,2,14,,,,
115,3,3.0,2,15,,,,
115,3,9.0,14,13,,,,
115,3,9.0,14,14,,,,
115,3,9.0,14,15,,,,
115,3,15.0,14,13,,,,
115,3,15.0,14,14,,,,
115,3,15.0,14,15,,,,
115,3,27.0,6,13,,,,
115,3,27.0,6,14,,,,
115,3,27.0,6,15,,,,
115,3,31.0,4,13,,,,
115,3,31.0,4,14,,,,
115,3,31.0,4,15,,,,
115,3,33.0,3,13,,,,
115,3,33.0,3,14,,,,
115,3,33.0,3,15,,,,
115,3,45.0,2,13,1.0,3.0,927.0,2781.0
115,3,45.0,2,14,,,,
115,3,45.0,2,15,,,,
115,3,51.0,3,13,,,,
115,3,51.0,3,14,,,,
115,3,51.0,3,15,,,,
115,3,71.0,7,13,,,,
115,3,71.0,7,14,,,,
115,3,71.0,7,15,,,,
115,5,3.0,26,13,,,,
115,5,3.0,26,14,,,,
115,5,3.0,26,15,,,,
115,5,7.0,11,13,,,,
115,5,7.0,11,14,,,,
115,5,7.0,11,15,,,,
115,5,13.0,7,13,,,,
115,5,13.0,7,14,,,,
115,5,13.0,7,15,,,,
115,5,17.0,21,13,,,,
115,5,17.0,21,14,,,,
115,5,17.0,21,15,,,,
115,5,27.0,19,13,,,,
115,5,27.0,19,14,,,,
115,5,27.0,19,15,,,,
115,5,35.0,3,13,,,,
115,5,35.0,3,14,,,,
115,5,35.0,3,15,,,,
115,5,53.0,8,13,,,,
115,5,53.0,8,15,,,,
115,5,53.0,8,19,,,,
115,5,61.0,20,13,,,,
115,5,61.0,20,15,,,,
115,5,61.0,20,20,,,,
115,5,65.0,10,13,,,,
115,5,65.0,10,14,,,,
115,5,65.0,10,15,,,,
115,7,1.0,12,14,,,,
115,7,1.0,12,19,,,,
115,7,1.0,12,20,,,,
115,7,13.0,17,13,,,,
115,7,13.0,17,14,,,,
115,7,13.0,17,15,,,,
115,7,19.0,7,13,,,,
115,7,19.0,7,14,,,,
115,7,19.0,7,15,,,,
115,7,41.0,8,13,,,,
115,7,41.0,8,14,,,,
115,7,41.0,8,15,,,,
115,7,47.0,6,13,,,,
115,7,47.0,6,14,,,,
115,7,47.0,6,15,,,,
115,7,49.0,3,13,,,,
115,7,49.0,3,14,,,,
115,7,49.0,3,15,,,,
115,7,51.0,18,13,,,,
115,7,51.0,18,14,,,,
