tinh,huyen,xa,diaban,hoso,m4c1ma1,m4c1c2,m4c1c3,m4c1c4,m4c1c5,m4c1c6,m4c1c7,m4c1c8,m4c1c9a,m4c1c9b,m4c1c9c,m4c1c10,m4c1c11,m4c1c12,m4c1c13,m4c1c14,m4c1c15,m4c1c16,m4c1c17,m4c1c18,m4c1c19,m4c1c20,m4c1c21,m4c1c22,m4c1c23,m4c1c24,m4c1c25,m4c1c25a
601,7,29.0,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,7,29.0,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,7,29.0,4,15,1.0,47.0,2.0,11.0,22.0,1.0,,100.0,7.0,0.0,,1.0,1.0,0.0,0.0,2001.0,3.0,,1676.0,18436.0,,,,,2.0,,18436.0,18436.0
601,8,1.0,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,8,1.0,6,14,1.0,47.0,2.0,12.0,29.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1996.0,2.0,,3350.0,40200.0,,,,,2.0,,40200.0,40200.0
601,8,1.0,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,8,11.0,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,8,11.0,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,8,11.0,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,9,12.0,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,9,12.0,6,14,1.0,11.0,2.0,1.0,3.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1994.0,3.0,2.0,,,,,1.0,338.0,2.0,,338.0,338.0
601,9,12.0,6,15,1.0,11.0,2.0,1.0,3.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1998.0,3.0,2.0,,,,,1.0,426.0,2.0,,426.0,426.0
601,9,13.0,4,13,1.0,11.0,2.0,3.0,4.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,1998.0,3.0,2.0,,,,,1.0,3057.0,1.0,611.0,3668.0,3668.0
601,9,13.0,4,14,1.0,11.0,2.0,3.0,4.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,2005.0,3.0,2.0,,,,,1.0,2419.0,1.0,484.0,2903.0,2903.0
601,9,13.0,4,15,1.0,11.0,2.0,2.0,3.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1988.0,3.0,2.0,,,,,1.0,655.0,1.0,131.0,786.0,786.0
601,11,1.0,14,13,1.0,47.0,1.0,12.0,29.0,1.0,,100.0,4.0,0.0,,1.0,1.0,0.0,0.0,1998.0,2.0,,4051.0,48612.0,,,,,2.0,,48612.0,48612.0
601,11,1.0,14,14,1.0,56.0,1.0,12.0,28.0,1.0,,100.0,6.0,0.0,,2.0,2.0,0.0,0.0,2003.0,3.0,1.0,4190.0,50280.0,2.0,,1.0,186.0,2.0,,50466.0,50466.0
601,11,1.0,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,11,6.0,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,11,6.0,6,14,1.0,14.0,3.0,6.0,17.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2006.0,3.0,1.0,1250.0,7500.0,2.0,,2.0,,2.0,,7500.0,7500.0
601,11,6.0,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,11,11.0,8,13,2.0,47.0,2.0,12.0,28.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,1998.0,2.0,,4606.0,55272.0,,,,,1.0,101.0,55373.0,55373.0
601,11,11.0,8,13,1.0,93.0,1.0,10.0,25.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,2003.0,2.0,1.0,4188.0,41880.0,2.0,,2.0,,2.0,,41880.0,41880.0
601,11,11.0,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,11,11.0,8,15,1.0,10.0,1.0,8.0,20.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2003.0,2.0,1.0,1484.0,11872.0,2.0,,2.0,,2.0,,11872.0,11872.0
601,13,1.0,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,13,1.0,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,13,1.0,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,13,13.0,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,13,13.0,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,13,13.0,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,1,3.0,41,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,1,3.0,41,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,1,3.0,41,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,1,5.0,22,13,1.0,85.0,2.0,3.0,20.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1979.0,3.0,1.0,1914.0,5742.0,2.0,,2.0,,2.0,,5742.0,5742.0
603,1,5.0,22,14,2.0,56.0,2.0,12.0,26.0,1.0,,100.0,6.0,0.0,,1.0,1.0,0.0,0.0,1992.0,3.0,1.0,6270.0,75240.0,2.0,,1.0,570.0,2.0,,75810.0,75810.0
603,1,5.0,22,14,1.0,49.0,1.0,6.0,8.0,1.0,,100.0,6.0,0.0,,1.0,1.0,0.0,0.0,2004.0,3.0,1.0,570.0,3420.0,2.0,,2.0,,2.0,,3420.0,3420.0
603,1,5.0,22,15,1.0,47.0,1.0,12.0,24.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1992.0,3.0,,241.0,2892.0,,,,,2.0,,2892.0,2892.0
603,1,7.0,13,13,1.0,47.0,1.0,5.0,18.0,1.0,,100.0,7.0,0.0,,2.0,2.0,0.0,0.0,2000.0,3.0,,11269.0,56345.0,,,,,2.0,,56345.0,56345.0
603,1,7.0,13,15,1.0,10.0,2.0,12.0,24.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,1998.0,3.0,1.0,8600.0,103200.0,2.0,,1.0,720.0,2.0,,103920.0,103920.0
603,1,7.0,13,19,1.0,14.0,2.0,12.0,24.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2005.0,3.0,1.0,1050.0,12600.0,2.0,,2.0,,2.0,,12600.0,12600.0
603,1,10.0,8,13,1.0,37.0,1.0,12.0,20.0,1.0,,100.0,7.0,0.0,,2.0,1.0,1.0,0.0,2002.0,3.0,1.0,5000.0,60000.0,2.0,,2.0,,2.0,,60000.0,60000.0
603,1,10.0,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,1,10.0,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,1,11.0,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,1,11.0,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,1,11.0,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,1,17.0,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,1,17.0,12,14,1.0,11.0,1.0,3.0,10.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2004.0,3.0,1.0,333.0,999.0,1.0,1000.0,2.0,,2.0,,1999.0,1999.0
603,1,17.0,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,1,23.0,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,1,23.0,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,1,23.0,11,15,1.0,56.0,1.0,12.0,28.0,1.0,,100.0,6.0,0.0,,1.0,1.0,0.0,0.0,1998.0,3.0,1.0,7655.0,91860.0,2.0,,2.0,,2.0,,91860.0,91860.0
603,1,23.0,11,15,2.0,10.0,2.0,12.0,22.0,1.0,,100.0,1.0,0.0,,3.0,1.0,2.0,0.0,2006.0,2.0,1.0,121112.0,1453344.0,2.0,,1.0,4988.0,2.0,,1458332.0,1458332.0
603,3,5.0,1,13,1.0,11.0,2.0,3.0,3.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2004.0,3.0,1.0,0.0,0.0,1.0,1254.0,1.0,726.0,2.0,,1980.0,1980.0
603,3,5.0,1,14,1.0,11.0,2.0,4.0,3.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1998.0,3.0,1.0,0.0,0.0,1.0,120.0,1.0,680.0,2.0,,800.0,800.0
603,3,5.0,1,23,1.0,11.0,2.0,4.0,3.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2000.0,3.0,1.0,0.0,0.0,1.0,200.0,1.0,1000.0,2.0,,1200.0,1200.0
603,3,9.0,5,13,1.0,11.0,2.0,3.0,5.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2001.0,3.0,2.0,,,,,1.0,523.0,2.0,,523.0,523.0
603,3,9.0,5,14,1.0,11.0,2.0,3.0,6.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2002.0,3.0,2.0,,,,,1.0,1055.0,2.0,,1055.0,1055.0
603,3,9.0,5,15,1.0,11.0,2.0,3.0,6.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1992.0,3.0,2.0,,,,,1.0,1772.0,2.0,,1772.0,1772.0
603,3,21.0,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,3,21.0,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,3,21.0,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,5,1.0,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,5,1.0,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,5,1.0,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,5,17.0,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,5,17.0,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,5,17.0,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,5,23.0,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,5,23.0,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,5,23.0,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,6,3.0,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,6,3.0,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,6,3.0,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,6,11.0,4,13,1.0,11.0,2.0,1.0,2.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1998.0,3.0,2.0,,,,,1.0,140.0,1.0,42.0,182.0,182.0
603,6,11.0,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,6,11.0,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,7,3.0,6,13,1.0,11.0,2.0,5.0,1.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1998.0,3.0,2.0,,,,,1.0,352.0,2.0,,352.0,352.0
603,7,3.0,6,14,1.0,11.0,3.0,5.0,2.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1997.0,3.0,2.0,,,,,1.0,250.0,2.0,,250.0,250.0
603,7,3.0,6,15,1.0,11.0,2.0,3.0,1.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1997.0,3.0,2.0,,,,,1.0,157.0,2.0,,157.0,157.0
603,7,8.0,26,13,1.0,11.0,2.0,3.0,5.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1980.0,3.0,2.0,,,,,1.0,530.0,2.0,,530.0,530.0
603,7,8.0,26,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,7,8.0,26,15,1.0,11.0,2.0,3.0,1.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1990.0,3.0,2.0,,,,,1.0,489.0,2.0,,489.0,489.0
603,7,18.0,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,7,18.0,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,7,18.0,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,9,3.0,23,13,1.0,47.0,2.0,12.0,26.0,1.0,,100.0,5.0,0.0,,1.0,1.0,0.0,0.0,2002.0,2.0,,1649.0,19788.0,,,,,2.0,,19788.0,19788.0
603,9,3.0,23,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,9,3.0,23,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,9,7.0,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,9,7.0,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,9,7.0,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,9,17.0,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,9,17.0,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,9,17.0,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,11,7.0,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,11,7.0,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,11,7.0,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,11,10.0,39,13,1.0,56.0,2.0,12.0,28.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1993.0,3.0,1.0,1995.0,23940.0,2.0,,2.0,,2.0,,23940.0,23940.0
603,11,10.0,39,14,1.0,14.0,3.0,12.0,26.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2005.0,3.0,1.0,7750.0,93000.0,2.0,,2.0,,2.0,,93000.0,93000.0
603,11,10.0,39,15,1.0,47.0,1.0,12.0,28.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,2005.0,3.0,,2387.0,28644.0,,,,,2.0,,28644.0,28644.0
603,12,7.0,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,12,7.0,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,12,7.0,13,15,1.0,56.0,3.0,10.0,20.0,1.0,,100.0,4.0,0.0,,1.0,1.0,0.0,0.0,2005.0,3.0,1.0,7600.0,76000.0,2.0,,1.0,513.0,1.0,2052.0,78565.0,78565.0
603,12,7.0,13,15,2.0,56.0,6.0,10.0,20.0,1.0,,100.0,4.0,0.0,,1.0,1.0,0.0,0.0,2005.0,3.0,1.0,8360.0,83600.0,2.0,,1.0,152.0,2.0,,83752.0,83752.0
603,13,3.0,8,13,1.0,11.0,1.0,6.0,3.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2002.0,3.0,2.0,,,,,1.0,845.0,2.0,,845.0,845.0
603,13,3.0,8,14,1.0,11.0,2.0,3.0,3.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2005.0,3.0,1.0,197.0,591.0,2.0,,1.0,845.0,2.0,,1436.0,1436.0
603,13,3.0,8,15,1.0,11.0,1.0,6.0,3.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1993.0,3.0,1.0,296.0,1776.0,2.0,,1.0,422.0,2.0,,2198.0,2198.0
603,15,5.0,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,15,5.0,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,15,5.0,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,15,17.0,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,15,17.0,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,15,17.0,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,17,1.0,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,17,1.0,7,15,1.0,47.0,2.0,12.0,26.0,1.0,,100.0,4.0,0.0,,1.0,1.0,0.0,0.0,1988.0,2.0,,4384.0,52608.0,,,,,2.0,,52608.0,52608.0
603,17,1.0,7,19,1.0,47.0,2.0,12.0,26.0,1.0,,100.0,1.0,0.0,,4.0,4.0,0.0,0.0,1988.0,2.0,,6589.0,79068.0,,,,,2.0,,79068.0,79068.0
603,17,7.0,8,13,1.0,11.0,1.0,6.0,3.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2002.0,3.0,2.0,,,,,1.0,633.0,2.0,,633.0,633.0
603,17,7.0,8,15,1.0,11.0,1.0,4.0,2.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2006.0,3.0,2.0,,,,,1.0,845.0,2.0,,845.0,845.0
603,17,7.0,8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,17,19.0,7,13,1.0,47.0,2.0,12.0,30.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2005.0,3.0,,596.0,7152.0,,,,,2.0,,7152.0,7152.0
603,17,19.0,7,13,2.0,10.0,1.0,12.0,30.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1999.0,3.0,1.0,432.0,5184.0,2.0,,2.0,,1.0,1727.0,6911.0,6911.0
603,17,19.0,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,17,19.0,7,15,1.0,56.0,2.0,12.0,28.0,1.0,,100.0,1.0,0.0,,4.0,4.0,0.0,0.0,1988.0,2.0,1.0,10207.0,122484.0,2.0,,2.0,,2.0,,122484.0,122484.0
603,19,1.0,31,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,19,1.0,31,14,1.0,96.0,2.0,12.0,30.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1986.0,3.0,1.0,992.0,11904.0,2.0,,2.0,,2.0,,11904.0,11904.0
603,19,1.0,31,15,1.0,95.0,3.0,2.0,30.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2008.0,2.0,1.0,1823.0,3646.0,2.0,,2.0,,2.0,,3646.0,3646.0
603,19,3.0,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,19,3.0,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,19,3.0,9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,19,13.0,7,14,1.0,45.0,3.0,3.0,25.0,1.0,,100.0,1.0,0.0,,5.0,2.0,0.0,0.0,2008.0,2.0,,10994.0,32982.0,,,,,2.0,,32982.0,32982.0
603,19,13.0,7,14,2.0,45.0,2.0,12.0,28.0,1.0,,100.0,1.0,0.0,,4.0,1.0,3.0,0.0,2004.0,2.0,,5497.0,65964.0,,,,,1.0,64.0,66028.0,66028.0
603,19,13.0,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,19,13.0,7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,19,19.0,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,19,19.0,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,19,19.0,9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,19,25.0,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,19,25.0,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,19,25.0,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,20,17.0,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,20,17.0,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,20,17.0,4,19,1.0,16.0,1.0,6.0,30.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,1988.0,3.0,1.0,1695.0,10170.0,2.0,,2.0,,2.0,,10170.0,10170.0
603,20,19.0,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,20,19.0,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,20,19.0,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,21,1.0,20,13,1.0,45.0,3.0,12.0,25.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2007.0,3.0,,2387.0,28644.0,,,,,2.0,,28644.0,28644.0
603,21,1.0,20,14,1.0,46.0,2.0,12.0,26.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1998.0,3.0,,1863.0,22356.0,,,,,2.0,,22356.0,22356.0
603,21,1.0,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,21,6.0,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,21,6.0,12,14,1.0,47.0,2.0,12.0,28.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2006.0,2.0,,366.0,4392.0,,,,,2.0,,4392.0,4392.0
603,21,6.0,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,21,27.0,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,21,27.0,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,21,27.0,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,23,1.0,18,13,1.0,25.0,2.0,8.0,20.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2006.0,3.0,1.0,1456.0,11648.0,2.0,,2.0,,2.0,,11648.0,11648.0
603,23,1.0,18,14,1.0,56.0,1.0,12.0,24.0,1.0,,100.0,4.0,7.0,0.0,1.0,1.0,0.0,0.0,2001.0,3.0,1.0,5468.0,65616.0,2.0,,2.0,,2.0,,65616.0,65616.0
603,23,1.0,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,23,13.0,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,23,13.0,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,23,13.0,6,20,1.0,11.0,1.0,2.0,3.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1998.0,3.0,2.0,,,,,1.0,600.0,2.0,,600.0,600.0
603,23,25.0,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,23,25.0,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,23,25.0,7,15,1.0,16.0,1.0,4.0,12.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1988.0,3.0,1.0,422.0,1688.0,2.0,,2.0,,2.0,,1688.0,1688.0
603,24,1.0,6,13,1.0,14.0,2.0,12.0,25.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2001.0,3.0,1.0,1765.0,21180.0,2.0,,2.0,,2.0,,21180.0,21180.0
603,24,1.0,6,14,1.0,46.0,1.0,9.0,26.0,1.0,,100.0,7.0,0.0,,2.0,2.0,0.0,0.0,2004.0,3.0,,5577.0,50193.0,,,,,2.0,,50193.0,50193.0
603,24,1.0,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,1,11.0,16,19,1.0,47.0,2.0,12.0,29.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,2000.0,2.0,,6372.0,76464.0,,,,,2.0,,76464.0,76464.0
605,1,11.0,16,20,1.0,47.0,1.0,12.0,23.0,1.0,,100.0,6.0,0.0,,1.0,1.0,0.0,0.0,2001.0,3.0,,1514.0,18168.0,,,,,2.0,,18168.0,18168.0
605,1,11.0,16,24,1.0,47.0,1.0,12.0,29.0,1.0,,100.0,5.0,0.0,,4.0,2.0,2.0,0.0,1993.0,2.0,,18925.0,227100.0,,,,,2.0,,227100.0,227100.0
605,1,15.0,13,13,1.0,47.0,2.0,12.0,14.0,1.0,,100.0,7.0,0.0,,1.0,1.0,0.0,0.0,2007.0,3.0,,1892.0,22704.0,,,,,2.0,,22704.0,22704.0
605,1,15.0,13,14,1.0,14.0,1.0,12.0,27.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2003.0,3.0,1.0,783.0,9396.0,2.0,,2.0,,2.0,,9396.0,9396.0
605,1,15.0,13,14,2.0,49.0,2.0,12.0,27.0,1.0,,100.0,7.0,0.0,,1.0,1.0,0.0,0.0,1995.0,3.0,1.0,1240.0,14880.0,2.0,,2.0,,2.0,,14880.0,14880.0
605,1,15.0,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,1,17.0,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,1,17.0,5,14,1.0,96.0,1.0,12.0,28.0,1.0,,100.0,6.0,0.0,,1.0,1.0,0.0,0.0,2004.0,2.0,1.0,595.0,7140.0,2.0,,2.0,,2.0,,7140.0,7140.0
605,1,17.0,5,15,1.0,47.0,2.0,12.0,30.0,1.0,,100.0,4.0,0.0,,1.0,1.0,0.0,0.0,2000.0,2.0,,1845.0,22140.0,,,,,2.0,,22140.0,22140.0
605,1,19.0,12,13,1.0,47.0,1.0,11.0,30.0,1.0,,100.0,6.0,0.0,,1.0,1.0,0.0,0.0,1998.0,2.0,,822.0,9042.0,,,,,2.0,,9042.0,9042.0
605,1,19.0,12,13,3.0,47.0,3.0,2.0,20.0,1.0,,100.0,6.0,0.0,,1.0,1.0,0.0,0.0,2008.0,2.0,,863.0,1726.0,,,,,2.0,,1726.0,1726.0
605,1,19.0,12,13,2.0,95.0,2.0,6.0,10.0,1.0,,100.0,6.0,0.0,,1.0,1.0,0.0,0.0,2006.0,2.0,1.0,744.0,4464.0,2.0,,2.0,,2.0,,4464.0,4464.0
605,1,19.0,12,14,1.0,95.0,1.0,12.0,28.0,1.0,,100.0,5.0,0.0,,3.0,1.0,2.0,0.0,2003.0,2.0,1.0,11415.0,136980.0,2.0,,2.0,,2.0,,136980.0,136980.0
605,1,19.0,12,15,2.0,56.0,2.0,12.0,29.0,1.0,,100.0,4.0,0.0,,2.0,1.0,1.0,0.0,2000.0,3.0,1.0,6260.0,75120.0,2.0,,2.0,,2.0,,75120.0,75120.0
605,1,19.0,12,15,1.0,33.0,1.0,12.0,28.0,1.0,,100.0,6.0,0.0,,2.0,2.0,0.0,0.0,1988.0,2.0,1.0,2408.0,28896.0,2.0,,2.0,,2.0,,28896.0,28896.0
605,1,21.0,26,13,1.0,47.0,2.0,12.0,29.0,1.0,,100.0,7.0,0.0,,1.0,1.0,0.0,0.0,1993.0,3.0,,1229.0,14748.0,,,,,2.0,,14748.0,14748.0
605,1,21.0,26,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,1,21.0,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,1,23.0,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,1,23.0,22,14,1.0,47.0,2.0,12.0,30.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2003.0,3.0,,2082.0,24984.0,,,,,2.0,,24984.0,24984.0
605,1,23.0,22,19,1.0,10.0,1.0,12.0,28.0,1.0,,100.0,1.0,0.0,,3.0,2.0,1.0,0.0,1986.0,3.0,1.0,175227.0,2102724.0,2.0,,1.0,501.0,1.0,58576.0,2161801.0,2161801.0
605,1,29.0,4,13,1.0,47.0,2.0,12.0,25.0,1.0,,100.0,4.0,0.0,,1.0,1.0,0.0,0.0,1974.0,3.0,,1419.0,17028.0,,,,,2.0,,17028.0,17028.0
605,1,29.0,4,14,1.0,56.0,2.0,12.0,29.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1999.0,3.0,1.0,8656.0,103872.0,2.0,,2.0,,2.0,,103872.0,103872.0
605,1,29.0,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,1,33.0,27,13,1.0,93.0,1.0,8.0,10.0,1.0,,100.0,7.0,0.0,,4.0,1.0,3.0,0.0,1996.0,3.0,1.0,2814.0,22512.0,2.0,,2.0,,2.0,,22512.0,22512.0
