tinh,huyen,xa,diaban,hoso,m8c1a,m8c1b,m8c1c,m8c1d,m8c2a,m8c2b,m8c2c,m8c2d,m8c3a_1,m8c3b_1,m8c3a_2,m8c3b_2,m8c3a_3,m8c3b_3,m8c3a_4,m8c3b_4,m8c3a_5,m8c3b_5,m8c3a_6,m8c3b_6,m8c3a_7,m8c3b_7,m8c3a_8,m8c3b_8,m8c4a_1,m8c4b_1,m8c4a_2,m8c4b_2,m8c4a_3,m8c4b_3,m8c5,m8c6a,m8c6b,m8c6c
509,11,5.0,5,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
509,11,9.0,16,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
509,11,9.0,16,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
509,11,9.0,16,15,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3,1.0,3.0,5.0
509,11,13.0,5,13,2,2,2,1,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4,2.0,0.0,
509,11,13.0,5,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
509,11,13.0,5,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
509,11,15.0,24,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
509,11,15.0,24,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.0,0.0,
509,11,15.0,24,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
509,11,19.0,26,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
509,11,19.0,26,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
509,11,19.0,26,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,4.0,0.0
509,11,23.0,22,13,1,1,1,1,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4,1.0,5.0,0.0
509,11,23.0,22,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
509,11,23.0,22,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
509,11,25.0,26,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
509,11,25.0,26,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
509,11,25.0,26,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
509,11,29.0,29,13,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4,2.0,1.0,3.0
509,11,29.0,29,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
509,11,29.0,29,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
509,11,31.0,16,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
509,11,31.0,16,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
509,11,31.0,16,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
509,11,35.0,21,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
509,11,35.0,21,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
509,11,35.0,21,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,0.0,
509,11,37.0,27,13,2,2,2,1,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,2.0,3.0,5.0
509,11,37.0,27,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.0,0.0,
509,11,37.0,27,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
509,13,1.0,21,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
509,13,1.0,21,14,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2,,,
509,13,1.0,21,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.0,4.0,3.0
509,13,9.0,4,13,1,1,1,1,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3,2.0,1.0,5.0
509,13,9.0,4,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
509,13,9.0,4,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,1,1.0,54,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,1,1.0,54,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,1,1.0,54,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,1,3.0,41,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,1,3.0,41,14,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4,2.0,5.0,0.0
511,1,3.0,41,15,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2,,,
511,1,5.0,27,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,1,5.0,27,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.0,0.0,
511,1,5.0,27,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,1,7.0,13,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.0,0.0,
511,1,7.0,13,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.0,0.0,
511,1,7.0,13,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.0,0.0,
511,1,9.0,27,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,1,9.0,27,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,1,9.0,27,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,1,13.0,11,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,1,13.0,11,15,1,1,1,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,,,
511,1,13.0,11,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,1,17.0,29,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,1,17.0,29,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,1,17.0,29,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,1,19.0,27,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.0,0.0,
511,1,19.0,27,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,1,19.0,27,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,1,23.0,31,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,0.0,
511,1,23.0,31,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,0.0,
511,1,23.0,31,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,1,24.0,30,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,1,24.0,30,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,1,24.0,30,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,1,25.0,36,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,0.0,
511,1,25.0,36,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,1,25.0,36,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,0.0,
511,1,29.0,17,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,1,29.0,17,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,1,29.0,17,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,1,31.0,18,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,0.0,
511,1,31.0,18,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,0.0,
511,1,31.0,18,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,1,33.0,17,13,1,1,2,2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,,,
511,1,33.0,17,14,1,1,1,2,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3,1.0,5.0,0.0
511,1,33.0,17,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,1,35.0,21,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.0,0.0,
511,1,35.0,21,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.0,0.0,
511,1,35.0,21,19,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4,1.0,2.0,0.0
511,1,41.0,16,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,1,41.0,16,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,1,41.0,16,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,1,47.0,4,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,1,47.0,4,15,2,2,2,1,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3,1.0,2.0,5.0
511,1,47.0,4,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,2,1.0,19,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,2,1.0,19,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,5.0,0.0
511,2,1.0,19,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.0,0.0,
511,2,7.0,16,13,2,2,1,1,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,,,
511,2,7.0,16,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,2,7.0,16,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,2,45.0,20,13,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,,,
511,2,45.0,20,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,2,45.0,20,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,0.0,
511,3,5.0,16,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,0.0,
511,3,5.0,16,14,1,1,2,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1,,,
511,3,5.0,16,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,3,13.0,14,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,3,13.0,14,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,1.0,0.0
511,3,13.0,14,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,3,17.0,27,14,1,1,1,2,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
511,3,17.0,27,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,2.0,0.0
511,3,17.0,27,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,3,25.0,14,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,3,25.0,14,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,3,25.0,14,15,1,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1.0,0.0,
511,5,1.0,23,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,5,1.0,23,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,5,1.0,23,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,5,3.0,27,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,5,3.0,27,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,5,3.0,27,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,0.0,
511,5,9.0,13,13,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
511,5,9.0,13,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,5,9.0,13,15,1,1,1,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
511,5,21.0,3,19,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
511,5,21.0,3,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,5,21.0,3,24,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,,,
511,5,27.0,13,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,5,27.0,13,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,5,27.0,13,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,5,31.0,4,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,5,31.0,4,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,5,31.0,4,19,2,2,2,1,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4,4.0,0.0,
511,5,37.0,22,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,5,37.0,22,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,0.0,
511,5,37.0,22,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,5,43.0,4,13,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1.0,0.0,
511,5,43.0,4,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,5,43.0,4,15,1,1,1,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
511,5,51.0,14,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,5,51.0,14,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,5,51.0,14,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,7,1.0,36,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.0,5.0,0.0
511,7,1.0,36,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,7,1.0,36,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.0,5.0,0.0
511,7,9.0,15,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,7,9.0,15,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.0,5.0,0.0
511,7,9.0,15,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,7,15.0,78,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,7,15.0,78,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,7,15.0,78,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,7,17.0,10,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,0.0,
511,7,17.0,10,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,7,17.0,10,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,0.0,
511,7,25.0,14,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,7,25.0,14,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,7,25.0,14,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,5.0,0.0
511,7,35.0,15,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,3.0,1.0
511,7,35.0,15,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0,2.0,5.0
511,7,35.0,15,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,11,1.0,7,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,11,1.0,7,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,11,1.0,7,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,11,17.0,6,13,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2,,,
511,11,17.0,6,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,11,17.0,6,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,13,9.0,2,13,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1.0,5.0,2.0
511,13,9.0,2,14,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,,,
511,13,9.0,2,15,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,,,
511,15,23.0,6,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,15,23.0,6,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,15,23.0,6,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,15,31.0,10,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,15,31.0,10,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,15,31.0,10,15,1,1,1,1,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
511,15,33.0,10,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,15,33.0,10,14,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,,,
511,15,33.0,10,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
511,15,37.0,12,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
511,15,37.0,12,14,2,2,1,1,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,2.0,3.0,0.0
511,15,37.0,12,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.0,1.0,0.0
601,1,1.0,17,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
601,1,1.0,17,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
601,1,1.0,17,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
601,1,3.0,5,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
601,1,3.0,5,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
601,1,3.0,5,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
601,1,5.0,15,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
601,1,5.0,15,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
601,1,5.0,15,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
601,1,15.0,10,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
601,1,15.0,10,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
601,1,15.0,10,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
601,1,19.0,18,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
601,1,19.0,18,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
601,1,19.0,18,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
601,1,21.0,1,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
601,1,21.0,1,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
601,1,21.0,1,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
601,1,25.0,3,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
601,1,25.0,3,14,1,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
601,1,25.0,3,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
601,3,1.0,2,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
601,3,1.0,2,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
601,3,1.0,2,15,2,2,2,1,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,,,
601,3,9.0,8,13,2,2,1,1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,,,
601,3,9.0,8,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
601,3,9.0,8,15,2,1,1,1,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
601,3,21.0,8,13,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2,,,
