tinh,huyen,xa,diaban,wt45,wt36,wt9,tinh63,huyen63,xa63,diaban63,wt45_63,wt36_63,wt9_63
213,13,25.0,10,295,368,1474,213,13,25,10,295,368,1474
213,13,43.0,3,291,363,1453,213,13,43,3,291,363,1453
213,13,49.0,1,294,367,1469,213,13,49,1,294,367,1469
213,15,5.0,3,233,291,1163,213,15,5,3,233,291,1163
213,15,13.0,4,449,560,2243,213,15,13,4,449,560,2243
213,15,31.0,13,291,363,1453,213,15,31,13,291,363,1453
213,15,41.0,6,422,527,2106,213,15,41,6,422,527,2106
213,15,51.0,7,294,368,1471,213,15,51,7,294,368,1471
213,15,53.0,9,274,343,1373,213,15,53,9,274,343,1373
213,15,61.0,2,292,365,1457,213,15,61,2,292,365,1457
213,17,2.0,3,601,751,3003,213,17,2,3,601,751,3003
215,1,1.0,9,334,418,1675,215,1,1,9,334,418,1675
215,1,5.0,15,367,458,1833,215,1,5,15,367,458,1833
215,1,11.0,13,314,392,1566,215,1,11,13,314,392,1566
215,1,15.0,18,398,498,1991,215,1,15,18,398,498,1991
215,1,19.0,18,445,557,2225,215,1,19,18,445,557,2225
215,1,23.0,9,505,632,2530,215,1,23,9,505,632,2530
215,1,27.0,13,449,561,2249,215,1,27,13,449,561,2249
215,1,29.0,16,464,581,2319,215,1,29,16,464,581,2319
215,1,39.0,15,366,459,1834,215,1,39,15,366,459,1834
215,1,47.0,19,372,465,1863,215,1,47,19,372,465,1863
215,3,1.0,2,492,614,2459,215,3,1,2,492,614,2459
215,3,7.0,5,443,554,2215,215,3,7,5,443,554,2215
215,5,1.0,9,429,536,2145,215,5,1,9,429,536,2145
215,5,11.0,5,274,341,1365,215,5,11,5,274,341,1365
215,5,23.0,5,370,463,1850,215,5,23,5,370,463,1850
215,5,37.0,8,475,593,2373,215,5,37,8,475,593,2373
215,5,47.0,6,472,590,2364,215,5,47,6,472,590,2364
215,7,5.0,2,635,794,3175,215,7,5,2,635,794,3175
215,7,17.0,4,368,459,1836,215,7,17,4,368,459,1836
215,7,27.0,3,377,471,1885,215,7,27,3,377,471,1885
215,9,11.0,8,424,530,2119,215,9,11,8,424,530,2119
215,9,21.0,3,571,715,2858,215,9,21,3,571,715,2858
215,9,25.0,14,304,380,1519,215,9,25,14,304,380,1519
215,9,31.0,21,382,478,1912,215,9,31,21,382,478,1912
215,11,1.0,4,495,619,2474,215,11,1,4,495,619,2474
215,11,13.0,3,493,616,2464,215,11,13,3,493,616,2464
215,11,21.0,9,477,596,2387,215,11,21,9,477,596,2387
215,11,29.0,9,494,617,2468,215,11,29,9,494,617,2468
215,11,35.0,10,430,537,2151,215,11,35,10,430,537,2151
215,13,9.0,16,502,629,2515,215,13,9,16,502,629,2515
215,13,17.0,13,468,584,2340,215,13,17,13,468,584,2340
215,13,27.0,12,388,484,1940,215,13,27,12,388,484,1940
215,13,35.0,9,394,493,1972,215,13,35,9,394,493,1972
215,13,41.0,11,417,521,2082,215,13,41,11,417,521,2082
215,13,51.0,4,402,504,2015,215,13,51,4,402,504,2015
215,13,59.0,5,339,424,1695,215,13,59,5,339,424,1695
215,15,5.0,3,374,468,1870,215,15,5,3,374,468,1870
215,15,13.0,7,395,495,1979,215,15,13,7,395,495,1979
215,15,21.0,8,406,507,2028,215,15,21,8,406,507,2028
215,15,27.0,4,378,472,1891,215,15,27,4,378,472,1891
215,15,37.0,12,404,505,2019,215,15,37,12,404,505,2019
215,15,41.0,14,345,430,1723,215,15,41,14,345,430,1723
215,17,3.0,2,382,477,1908,215,17,3,2,382,477,1908
215,17,11.0,7,335,418,1672,215,17,11,7,335,418,1672
215,17,17.0,10,386,482,1928,215,17,17,10,386,482,1928
215,17,23.0,8,442,553,2212,215,17,23,8,442,553,2212
215,17,27.0,8,468,584,2340,215,17,27,8,468,584,2340
215,17,33.0,12,390,488,1951,215,17,33,12,390,488,1951
217,1,1.0,16,490,613,2448,217,1,1,16,490,613,2448
217,1,3.0,9,394,492,1970,217,1,3,9,394,492,1970
217,1,7.0,26,361,451,1806,217,1,7,26,361,451,1806
217,1,13.0,4,447,560,2239,217,1,13,4,447,560,2239
217,1,21.0,8,445,554,2220,217,1,21,8,445,554,2220
217,1,27.0,8,472,589,2357,217,1,27,8,472,589,2357
217,1,49.0,9,460,575,2300,217,1,49,9,460,575,2300
217,3,5.0,2,507,632,2531,217,3,5,2,507,632,2531
217,3,9.0,11,361,451,1803,217,3,9,11,361,451,1803
217,5,7.0,2,514,643,2573,217,5,7,2,514,643,2573
217,5,21.0,5,381,476,1904,217,5,21,5,381,476,1904
217,5,39.0,3,361,451,1804,217,5,39,3,361,451,1804
217,5,53.0,13,527,657,2630,217,5,53,13,527,657,2630
217,7,1.0,12,414,517,2069,217,7,1,12,414,517,2069
217,7,9.0,5,428,534,2138,217,7,9,5,428,534,2138
217,7,27.0,2,431,540,2158,217,7,27,2,431,540,2158
217,7,39.0,10,288,361,1444,217,7,39,10,288,361,1444
217,7,55.0,6,380,474,1896,217,7,55,6,380,474,1896
217,9,3.0,7,361,451,1804,217,9,3,7,361,451,1804
217,9,11.0,8,375,468,1876,217,9,11,8,375,468,1876
217,9,33.0,8,401,501,2006,217,9,33,8,401,501,2006
217,9,41.0,9,511,638,2555,217,9,41,9,511,638,2555
217,9,49.0,3,435,544,2179,217,9,49,3,435,544,2179
217,11,1.0,29,492,615,2461,217,11,1,29,492,615,2461
217,11,9.0,4,333,417,1667,217,11,9,4,333,417,1667
217,11,25.0,6,419,524,2096,217,11,25,6,419,524,2096
217,11,27.0,8,408,510,2038,217,11,27,8,408,510,2038
217,12,5.0,10,374,467,1868,217,12,5,10,374,467,1868
217,12,13.0,9,534,667,2669,217,12,13,9,534,667,2669
217,12,19.0,4,432,541,2161,217,12,19,4,432,541,2161
217,12,29.0,8,826,1033,4131,217,12,29,8,826,1033,4131
217,12,33.0,4,384,480,1921,217,12,33,4,384,480,1921
217,13,9.0,3,420,524,2098,217,13,9,3,420,524,2098
217,13,27.0,9,463,578,2313,217,13,27,9,463,578,2313
217,13,37.0,6,487,609,2435,217,13,37,6,487,609,2435
217,13,45.0,6,477,596,2384,217,13,45,6,477,596,2384
217,15,7.0,9,486,607,2429,217,15,7,9,486,607,2429
217,15,21.0,8,467,585,2338,217,15,21,8,467,585,2338
217,15,31.0,11,468,586,2342,217,15,31,11,468,586,2342
217,17,9.0,4,423,529,2115,217,17,9,4,423,529,2115
217,17,19.0,1,410,513,2053,217,17,19,1,410,513,2053
217,17,33.0,7,438,546,2187,217,17,33,7,438,546,2187
217,17,39.0,5,422,528,2112,217,17,39,5,422,528,2112
217,18,11.0,5,403,503,2015,217,18,11,5,403,503,2015
217,18,19.0,7,803,1004,4013,217,18,19,7,803,1004,4013
217,19,1.0,26,447,558,2233,217,19,1,26,447,558,2233
217,19,5.0,3,429,536,2145,217,19,5,3,429,536,2145
217,19,25.0,3,471,588,2351,217,19,25,3,471,588,2351
217,19,51.0,3,643,803,3213,217,19,51,3,643,803,3213
217,20,55.0,7,411,513,2055,217,20,55,7,411,513,2055
217,20,59.0,7,453,567,2267,217,20,59,7,453,567,2267
217,20,75.0,6,471,589,2355,217,20,75,6,471,589,2355
221,1,1.0,9,171,213,853,221,1,1,9,171,213,853
221,1,5.0,9,468,585,2342,221,1,5,9,468,585,2342
221,1,8.0,23,451,564,2253,221,1,8,23,451,564,2253
221,1,10.0,1,491,615,2456,221,1,10,1,491,615,2456
221,1,17.0,14,529,662,2647,221,1,17,14,529,662,2647
221,3,15.0,8,431,539,2154,221,3,15,8,431,539,2154
221,3,29.0,2,423,529,2117,221,3,29,2,423,529,2117
221,3,39.0,11,435,544,2179,221,3,39,11,435,544,2179
221,5,1.0,8,464,579,2319,221,5,1,8,464,579,2319
221,5,9.0,7,455,569,2275,221,5,9,7,455,569,2275
221,5,17.0,14,490,613,2451,221,5,17,14,490,613,2451
221,5,25.0,4,538,672,2688,221,5,25,4,538,672,2688
221,5,33.0,19,583,729,2917,221,5,33,19,583,729,2917
221,5,39.0,5,497,622,2486,221,5,39,5,497,622,2486
221,5,45.0,2,441,552,2205,221,5,45,2,441,552,2205
221,7,15.0,3,539,673,2693,221,7,15,3,539,673,2693
221,7,23.0,6,553,691,2762,221,7,23,6,553,691,2762
221,7,29.0,15,400,499,1998,221,7,29,15,400,499,1998
221,7,39.0,3,492,615,2462,221,7,39,3,492,615,2462
221,7,47.0,4,454,567,2268,221,7,47,4,454,567,2268
221,9,3.0,4,578,722,2889,221,9,3,4,578,722,2889
221,9,13.0,5,449,561,2244,221,9,13,5,449,561,2244
221,9,21.0,12,331,414,1655,221,9,21,12,331,414,1655
221,9,27.0,27,470,586,2347,221,9,27,27,470,586,2347
221,9,35.0,17,352,441,1763,221,9,35,17,352,441,1763
221,9,39.0,13,467,583,2332,221,9,39,13,467,583,2332
221,9,45.0,12,308,385,1539,221,9,45,12,308,385,1539
221,9,49.0,21,474,593,2372,221,9,49,21,474,593,2372
221,11,1.0,7,314,393,1572,221,11,1,7,314,393,1572
221,11,11.0,8,468,584,2336,221,11,11,8,468,584,2336
221,11,17.0,19,479,600,2400,221,11,17,19,479,600,2400
221,11,23.0,14,621,777,3105,221,11,23,14,621,777,3105
221,11,29.0,11,454,567,2269,221,11,29,11,454,567,2269
221,11,35.0,10,524,654,2616,221,11,35,10,524,654,2616
221,11,41.0,21,503,628,2514,221,11,41,21,503,628,2514
221,11,45.0,3,412,515,2060,221,11,45,3,412,515,2060
221,13,9.0,5,907,1134,4534,221,13,9,5,907,1134,4534
221,13,29.0,1,305,381,1527,221,13,29,1,305,381,1527
221,15,7.0,15,456,569,2277,221,15,7,15,456,569,2277
221,15,11.0,12,366,458,1834,221,15,11,12,366,458,1834
221,15,17.0,5,375,469,1874,221,15,17,5,375,469,1874
221,15,25.0,20,425,530,2122,221,15,25,20,425,530,2122
221,15,31.0,23,394,493,1973,221,15,31,23,394,493,1973
221,15,41.0,4,559,699,2798,221,15,41,4,559,699,2798
221,15,51.0,10,354,444,1775,221,15,51,10,354,444,1775
221,17,1.0,7,422,527,2108,221,17,1,7,422,527,2108
221,17,7.0,10,634,792,3168,221,17,7,10,634,792,3168
221,17,13.0,5,369,460,1843,221,17,13,5,369,460,1843
221,17,17.0,11,488,610,2442,221,17,17,11,488,610,2442
221,17,23.0,18,418,523,2090,221,17,23,18,418,523,2090
221,17,29.0,8,441,552,2206,221,17,29,8,441,552,2206
221,17,35.0,4,431,539,2154,221,17,35,4,431,539,2154
221,19,9.0,8,469,586,2342,221,19,9,8,469,586,2342
221,19,17.0,10,467,583,2331,221,19,17,10,467,583,2331
221,19,25.0,17,472,589,2359,221,19,25,17,472,589,2359
221,19,33.0,9,449,561,2244,221,19,33,9,449,561,2244
221,19,37.0,9,522,652,2606,221,19,37,9,522,652,2606
221,19,45.0,18,346,432,1727,221,19,45,18,346,432,1727
225,1,7.0,13,323,404,1619,225,1,7,13,323,404,1619
225,1,9.0,20,395,493,1972,225,1,9,20,395,493,1972
225,1,11.0,3,435,544,2178,225,1,11,3,435,544,2178
225,1,13.0,22,500,625,2498,225,1,13,22,500,625,2498
225,1,15.0,14,452,564,2258,225,1,15,14,452,564,2258
225,1,19.0,20,366,457,1830,225,1,19,20,366,457,1830
225,1,23.0,2,372,464,1858,225,1,23,2,372,464,1858
225,1,27.0,2,610,762,3050,225,1,27,2,610,762,3050
225,1,31.0,9,476,594,2378,225,1,31,9,476,594,2378
225,3,7.0,14,409,512,2047,225,3,7,14,409,512,2047
225,3,9.0,13,431,539,2155,225,3,9,13,431,539,2155
225,3,13.0,26,402,502,2011,225,3,13,26,402,502,2011
225,3,15.0,5,402,502,2010,225,3,15,5,402,502,2010
225,3,17.0,2,394,491,1967,225,3,17,2,394,491,1967
225,3,20.0,18,389,487,1945,225,3,20,18,389,487,1945
225,3,21.0,19,379,474,1895,225,3,21,19,379,474,1895
225,3,22.0,25,368,461,1842,225,3,22,25,368,461,1842
225,3,23.0,32,373,466,1865,225,3,23,32,373,466,1865
225,5,3.0,15,426,532,2127,225,5,3,15,426,532,2127
225,5,7.0,3,395,494,1974,225,5,7,3,395,494,1974
225,5,9.0,25,426,532,2129,225,5,9,25,426,532,2129
225,5,15.0,18,433,540,2163,225,5,15,18,433,540,2163
225,6,5.0,10,412,514,2056,225,6,5,10,412,514,2056
225,6,17.0,2,347,434,1738,225,6,17,2,347,434,1738
225,6,25.0,9,400,500,2001,225,6,25,9,400,500,2001
225,7,7.0,7,363,454,1816,225,7,7,7,363,454,1816
225,11,15.0,1,525,657,2627,225,11,15,1,525,657,2627
225,12,1.0,2,347,433,1733,225,12,1,2,347,433,1733
225,12,3.0,3,445,556,2225,225,12,3,3,445,556,2225
225,12,5.0,7,434,542,2170,225,12,5,7,434,542,2170
225,13,17.0,10,519,649,2595,225,13,17,10,519,649,2595
225,17,11.0,1,270,338,1348,225,17,11,1,270,338,1348
225,19,1.0,19,398,497,1991,225,19,1,19,398,497,1991
225,19,19.0,9,381,477,1908,225,19,19,9,381,477,1908
225,19,25.0,5,380,476,1901,225,19,25,5,380,476,1901
225,21,3.0,67,278,347,1391,225,21,3,67,278,347,1391
225,21,5.0,11,385,482,1926,225,21,5,11,385,482,1926
225,21,13.0,8,366,458,1831,225,21,13,8,366,458,1831
225,21,19.0,14,321,401,1605,225,21,19,14,321,401,1605
225,21,27.0,4,383,480,1918,225,21,27,4,383,480,1918
225,21,33.0,10,329,411,1643,225,21,33,10,329,411,1643
225,21,39.0,4,385,481,1924,225,21,39,4,385,481,1924
225,25,1.0,4,329,413,1648,225,25,1,4,329,413,1648
225,25,5.0,7,446,558,2231,225,25,5,7,446,558,2231
225,25,11.0,17,482,602,2407,225,25,11,17,482,602,2407
225,25,17.0,13,410,512,2049,225,25,17,13,410,512,2049
225,25,27.0,5,395,494,1972,225,25,27,5,395,494,1972
225,25,35.0,9,472,591,2363,225,25,35,9,472,591,2363
301,5,1.0,8,273,343,1371,301,5,1,8,273,343,1371
301,5,11.0,8,110,139,552,301,5,11,8,110,139,552
301,5,13.0,8,113,142,567,301,5,13,8,113,142,567
301,5,15.0,8,149,185,746,301,5,15,8,149,185,746
301,5,33.0,8,145,181,723,301,5,33,8,145,181,723
301,5,35.0,15,95,118,473,301,5,35,15,95,118,473
301,7,3.0,24,75,95,380,301,7,3,24,75,95,380
301,7,9.0,3,101,127,507,301,7,9,3,101,127,507
301,7,15.0,8,143,179,714,301,7,15,8,143,179,714
301,7,17.0,8,149,185,746,301,7,17,8,149,185,746
301,7,25.0,5,96,120,480,301,7,25,5,96,120,480
301,7,27.0,8,144,180,720,301,7,27,8,144,180,720
301,7,29.0,21,66,82,330,301,7,29,21,66,82,330
301,8,1.0,4,119,150,596,301,8,1,4,119,150,596
301,8,3.0,8,109,136,547,301,8,3,8,109,136,547
301,8,5.0,2,101,126,503,301,8,5,2,101,126,503
301,8,9.0,30,152,191,763,301,8,9,30,152,191,763
301,8,13.0,8,77,97,385,301,8,13,8,77,97,385
301,8,15.0,5,107,133,533,301,8,15,5,107,133,533
301,8,21.0,7,125,155,623,301,8,21,7,125,155,623
301,8,27.0,8,84,105,419,301,8,27,8,84,105,419
301,9,5.0,4,134,168,672,301,9,5,4,134,168,672
301,9,17.0,8,114,143,573,301,9,17,8,114,143,573
301,9,25.0,6,108,134,536,301,9,25,6,108,134,536
301,9,27.0,5,74,93,372,301,9,27,5,74,93,372
301,9,29.0,8,137,172,687,301,9,29,8,137,172,687
301,9,33.0,3,93,117,467,301,9,33,3,93,117,467
301,11,3.0,8,268,334,1341,301,11,3,8,268,334,1341
301,11,5.0,8,132,165,659,301,11,5,8,132,165,659
301,11,15.0,8,143,178,716,301,11,15,8,143,178,716
301,11,17.0,8,112,140,560,301,11,17,8,112,140,560
301,11,25.0,32,68,85,341,301,11,25,32,68,85,341
301,11,29.0,5,111,139,553,301,11,29,5,111,139,553
301,11,31.0,5,113,142,564,301,11,31,5,113,142,564
302,1,1.0,23,267,334,1335,302,1,1,23,267,334,1335
302,1,5.0,10,264,329,1318,302,1,5,10,264,329,1318
302,1,7.0,1,147,184,736,302,1,7,1,147,184,736
302,3,3.0,5,287,360,1439,302,3,3,5,287,360,1439
302,3,9.0,2,179,223,894,302,3,9,2,179,223,894
302,5,5.0,6,237,295,1183,302,5,5,6,237,295,1183
302,5,9.0,18,172,215,860,302,5,9,18,172,215,860
302,7,13.0,1,211,262,1049,302,7,13,1,211,262,1049
302,7,17.0,1,85,106,424,302,7,17,1,85,106,424
302,7,19.0,8,201,251,1004,302,7,19,8,201,251,1004
302,9,1.0,1,346,433,1733,302,9,1,1,346,433,1733
302,9,11.0,4,180,224,900,302,9,11,4,180,224,900
302,9,15.0,5,65,81,325,302,9,15,5,65,81,325
302,9,21.0,3,173,216,864,302,9,21,3,173,216,864
302,9,29.0,7,161,200,800,302,9,29,7,161,200,800
302,11,5.0,2,176,219,874,302,11,5,2,176,219,874
302,11,9.0,1,179,223,894,302,11,9,1,179,223,894
302,11,11.0,4,106,131,526,302,11,11,4,106,131,526
302,11,15.0,6,172,215,859,302,11,15,6,172,215,859
302,11,29.0,8,183,228,913,302,11,29,8,183,228,913
302,13,5.0,7,107,133,531,302,13,5,7,107,133,531
302,13,9.0,9,120,150,598,302,13,9,9,120,150,598
302,13,15.0,3,144,180,722,302,13,15,3,144,180,722
302,13,21.0,9,175,219,875,302,13,21,9,175,219,875
302,13,23.0,4,130,162,649,302,13,23,4,130,162,649
302,13,31.0,2,149,186,746,302,13,31,2,149,186,746
302,15,3.0,5,210,261,1043,302,15,3,5,210,261,1043
302,15,7.0,6,221,277,1106,302,15,7,6,221,277,1106
302,15,9.0,2,199,248,991,302,15,9,2,199,248,991
302,15,15.0,6,263,329,1317,302,15,15,6,263,329,1317
302,15,19.0,7,207,258,1033,302,15,19,7,207,258,1033
302,16,1.0,6,302,377,1507,302,16,1,6,302,377,1507
302,16,33.0,6,220,273,1097,302,16,33,6,220,273,1097
303,1,3.0,15,407,509,2036,303,1,3,15,407,509,2036
303,1,4.0,7,335,417,1672,303,1,4,7,335,417,1672
303,1,5.0,5,120,149,598,303,1,5,5,120,149,598
303,1,9.0,4,342,428,1710,303,1,9,4,342,428,1710
303,3,7.0,8,367,458,1832,303,3,7,8,367,458,1832
303,5,3.0,3,268,336,1341,303,5,3,3,268,336,1341
303,5,13.0,5,362,452,1809,303,5,13,5,362,452,1809
303,5,29.0,10,141,177,709,303,5,29,10,141,177,709
303,7,9.0,10,528,661,2643,303,7,9,10,528,661,2643
303,7,21.0,3,245,305,1220,303,7,21,3,245,305,1220
303,7,37.0,13,436,544,2177,303,7,37,13,436,544,2177
303,7,47.0,18,234,292,1168,303,7,47,18,234,292,1168
303,7,59.0,11,394,493,1970,303,7,59,11,394,493,1970
303,9,7.0,4,567,710,2837,303,9,7,4,567,710,2837
303,9,19.0,3,469,586,2345,303,9,19,3,469,586,2345
303,11,9.0,11,377,471,1887,303,11,9,11,377,471,1887
303,11,17.0,11,509,636,2544,303,11,17,11,509,636,2544
303,11,31.0,2,380,475,1900,303,11,31,2,380,475,1900
303,11,47.0,1,472,590,2362,303,11,47,1,472,590,2362
303,13,1.0,14,275,344,1373,303,13,1,14,275,344,1373
303,13,13.0,7,218,274,1094,303,13,13,7,218,274,1094
303,13,23.0,9,385,481,1923,303,13,23,9,385,481,1923
303,13,33.0,3,440,551,2203,303,13,33,3,440,551,2203
303,15,1.0,7,283,354,1416,303,15,1,7,283,354,1416
303,15,3.0,2,447,560,2239,303,15,3,2,447,560,2239
303,15,17.0,7,305,381,1525,303,15,17,7,305,381,1525
303,15,25.0,10,210,262,1050,303,15,25,10,210,262,1050
303,15,33.0,8,513,642,2566,303,15,33,8,513,642,2566
303,15,47.0,12,267,335,1338,303,15,47,12,267,335,1338
303,17,3.0,11,389,487,1944,303,17,3,11,389,487,1944
303,17,17.0,2,529,662,2649,303,17,17,2,529,662,2649
303,17,25.0,15,566,707,2831,303,17,25,15,566,707,2831
303,19,1.0,11,266,333,1331,303,19,1,11,266,333,1331
303,19,3.0,22,140,175,702,303,19,3,22,140,175,702
303,19,15.0,2,426,533,2132,303,19,15,2,426,533,2132
303,19,25.0,4,459,573,2296,303,19,25,4,459,573,2296
303,19,39.0,5,490,612,2451,303,19,39,5,490,612,2451
303,19,47.0,11,421,527,2109,303,19,47,11,421,527,2109
305,1,1.0,11,349,436,1745,305,1,1,11,349,436,1745
305,1,7.0,15,310,387,1548,305,1,7,15,310,387,1548
305,1,11.0,9,389,487,1948,305,1,11,9,389,487,1948
305,1,13.0,7,394,492,1968,305,1,13,7,392,490,1959
305,1,25.0,8,310,387,1550,305,1,25,8,310,387,1550
305,3,17.0,1,406,508,2031,305,3,17,1,405,506,2023
305,3,35.0,2,430,538,2153,305,3,35,2,429,536,2144
305,5,15.0,4,355,444,1775,305,5,15,4,353,442,1768
305,5,33.0,3,280,349,1399,305,5,33,3,279,349,1393
305,7,1.0,5,380,475,1896,305,7,1,5,380,475,1896
305,7,9.0,6,305,382,1527,305,7,9,6,304,380,1520
305,7,19.0,9,373,467,1865,305,7,19,9,371,464,1857
305,9,3.0,5,287,359,1435,101,9,3,5,539,673,2544
305,9,13.0,1,366,457,1831,305,9,13,1,364,455,1822
305,9,23.0,4,350,438,1753,305,9,23,4,349,436,1745
305,9,35.0,7,348,434,1737,305,9,35,7,346,433,1731
305,10,15.0,2,404,504,2016,305,10,15,2,401,502,2007
305,11,1.0,1,341,425,1703,305,11,1,1,341,425,1703
305,11,15.0,10,331,413,1654,305,11,15,10,329,412,1646
305,11,25.0,3,369,461,1844,305,11,25,3,368,459,1836
305,11,35.0,5,479,599,2393,305,11,35,5,477,596,2383
305,11,47.0,1,436,546,2180,305,11,47,1,434,543,2172
305,11,59.0,1,282,353,1411,305,11,59,1,281,351,1406
305,11,69.0,4,412,515,2063,305,11,69,4,411,513,2055
305,13,13.0,7,242,302,1210,305,13,13,7,240,302,1204
305,13,27.0,1,318,398,1589,305,13,27,1,316,395,1583
305,13,37.0,2,393,492,1966,305,13,37,2,392,489,1958
305,15,7.0,8,360,450,1801,305,15,7,8,359,448,1794
305,15,15.0,6,321,401,1606,305,15,15,6,320,400,1600
305,15,25.0,9,390,489,1953,305,15,25,9,389,486,1944
305,15,35.0,6,285,356,1424,305,15,35,6,284,355,1419
305,15,47.0,3,388,485,1940,305,15,47,3,386,483,1931
305,15,57.0,8,428,535,2137,305,15,57,8,425,532,2128
305,17,1.0,3,403,504,2013,305,17,1,3,403,504,2013
305,17,11.0,5,396,495,1980,305,17,11,5,394,493,1971
305,17,23.0,1,339,424,1696,305,17,23,1,338,422,1688
305,19,9.0,5,354,442,1769,305,19,9,5,352,440,1762
305,19,17.0,6,293,366,1466,305,19,17,6,292,365,1460
401,1,3.0,3,622,778,3112,401,1,3,3,622,778,3112
401,1,9.0,13,805,1008,4027,401,1,9,13,805,1008,4027
401,1,15.0,13,790,988,3953,401,1,15,13,790,988,3953
401,1,27.0,12,593,741,2967,401,1,27,12,593,741,2967
401,3,3.0,9,704,880,3518,401,3,3,9,704,880,3518
401,3,9.0,12,744,930,3721,401,3,9,12,744,930,3721
401,5,1.0,3,624,778,3115,401,5,1,3,624,778,3115
401,5,5.0,7,847,1060,4237,401,5,5,7,847,1060,4237
401,9,33.0,6,465,581,2324,401,9,33,6,465,581,2324
401,11,13.0,8,611,764,3057,401,11,13,8,611,764,3057
401,13,7.0,2,771,964,3856,401,13,7,2,771,964,3856
401,13,31.0,8,1126,1408,5632,401,13,31,8,1126,1408,5632
401,15,1.0,7,908,1136,4539,401,15,1,7,908,1136,4539
401,15,7.0,8,720,899,3596,401,15,7,8,720,899,3596
401,15,23.0,4,765,956,3826,401,15,23,4,765,956,3826
401,15,39.0,18,699,875,3498,401,15,39,18,699,875,3498
401,19,9.0,3,851,1064,4259,401,19,9,3,851,1064,4259
401,19,27.0,4,1063,1328,5312,401,19,27,4,1063,1328,5312
401,19,45.0,11,780,974,3899,401,19,45,11,780,974,3899
401,21,1.0,4,635,794,3173,401,21,1,4,635,794,3173
401,21,11.0,8,692,864,3460,401,21,11,8,692,864,3460
401,21,29.0,12,720,899,3596,401,21,29,12,720,899,3596
401,21,45.0,15,586,733,2929,401,21,45,15,586,733,2929
401,23,23.0,3,935,1168,4672,401,23,23,3,935,1168,4672
401,25,9.0,8,599,750,2997,401,25,9,8,599,750,2997
401,27,7.0,5,1038,1298,5191,401,27,7,5,1038,1298,5191
401,27,23.0,11,901,1126,4506,401,27,23,11,901,1126,4506
401,29,9.0,4,698,874,3493,401,29,9,4,698,874,3493
401,29,23.0,5,733,917,3666,401,29,23,5,733,917,3666
401,31,5.0,10,785,982,3927,401,31,5,10,785,982,3927
401,31,25.0,3,764,955,3821,401,31,25,3,764,955,3821
401,31,39.0,8,839,1049,4196,401,31,39,8,839,1049,4196
401,33,7.0,2,620,775,3100,401,33,7,2,620,775,3100
401,33,11.0,5,543,679,2715,401,33,11,5,543,679,2715
401,33,25.0,6,736,921,3681,401,33,25,6,736,921,3681
401,33,39.0,9,661,827,3307,401,33,39,9,661,827,3307
401,33,53.0,6,451,563,2251,401,33,53,6,451,563,2251
401,35,15.0,14,878,1096,4387,401,35,15,14,878,1096,4387
401,35,31.0,6,1319,1649,6594,401,35,31,6,1319,1649,6594
401,35,43.0,4,823,1028,4115,401,35,43,4,823,1028,4115
401,35,57.0,6,821,1027,4107,401,35,57,6,821,1027,4107
401,37,1.0,1,863,1078,4313,401,37,1,1,863,1078,4313
401,37,19.0,7,863,1080,4316,401,37,19,7,863,1080,4316
401,37,33.0,6,680,850,3399,401,37,33,6,680,850,3399
401,37,45.0,9,697,872,3486,401,37,45,9,697,872,3486
401,37,61.0,5,503,629,2514,401,37,61,5,503,629,2514
401,37,75.0,11,542,678,2709,401,37,75,11,542,678,2709
401,39,11.0,6,664,830,3320,401,39,11,6,664,830,3320
401,39,23.0,2,619,774,3095,401,39,23,2,619,774,3095
401,39,41.0,3,554,692,2769,401,39,41,3,554,692,2769
401,39,49.0,14,686,858,3434,401,39,49,14,686,858,3434
401,41,5.0,6,640,800,3197,401,41,5,6,640,800,3197
401,41,17.0,9,653,815,3261,401,41,17,9,653,815,3261
401,41,29.0,3,734,917,3669,401,41,29,3,734,917,3669
401,41,43.0,8,698,873,3492,401,41,43,8,698,873,3492
401,41,57.0,13,705,881,3526,401,41,57,13,705,881,3526
401,43,9.0,3,720,899,3596,401,43,9,3,720,899,3596
401,43,25.0,5,609,760,3044,401,43,25,5,609,760,3044
401,43,41.0,4,697,872,3485,401,43,41,4,697,872,3485
401,43,57.0,7,562,703,2812,401,43,57,7,562,703,2812
401,43,71.0,15,322,402,1607,401,43,71,15,322,402,1607
401,43,87.0,3,677,846,3385,401,43,87,3,677,846,3385
401,45,5.0,8,551,689,2755,401,45,5,8,551,689,2755
401,45,17.0,8,699,874,3497,401,45,17,8,699,874,3497
401,45,31.0,10,686,857,3429,401,45,31,10,686,857,3429
401,47,1.0,5,609,761,3041,401,47,1,5,609,761,3041
401,47,7.0,7,745,931,3724,401,47,7,7,745,931,3724
401,47,21.0,4,576,721,2883,401,47,21,4,576,721,2883
401,47,33.0,14,511,638,2553,401,47,33,14,511,638,2553
401,47,45.0,3,537,671,2683,401,47,45,3,537,671,2683
401,47,57.0,10,901,1126,4507,401,47,57,10,901,1126,4507
401,49,3.0,4,691,863,3455,401,49,3,4,691,863,3455
401,49,17.0,9,838,1047,4190,401,49,17,9,838,1047,4190
401,49,29.0,7,408,511,2041,401,49,29,7,408,511,2041
401,49,43.0,13,699,875,3498,401,49,43,13,699,875,3498
401,49,57.0,3,665,831,3322,401,49,57,3,665,831,3322
401,49,81.0,11,735,918,3675,401,49,81,11,735,918,3675
