tinh,huyen,xa,diaban,hoso,m4b17ma,m4b17c2,m4b17c3,m4b17c4,m4b17c5,m4b17c6
103,11,63.0,7,15,2.0,25.0,0.0,0.0,0.0,25.0
103,11,63.0,7,15,1.0,20.0,0.0,0.0,0.0,20.0
103,11,63.0,7,19,4.0,20.0,0.0,0.0,0.0,20.0
103,11,63.0,7,19,1.0,10.0,0.0,0.0,0.0,10.0
103,11,71.0,14,13,2.0,190.0,15.0,0.0,0.0,205.0
103,11,71.0,14,13,1.0,155.0,10.0,0.0,0.0,165.0
103,11,71.0,14,13,4.0,220.0,0.0,0.0,0.0,220.0
103,11,71.0,14,14,,,,,,
103,11,71.0,14,15,3.0,24.0,0.0,0.0,0.0,24.0
103,11,71.0,14,15,2.0,64.0,40.0,0.0,300.0,404.0
103,11,71.0,14,15,1.0,56.0,15.0,0.0,0.0,71.0
103,13,1.0,11,13,,,,,,
103,13,1.0,11,14,,,,,,
103,13,1.0,11,15,4.0,0.0,10.0,0.0,0.0,10.0
103,13,7.0,12,14,2.0,50.0,50.0,0.0,0.0,100.0
103,13,7.0,12,14,4.0,50.0,40.0,0.0,0.0,90.0
103,13,7.0,12,14,1.0,120.0,20.0,0.0,0.0,140.0
103,13,7.0,12,19,,,,,,
103,13,7.0,12,20,2.0,61.0,0.0,0.0,0.0,61.0
103,13,7.0,12,20,4.0,0.0,20.0,0.0,0.0,20.0
103,13,7.0,12,20,1.0,60.0,40.0,10.0,0.0,110.0
103,13,7.0,12,20,3.0,31.0,0.0,0.0,0.0,31.0
103,13,13.0,9,13,3.0,24.0,0.0,0.0,0.0,24.0
103,13,13.0,9,13,4.0,50.0,0.0,0.0,0.0,50.0
103,13,13.0,9,13,1.0,40.0,0.0,0.0,0.0,40.0
103,13,13.0,9,14,1.0,30.0,40.0,0.0,0.0,70.0
103,13,13.0,9,14,4.0,10.0,15.0,0.0,0.0,25.0
103,13,13.0,9,14,2.0,10.0,10.0,0.0,0.0,20.0
103,13,13.0,9,15,1.0,0.0,15.0,0.0,0.0,15.0
103,13,13.0,9,15,2.0,0.0,6.0,0.0,2.0,8.0
103,13,21.0,6,13,3.0,35.0,0.0,0.0,0.0,35.0
103,13,21.0,6,13,4.0,0.0,0.0,0.0,50.0,50.0
103,13,21.0,6,13,2.0,120.0,0.0,0.0,0.0,120.0
103,13,21.0,6,13,1.0,43.0,0.0,0.0,0.0,43.0
103,13,21.0,6,14,4.0,60.0,10.0,0.0,0.0,70.0
103,13,21.0,6,14,2.0,60.0,10.0,0.0,0.0,70.0
103,13,21.0,6,14,1.0,60.0,10.0,0.0,16.0,86.0
103,13,21.0,6,15,1.0,40.0,10.0,0.0,0.0,50.0
103,13,21.0,6,15,4.0,40.0,10.0,0.0,0.0,50.0
103,13,21.0,6,15,2.0,80.0,60.0,0.0,0.0,140.0
103,13,29.0,19,13,,,,,,
103,13,29.0,19,14,,,,,,
103,13,29.0,19,15,,,,,,
103,15,3.0,21,13,2.0,20.0,10.0,0.0,200.0,230.0
103,15,3.0,21,13,1.0,15.0,5.0,0.0,50.0,70.0
103,15,3.0,21,13,4.0,20.0,0.0,0.0,0.0,20.0
103,15,3.0,21,13,3.0,6.0,0.0,0.0,0.0,6.0
103,15,3.0,21,14,1.0,50.0,0.0,0.0,0.0,50.0
103,15,3.0,21,14,2.0,60.0,0.0,0.0,0.0,60.0
103,15,3.0,21,14,3.0,15.0,0.0,0.0,0.0,15.0
103,15,3.0,21,15,2.0,70.0,10.0,0.0,50.0,130.0
103,15,3.0,21,15,1.0,50.0,0.0,0.0,0.0,50.0
103,15,3.0,21,15,3.0,15.0,0.0,0.0,0.0,15.0
103,15,11.0,2,13,3.0,30.0,0.0,0.0,0.0,30.0
103,15,11.0,2,13,2.0,120.0,0.0,0.0,30.0,150.0
103,15,11.0,2,13,4.0,50.0,0.0,0.0,0.0,50.0
103,15,11.0,2,13,1.0,100.0,5.0,0.0,0.0,105.0
103,15,11.0,2,14,2.0,150.0,20.0,0.0,50.0,220.0
103,15,11.0,2,14,3.0,20.0,0.0,0.0,10.0,30.0
103,15,11.0,2,14,4.0,50.0,0.0,0.0,0.0,50.0
103,15,11.0,2,14,1.0,130.0,5.0,0.0,0.0,135.0
103,15,11.0,2,15,,,,,,
103,15,19.0,8,13,,,,,,
103,15,19.0,8,15,,,,,,
103,15,19.0,8,19,1.0,0.0,20.0,0.0,0.0,20.0
103,15,25.0,4,14,2.0,0.0,0.0,0.0,5.0,5.0
103,15,25.0,4,15,3.0,0.0,0.0,0.0,10.0,10.0
103,15,25.0,4,15,2.0,100.0,20.0,0.0,100.0,220.0
103,15,25.0,4,15,4.0,100.0,25.0,0.0,100.0,225.0
103,15,25.0,4,15,1.0,60.0,10.0,0.0,20.0,90.0
103,15,25.0,4,19,2.0,100.0,10.0,0.0,50.0,160.0
103,15,25.0,4,19,1.0,70.0,5.0,0.0,40.0,115.0
103,15,25.0,4,19,3.0,20.0,0.0,0.0,0.0,20.0
103,15,25.0,4,19,4.0,75.0,0.0,0.0,100.0,175.0
103,15,33.0,13,13,1.0,60.0,10.0,0.0,0.0,70.0
103,15,33.0,13,13,2.0,150.0,0.0,0.0,0.0,150.0
103,15,33.0,13,13,3.0,20.0,0.0,0.0,0.0,20.0
103,15,33.0,13,15,2.0,0.0,0.0,0.0,5.0,5.0
103,15,33.0,13,19,1.0,0.0,2.0,1.0,0.0,3.0
103,15,33.0,13,19,2.0,0.0,1.0,2.0,5.0,8.0
103,17,17.0,11,13,4.0,102.0,0.0,0.0,0.0,102.0
103,17,17.0,11,13,3.0,19.0,0.0,0.0,0.0,19.0
103,17,17.0,11,13,1.0,108.0,0.0,0.0,0.0,108.0
103,17,17.0,11,13,2.0,125.0,0.0,0.0,0.0,125.0
103,17,17.0,11,14,1.0,108.0,4.0,0.0,6.0,118.0
103,17,17.0,11,14,2.0,140.0,15.0,0.0,26.0,181.0
103,17,17.0,11,14,4.0,86.0,0.0,0.0,0.0,86.0
103,17,17.0,11,14,3.0,18.0,0.0,0.0,0.0,18.0
103,17,17.0,11,15,1.0,137.0,4.0,0.0,7.0,148.0
103,17,17.0,11,15,4.0,96.0,0.0,0.0,0.0,96.0
103,17,17.0,11,15,2.0,180.0,14.0,0.0,28.0,222.0
103,17,17.0,11,15,3.0,24.0,0.0,0.0,0.0,24.0
103,17,23.0,24,13,1.0,88.0,20.0,0.0,5.0,113.0
103,17,23.0,24,13,4.0,90.0,0.0,0.0,7.0,97.0
103,17,23.0,24,14,4.0,210.0,0.0,0.0,0.0,210.0
103,17,23.0,24,14,1.0,85.0,0.0,0.0,0.0,85.0
103,17,23.0,24,14,3.0,20.0,0.0,0.0,0.0,20.0
103,17,23.0,24,15,4.0,45.0,0.0,0.0,0.0,45.0
103,17,23.0,24,15,2.0,150.0,0.0,0.0,0.0,150.0
103,17,23.0,24,15,1.0,70.0,0.0,0.0,0.0,70.0
103,17,31.0,13,13,1.0,44.0,7.0,0.0,0.0,51.0
103,17,31.0,13,13,2.0,50.0,10.0,0.0,0.0,60.0
103,17,31.0,13,13,3.0,4.0,0.0,0.0,0.0,4.0
103,17,31.0,13,13,4.0,8.0,2.0,0.0,0.0,10.0
103,17,31.0,13,14,1.0,140.0,52.0,7.0,0.0,199.0
103,17,31.0,13,14,3.0,22.0,16.0,0.0,0.0,38.0
103,17,31.0,13,14,4.0,56.0,42.0,4.0,0.0,102.0
103,17,31.0,13,14,2.0,150.0,56.0,15.0,0.0,221.0
103,17,31.0,13,15,2.0,36.0,4.0,0.0,0.0,40.0
103,17,31.0,13,15,3.0,4.0,0.0,0.0,0.0,4.0
103,17,31.0,13,15,4.0,8.0,0.0,0.0,0.0,8.0
103,17,31.0,13,15,1.0,35.0,3.0,0.0,0.0,38.0
103,17,47.0,18,13,3.0,4.0,0.0,0.0,0.0,4.0
103,17,47.0,18,13,2.0,30.0,0.0,0.0,0.0,30.0
103,17,47.0,18,13,1.0,23.0,0.0,0.0,0.0,23.0
103,17,47.0,18,15,1.0,0.0,20.0,0.0,15.0,35.0
103,17,47.0,18,15,2.0,0.0,68.0,0.0,40.0,108.0
103,17,47.0,18,24,,,,,,
103,19,9.0,1,13,2.0,80.0,0.0,40.0,30.0,150.0
103,19,9.0,1,13,1.0,264.0,10.0,0.0,10.0,284.0
103,19,9.0,1,14,2.0,400.0,100.0,0.0,0.0,500.0
103,19,9.0,1,14,3.0,60.0,10.0,0.0,10.0,80.0
103,19,9.0,1,14,4.0,100.0,0.0,0.0,0.0,100.0
103,19,9.0,1,14,1.0,250.0,50.0,0.0,10.0,310.0
103,19,9.0,1,15,4.0,350.0,0.0,15.0,0.0,365.0
103,19,9.0,1,15,1.0,185.0,150.0,0.0,10.0,345.0
103,19,9.0,1,15,2.0,190.0,150.0,0.0,20.0,360.0
103,19,9.0,1,15,3.0,268.0,80.0,0.0,27.0,375.0
103,19,17.0,13,13,4.0,91.0,0.0,73.0,6.0,170.0
103,19,17.0,13,13,2.0,70.0,10.0,90.0,10.0,180.0
103,19,17.0,13,13,3.0,110.0,5.0,110.0,0.0,225.0
103,19,17.0,13,13,1.0,135.0,10.0,100.0,5.0,250.0
103,19,17.0,13,14,5.0,0.0,0.0,0.0,20.0,20.0
103,19,17.0,13,14,1.0,0.0,0.0,0.0,11.0,11.0
103,19,17.0,13,15,2.0,80.0,0.0,0.0,0.0,80.0
103,19,17.0,13,15,1.0,80.0,7.0,0.0,8.0,95.0
103,19,17.0,13,15,3.0,24.0,0.0,0.0,0.0,24.0
103,19,25.0,12,13,2.0,56.0,20.0,0.0,20.0,96.0
103,19,25.0,12,13,1.0,223.0,15.0,0.0,10.0,248.0
103,19,25.0,12,14,3.0,175.0,0.0,0.0,0.0,175.0
103,19,25.0,12,14,2.0,182.0,0.0,0.0,0.0,182.0
103,19,25.0,12,14,1.0,230.0,10.0,0.0,8.0,248.0
103,19,25.0,12,14,4.0,158.0,0.0,2.0,0.0,160.0
103,19,25.0,12,15,3.0,50.0,0.0,0.0,0.0,50.0
103,19,25.0,12,15,1.0,140.0,20.0,20.0,2.0,182.0
103,19,25.0,12,15,2.0,220.0,10.0,10.0,0.0,240.0
103,19,35.0,3,13,2.0,42.0,10.0,7.0,20.0,79.0
103,19,35.0,3,13,1.0,43.0,10.0,0.0,0.0,53.0
103,19,35.0,3,13,3.0,0.0,10.0,0.0,0.0,10.0
103,19,35.0,3,14,1.0,120.0,5.0,0.0,122.0,247.0
103,19,35.0,3,14,3.0,160.0,0.0,0.0,0.0,160.0
103,19,35.0,3,14,4.0,150.0,0.0,0.0,0.0,150.0
103,19,35.0,3,14,2.0,100.0,0.0,0.0,100.0,200.0
103,19,35.0,3,15,2.0,150.0,10.0,0.0,0.0,160.0
103,19,35.0,3,15,3.0,60.0,5.0,0.0,0.0,65.0
103,19,35.0,3,15,1.0,90.0,30.0,0.0,0.0,120.0
103,19,45.0,17,13,2.0,120.0,0.0,0.0,0.0,120.0
103,19,45.0,17,13,3.0,20.0,0.0,0.0,0.0,20.0
103,19,45.0,17,13,1.0,110.0,5.0,0.0,0.0,115.0
103,19,45.0,17,14,3.0,200.0,100.0,50.0,0.0,350.0
103,19,45.0,17,14,1.0,300.0,100.0,50.0,6.0,456.0
103,19,45.0,17,14,2.0,250.0,100.0,100.0,0.0,450.0
103,19,45.0,17,14,4.0,0.0,55.0,20.0,0.0,75.0
103,19,45.0,17,15,2.0,75.0,54.0,0.0,0.0,129.0
103,19,45.0,17,15,1.0,87.0,144.0,55.0,8.0,294.0
103,21,1.0,10,13,3.0,50.0,0.0,0.0,0.0,50.0
103,21,1.0,10,13,2.0,110.0,0.0,0.0,0.0,110.0
103,21,1.0,10,13,1.0,102.0,0.0,0.0,0.0,102.0
103,21,1.0,10,14,,,,,,
103,21,1.0,10,20,3.0,35.0,0.0,0.0,0.0,35.0
103,21,1.0,10,20,2.0,105.0,0.0,0.0,10.0,115.0
103,21,1.0,10,20,1.0,70.0,0.0,0.0,0.0,70.0
103,21,7.0,12,13,2.0,150.0,0.0,0.0,5.0,155.0
103,21,7.0,12,13,1.0,100.0,0.0,0.0,0.0,100.0
103,21,7.0,12,14,3.0,20.0,10.0,15.0,0.0,45.0
103,21,7.0,12,14,1.0,80.0,20.0,30.0,0.0,130.0
103,21,7.0,12,14,2.0,120.0,30.0,20.0,0.0,170.0
103,21,7.0,12,15,2.0,0.0,0.0,0.0,10.0,10.0
103,21,7.0,12,15,1.0,0.0,10.0,0.0,0.0,10.0
103,21,17.0,10,13,2.0,240.0,5.0,0.0,0.0,245.0
103,21,17.0,10,13,3.0,80.0,3.0,0.0,0.0,83.0
103,21,17.0,10,13,1.0,160.0,5.0,0.0,0.0,165.0
103,21,17.0,10,14,3.0,70.0,5.0,0.0,0.0,75.0
103,21,17.0,10,14,1.0,140.0,10.0,0.0,0.0,150.0
103,21,17.0,10,14,2.0,210.0,5.0,0.0,0.0,215.0
103,21,17.0,10,15,1.0,0.0,6.0,0.0,4.0,10.0
103,21,25.0,2,13,,,,,,
103,21,25.0,2,14,,,,,,
103,21,25.0,2,15,1.0,112.0,25.0,1.0,9.0,147.0
103,21,25.0,2,15,4.0,120.0,0.0,0.0,0.0,120.0
103,21,25.0,2,15,2.0,0.0,0.0,0.0,20.0,20.0
103,21,35.0,17,13,3.0,60.0,0.0,0.0,0.0,60.0
103,21,35.0,17,13,1.0,140.0,20.0,0.0,10.0,170.0
103,21,35.0,17,13,2.0,260.0,0.0,0.0,0.0,260.0
103,21,35.0,17,14,,,,,,
103,21,35.0,17,15,2.0,140.0,0.0,0.0,0.0,140.0
103,21,35.0,17,15,1.0,77.0,0.0,0.0,8.0,85.0
103,21,35.0,17,15,3.0,28.0,0.0,0.0,0.0,28.0
103,21,43.0,8,13,4.0,45.0,0.0,0.0,0.0,45.0
103,21,43.0,8,13,2.0,220.0,0.0,0.0,0.0,220.0
103,21,43.0,8,13,1.0,60.0,0.0,0.0,0.0,60.0
103,21,43.0,8,14,1.0,80.0,2.0,20.0,0.0,102.0
103,21,43.0,8,14,2.0,200.0,5.0,10.0,0.0,215.0
103,21,43.0,8,15,2.0,45.0,5.0,0.0,0.0,50.0
103,21,43.0,8,15,1.0,30.0,2.0,0.0,0.0,32.0
103,21,51.0,2,13,1.0,110.0,20.0,0.0,0.0,130.0
103,21,51.0,2,13,3.0,90.0,0.0,0.0,0.0,90.0
103,21,51.0,2,13,2.0,345.0,10.0,0.0,5.0,360.0
103,21,51.0,2,14,1.0,70.0,5.0,0.0,0.0,75.0
103,21,51.0,2,14,2.0,100.0,6.0,0.0,0.0,106.0
103,21,51.0,2,14,3.0,30.0,0.0,0.0,0.0,30.0
103,21,51.0,2,15,,,,,,
104,1,1.0,9,13,,,,,,
104,1,1.0,9,15,,,,,,
104,1,1.0,9,19,,,,,,
104,1,3.0,8,13,3.0,18.0,2.0,0.0,0.0,20.0
104,1,3.0,8,13,1.0,46.0,2.0,0.0,0.0,48.0
104,1,3.0,8,13,4.0,150.0,5.0,0.0,0.0,155.0
104,1,3.0,8,14,,,,,,
104,1,3.0,8,15,,,,,,
104,1,4.0,8,13,3.0,80.0,40.0,0.0,0.0,120.0
104,1,4.0,8,13,1.0,48.0,15.0,0.0,0.0,63.0
104,1,4.0,8,13,2.0,0.0,15.0,0.0,0.0,15.0
104,1,4.0,8,13,4.0,32.0,45.0,0.0,0.0,77.0
104,1,4.0,8,14,2.0,20.0,0.0,0.0,0.0,20.0
104,1,4.0,8,14,5.0,20.0,0.0,0.0,0.0,20.0
104,1,4.0,8,14,3.0,8.0,0.0,2.0,0.0,10.0
104,1,4.0,8,14,1.0,10.0,7.0,0.0,0.0,17.0
104,1,4.0,8,14,4.0,0.0,0.0,5.0,0.0,5.0
104,1,4.0,8,15,4.0,32.0,0.0,0.0,0.0,32.0
104,1,4.0,8,15,1.0,28.0,0.0,0.0,0.0,28.0
104,1,4.0,8,15,3.0,32.0,0.0,0.0,0.0,32.0
104,1,7.0,3,14,,,,,,
104,1,7.0,3,19,,,,,,
104,1,7.0,3,20,,,,,,
104,1,17.0,11,13,3.0,24.0,2.0,5.0,0.0,31.0
104,1,17.0,11,13,1.0,36.0,2.0,0.0,0.0,38.0
104,1,17.0,11,13,2.0,20.0,0.0,0.0,0.0,20.0
104,1,17.0,11,13,4.0,72.0,3.0,4.0,0.0,79.0
104,1,17.0,11,14,3.0,35.0,0.0,0.0,0.0,35.0
104,1,17.0,11,14,1.0,70.0,0.0,0.0,0.0,70.0
104,1,17.0,11,14,4.0,105.0,5.0,45.0,0.0,155.0
104,1,17.0,11,15,3.0,20.0,4.0,6.0,0.0,30.0
104,1,17.0,11,15,2.0,30.0,0.0,0.0,0.0,30.0
104,1,17.0,11,15,1.0,45.0,2.0,3.0,0.0,50.0
104,1,17.0,11,15,4.0,80.0,5.0,10.0,0.0,95.0
104,2,1.0,7,13,,,,,,
104,2,1.0,7,14,,,,,,
104,2,1.0,7,15,,,,,,
104,2,7.0,24,13,1.0,20.0,16.0,0.0,0.0,36.0
104,2,7.0,24,13,2.0,100.0,10.0,0.0,0.0,110.0
104,2,7.0,24,13,4.0,28.0,8.0,0.0,5.0,41.0
104,2,7.0,24,13,3.0,0.0,5.0,0.0,0.0,5.0
104,2,7.0,24,14,1.0,84.0,0.0,0.0,0.0,84.0
104,2,7.0,24,14,3.0,48.0,0.0,0.0,0.0,48.0
104,2,7.0,24,14,4.0,132.0,0.0,0.0,0.0,132.0
104,2,7.0,24,15,1.0,24.0,27.0,0.0,0.0,51.0
104,2,7.0,24,15,4.0,50.0,10.0,0.0,0.0,60.0
104,2,7.0,24,15,2.0,0.0,50.0,0.0,0.0,50.0
104,2,7.0,24,15,3.0,0.0,6.0,0.0,0.0,6.0
104,2,9.0,16,13,,,,,,
104,2,9.0,16,15,4.0,50.0,0.0,0.0,0.0,50.0
104,2,9.0,16,15,1.0,30.0,0.0,0.0,0.0,30.0
104,2,9.0,16,15,3.0,15.0,0.0,0.0,0.0,15.0
104,2,9.0,16,19,1.0,3.0,0.0,0.0,0.0,3.0
104,2,9.0,16,19,4.0,6.0,0.0,0.0,0.0,6.0
104,2,9.0,16,19,3.0,2.0,0.0,0.0,0.0,2.0
104,2,13.0,14,13,3.0,96.0,5.0,4.0,0.0,105.0
104,2,13.0,14,13,2.0,0.0,47.0,20.0,0.0,67.0
104,2,13.0,14,13,1.0,192.0,97.0,5.0,0.0,294.0
104,2,13.0,14,13,4.0,288.0,59.0,0.0,0.0,347.0
104,2,13.0,14,14,,,,,,
104,2,13.0,14,15,4.0,50.0,0.0,0.0,0.0,50.0
104,2,13.0,14,15,3.0,15.0,0.0,0.0,0.0,15.0
104,2,13.0,14,15,1.0,30.0,0.0,0.0,0.0,30.0
104,3,11.0,3,13,1.0,13.0,25.0,4.0,0.0,42.0
104,3,11.0,3,13,3.0,10.0,8.0,2.0,0.0,20.0
104,3,11.0,3,13,4.0,40.0,12.0,5.0,0.0,57.0
104,3,11.0,3,13,2.0,0.0,8.0,0.0,0.0,8.0
104,3,11.0,3,13,5.0,0.0,0.0,6.0,0.0,6.0
104,3,11.0,3,14,4.0,35.0,25.0,0.0,0.0,60.0
104,3,11.0,3,14,2.0,30.0,0.0,0.0,0.0,30.0
104,3,11.0,3,14,3.0,15.0,0.0,0.0,0.0,15.0
104,3,11.0,3,14,1.0,36.0,18.0,0.0,0.0,54.0
104,3,11.0,3,15,5.0,0.0,0.0,40.0,0.0,40.0
104,3,11.0,3,15,3.0,53.0,15.0,3.0,0.0,71.0
104,3,11.0,3,15,4.0,91.0,30.0,0.0,0.0,121.0
104,3,11.0,3,15,1.0,54.0,36.0,4.0,0.0,94.0
104,3,11.0,3,15,2.0,65.0,30.0,0.0,0.0,95.0
104,3,29.0,9,13,1.0,15.0,30.0,0.0,0.0,45.0
104,3,29.0,9,13,3.0,0.0,10.0,10.0,0.0,20.0
104,3,29.0,9,13,4.0,60.0,100.0,10.0,0.0,170.0
104,3,29.0,9,13,2.0,30.0,50.0,0.0,0.0,80.0
104,3,29.0,9,14,4.0,200.0,100.0,0.0,0.0,300.0
104,3,29.0,9,14,3.0,140.0,0.0,33.0,0.0,173.0
104,3,29.0,9,14,1.0,70.0,38.0,0.0,0.0,108.0
104,3,29.0,9,14,2.0,0.0,20.0,30.0,0.0,50.0
104,3,29.0,9,15,2.0,0.0,45.0,0.0,0.0,45.0
104,3,29.0,9,15,4.0,58.0,0.0,0.0,0.0,58.0
104,3,29.0,9,15,5.0,0.0,0.0,10.0,0.0,10.0
104,3,29.0,9,15,1.0,29.0,36.0,3.0,0.0,68.0
104,3,29.0,9,15,3.0,29.0,15.0,4.0,0.0,48.0
104,3,33.0,9,13,3.0,22.0,0.0,4.0,0.0,26.0
104,3,33.0,9,13,2.0,10.0,0.0,0.0,0.0,10.0
104,3,33.0,9,13,1.0,24.0,6.0,3.0,0.0,33.0
104,3,33.0,9,13,5.0,0.0,0.0,20.0,0.0,20.0
104,3,33.0,9,13,4.0,40.0,10.0,0.0,30.0,80.0
104,3,33.0,9,14,3.0,30.0,0.0,0.0,0.0,30.0
104,3,33.0,9,14,4.0,100.0,100.0,0.0,0.0,200.0
104,3,33.0,9,14,1.0,50.0,20.0,0.0,0.0,70.0
104,3,33.0,9,14,2.0,0.0,200.0,0.0,0.0,200.0
104,3,33.0,9,15,4.0,93.0,400.0,0.0,0.0,493.0
104,3,33.0,9,15,2.0,180.0,100.0,0.0,0.0,280.0
104,3,33.0,9,15,1.0,60.0,20.0,0.0,0.0,80.0
104,3,43.0,4,14,1.0,17.0,20.0,7.0,0.0,44.0
104,3,43.0,4,14,4.0,30.0,20.0,12.0,0.0,62.0
104,3,43.0,4,14,2.0,10.0,25.0,0.0,0.0,35.0
104,3,43.0,4,14,3.0,0.0,0.0,2.0,0.0,2.0
104,3,43.0,4,14,5.0,0.0,0.0,10.0,0.0,10.0
104,3,43.0,4,15,1.0,40.0,20.0,0.0,0.0,60.0
104,3,43.0,4,15,3.0,15.0,10.0,20.0,0.0,45.0
104,3,43.0,4,15,2.0,40.0,40.0,0.0,0.0,80.0
104,3,43.0,4,15,4.0,50.0,30.0,0.0,0.0,80.0
104,3,43.0,4,19,1.0,24.0,0.0,0.0,0.0,24.0
104,3,43.0,4,19,3.0,9.0,0.0,30.0,0.0,39.0
104,3,43.0,4,19,4.0,30.0,0.0,0.0,0.0,30.0
104,3,43.0,4,19,2.0,30.0,0.0,30.0,0.0,60.0
104,3,53.0,13,13,1.0,0.0,16.0,0.0,0.0,16.0
104,3,53.0,13,13,5.0,0.0,30.0,0.0,0.0,30.0
104,3,53.0,13,14,5.0,0.0,0.0,30.0,0.0,30.0
104,3,53.0,13,14,3.0,20.0,5.0,5.0,0.0,30.0
104,3,53.0,13,14,2.0,40.0,15.0,0.0,0.0,55.0
104,3,53.0,13,14,4.0,40.0,10.0,10.0,30.0,90.0
104,3,53.0,13,14,1.0,26.0,8.0,4.0,0.0,38.0
104,3,53.0,13,15,2.0,100.0,50.0,23.0,0.0,173.0
104,3,53.0,13,15,4.0,100.0,150.0,0.0,0.0,250.0
104,3,53.0,13,15,1.0,40.0,10.0,0.0,0.0,50.0
104,3,53.0,13,15,3.0,0.0,0.0,10.0,0.0,10.0
104,3,61.0,5,13,2.0,130.0,70.0,0.0,0.0,200.0
104,3,61.0,5,13,3.0,0.0,0.0,5.0,0.0,5.0
104,3,61.0,5,13,4.0,130.0,127.0,122.0,0.0,379.0
104,3,61.0,5,13,1.0,40.0,40.0,0.0,0.0,80.0
104,3,61.0,5,14,5.0,0.0,0.0,50.0,0.0,50.0
104,3,61.0,5,14,4.0,40.0,50.0,12.0,0.0,102.0
104,3,61.0,5,14,3.0,28.0,30.0,15.0,0.0,73.0
104,3,61.0,5,14,2.0,50.0,40.0,0.0,0.0,90.0
104,3,61.0,5,14,1.0,28.0,70.0,15.0,0.0,113.0
104,3,61.0,5,15,4.0,80.0,40.0,15.0,0.0,135.0
104,3,61.0,5,15,2.0,0.0,30.0,0.0,0.0,30.0
104,3,61.0,5,15,1.0,30.0,20.0,6.0,0.0,56.0
104,3,69.0,13,13,4.0,80.0,160.0,0.0,0.0,240.0
104,3,69.0,13,13,1.0,25.0,10.0,0.0,0.0,35.0
104,3,69.0,13,13,2.0,10.0,0.0,0.0,0.0,10.0
104,3,69.0,13,19,3.0,40.0,20.0,0.0,0.0,60.0
104,3,69.0,13,19,4.0,50.0,20.0,0.0,50.0,120.0
104,3,69.0,13,19,2.0,100.0,30.0,0.0,0.0,130.0
104,3,69.0,13,19,1.0,45.0,40.0,0.0,0.0,85.0
104,3,69.0,13,20,3.0,50.0,0.0,0.0,0.0,50.0
104,3,69.0,13,20,4.0,135.0,95.0,0.0,0.0,230.0
104,3,69.0,13,20,2.0,150.0,95.0,0.0,0.0,245.0
104,3,69.0,13,20,1.0,54.0,10.0,0.0,0.0,64.0
104,3,75.0,8,13,3.0,14.0,4.0,0.0,0.0,18.0
104,3,75.0,8,13,1.0,15.0,8.0,0.0,0.0,23.0
104,3,75.0,8,13,4.0,30.0,10.0,0.0,0.0,40.0
104,3,75.0,8,13,2.0,35.0,8.0,0.0,0.0,43.0
104,3,75.0,8,14,4.0,60.0,20.0,10.0,0.0,90.0
104,3,75.0,8,14,1.0,25.0,9.0,3.0,0.0,37.0
104,3,75.0,8,14,2.0,10.0,25.0,0.0,0.0,35.0
104,3,75.0,8,14,5.0,0.0,0.0,10.0,0.0,10.0
104,3,75.0,8,14,3.0,0.0,0.0,4.0,0.0,4.0
104,3,75.0,8,19,2.0,160.0,15.0,30.0,0.0,205.0
104,3,75.0,8,19,3.0,0.0,0.0,5.0,0.0,5.0
104,3,75.0,8,19,1.0,48.0,5.0,8.0,0.0,61.0
104,3,75.0,8,19,4.0,80.0,28.0,30.0,0.0,138.0
104,4,1.0,2,13,3.0,16.0,0.0,0.0,0.0,16.0
104,4,1.0,2,13,2.0,0.0,45.0,0.0,0.0,45.0
104,4,1.0,2,13,1.0,24.0,9.0,0.0,0.0,33.0
104,4,1.0,2,13,4.0,60.0,50.0,0.0,100.0,210.0
104,4,1.0,2,14,1.0,60.0,90.0,0.0,0.0,150.0
104,4,1.0,2,14,4.0,148.0,49.0,4.0,0.0,201.0
104,4,1.0,2,14,3.0,50.0,30.0,10.0,0.0,90.0
104,4,1.0,2,14,2.0,150.0,60.0,16.0,35.0,261.0
104,4,1.0,2,15,4.0,225.0,260.0,25.0,167.0,677.0
104,4,1.0,2,15,2.0,0.0,30.0,0.0,0.0,30.0
104,4,1.0,2,15,3.0,60.0,70.0,13.0,0.0,143.0
104,4,1.0,2,15,1.0,90.0,63.0,11.0,0.0,164.0
104,4,9.0,10,13,3.0,80.0,55.0,0.0,0.0,135.0
104,4,9.0,10,13,4.0,300.0,190.0,0.0,230.0,720.0
104,4,9.0,10,13,1.0,120.0,28.0,3.0,0.0,151.0
104,4,9.0,10,13,2.0,0.0,90.0,0.0,0.0,90.0
104,4,9.0,10,14,4.0,195.0,40.0,7.0,17.0,259.0
104,4,9.0,10,14,3.0,39.0,10.0,4.0,0.0,53.0
104,4,9.0,10,14,1.0,91.0,23.0,4.0,0.0,118.0
104,4,9.0,10,15,2.0,135.0,90.0,12.0,30.0,267.0
104,4,9.0,10,15,1.0,54.0,35.0,0.0,0.0,89.0
104,4,9.0,10,15,4.0,120.0,44.0,0.0,0.0,164.0
104,4,9.0,10,15,3.0,45.0,35.0,0.0,0.0,80.0
104,5,17.0,5,13,2.0,0.0,54.0,0.0,0.0,54.0
104,5,17.0,5,13,4.0,80.0,140.0,0.0,0.0,220.0
104,5,17.0,5,13,3.0,32.0,31.0,0.0,0.0,63.0
104,5,17.0,5,13,1.0,113.0,146.0,0.0,0.0,259.0
