tinh,huyen,xa,diaban,hoso,matv,m3c7,m3c8a,m3c8b,m3c9,m3c10a,m3c10b,m3c11a,m3c11b,m3c12a,m3c12b,m3c13a,m3c13b,m3c14,m3c15
501,1,11.0,5,15,3.0,NhËt,1.0,10.0,4.0,1.0,170.0,0.0,,0.0,,,,1.0,
501,1,11.0,5,19,1.0,Cóc,1.0,10.0,3.0,2.0,340.0,0.0,,0.0,,,,1.0,
501,1,13.0,10,14,2.0,LËp,1.0,8.0,4.0,2.0,400.0,,,0.0,,,,1.0,
501,1,13.0,10,14,3.0,Khoa,1.0,10.0,4.0,3.0,600.0,,,0.0,,,,1.0,
501,1,13.0,10,14,2.0,LËp,2.0,10.0,4.0,2.0,360.0,,,0.0,,,,1.0,
501,1,13.0,10,15,3.0,Trµ,1.0,5.0,4.0,1.0,40.0,1.0,40.0,0.0,,,,1.0,
501,1,13.0,10,15,4.0,Giang,1.0,5.0,4.0,2.0,90.0,2.0,90.0,0.0,,,,1.0,
501,1,13.0,10,15,1.0,Ngäc,1.0,6.0,3.0,1.0,10.0,1.0,0.0,0.0,,,,1.0,
501,1,13.0,10,15,2.0,Thóy,1.0,5.0,3.0,2.0,100.0,2.0,95.0,0.0,,,,1.0,
501,1,13.0,10,19,2.0,Cã,1.0,5.0,4.0,2.0,500.0,1.0,200.0,0.0,,,,1.0,
501,1,15.0,17,13,1.0,B«ng,1.0,5.0,4.0,1.0,90.0,1.0,50.0,1.0,3220.0,1.0,1600.0,1.0,
501,1,15.0,17,13,6.0,H¶i,1.0,10.0,2.0,4.0,160.0,,,0.0,,,,1.0,
501,1,15.0,17,13,6.0,H¶i,2.0,4.0,2.0,0.0,,,,1.0,2300.0,,,1.0,
501,1,15.0,17,13,2.0,Nhung,1.0,8.0,4.0,1.0,150.0,0.0,,0.0,,,,1.0,
501,1,15.0,17,13,7.0,HiÕu,1.0,10.0,4.0,4.0,360.0,0.0,,0.0,,,,1.0,
501,1,15.0,17,14,,,,,,,,,,,,,,,
501,1,15.0,17,19,,,,,,,,,,,,,,,
501,1,17.0,12,13,3.0,Hµo,1.0,5.0,4.0,1.0,150.0,1.0,140.0,0.0,,,,1.0,
501,1,17.0,12,13,3.0,Hµo,2.0,10.0,4.0,1.0,125.0,0.0,,0.0,,,,1.0,
501,1,17.0,12,13,2.0,Tr©m,1.0,5.0,4.0,1.0,120.0,1.0,100.0,0.0,,,,1.0,
501,1,17.0,12,14,,,,,,,,,,,,,,,
501,1,17.0,12,15,,,,,,,,,,,,,,,
501,1,19.0,13,13,3.0,Ph­¬ng,1.0,8.0,4.0,1.0,500.0,0.0,,0.0,,,,1.0,
501,1,19.0,13,13,3.0,Ph­¬ng,2.0,5.0,4.0,0.0,,,,1.0,650.0,1.0,650.0,1.0,
501,1,19.0,13,14,,,,,,,,,,,,,,,
501,1,19.0,13,15,4.0,HiÒn,1.0,2.0,3.0,1.0,15.0,0.0,,0.0,,,,1.0,
501,1,19.0,13,15,7.0,Cóc,1.0,13.0,4.0,1.0,90.0,0.0,,0.0,,,,1.0,
501,1,21.0,14,13,1.0,ChÝn,1.0,5.0,3.0,1.0,50.0,1.0,0.0,0.0,,,,1.0,
501,1,21.0,14,13,3.0,Minh,1.0,12.0,4.0,2.0,210.0,0.0,,0.0,,,,1.0,
501,1,21.0,14,13,2.0,Thñy,1.0,5.0,3.0,1.0,40.0,1.0,0.0,0.0,,,,1.0,
501,1,21.0,14,14,2.0,S­¬ng,1.0,10.0,2.0,8.0,600.0,0.0,,0.0,,,,1.0,
501,1,21.0,14,14,2.0,S­¬ng,2.0,8.0,2.0,0.0,,,,1.0,3000.0,1.0,500.0,1.0,
501,1,21.0,14,14,3.0,Ngäc,1.0,10.0,4.0,6.0,300.0,0.0,,0.0,,,,1.0,
501,1,21.0,14,15,3.0,Minh,1.0,5.0,4.0,0.0,,,,1.0,1080.0,0.0,,1.0,
501,3,1.0,8,13,2.0,Oanh,1.0,5.0,4.0,34.0,5000.0,24.0,3000.0,0.0,,,,1.0,
501,3,1.0,8,13,4.0,Trang,1.0,4.0,4.0,6.0,1500.0,2.0,300.0,0.0,,,,1.0,
501,3,1.0,8,13,1.0,Anh,1.0,5.0,4.0,8.0,1000.0,3.0,150.0,0.0,,,,1.0,
501,3,1.0,8,13,3.0,H¶i,1.0,5.0,4.0,0.0,,,,1.0,600.0,1.0,300.0,1.0,
501,3,1.0,8,14,4.0,C©y,1.0,2.0,4.0,7.0,1470.0,0.0,,0.0,,,,1.0,
501,3,1.0,8,15,1.0,Hoa,1.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,,,,1.0,
501,3,1.0,8,15,2.0,ThuËn,1.0,4.0,4.0,6.0,0.0,6.0,0.0,0.0,,,,1.0,
501,3,3.0,28,13,,,,,,,,,,,,,,,
501,3,3.0,28,14,1.0,Th¾m,1.0,5.0,4.0,0.0,,,,1.0,2700.0,1.0,500.0,1.0,
501,3,3.0,28,14,2.0,TuyÕn,1.0,5.0,4.0,0.0,,,,1.0,1000.0,1.0,200.0,1.0,
501,3,3.0,28,14,3.0,Quúnh,1.0,5.0,4.0,0.0,,,,1.0,1000.0,1.0,200.0,1.0,
501,3,3.0,28,14,3.0,Quúnh,2.0,8.0,4.0,1.0,500.0,0.0,,0.0,,,,1.0,
501,3,3.0,28,14,4.0,Nguyªn,1.0,5.0,4.0,3.0,100.0,3.0,100.0,0.0,,,,1.0,
501,3,3.0,28,19,,,,,,,,,,,,,,,
501,3,5.0,37,14,1.0,C­,1.0,10.0,4.0,1.0,90.0,0.0,,0.0,,,,1.0,
501,3,5.0,37,14,3.0,Vò,1.0,10.0,4.0,3.0,200.0,0.0,,0.0,,,,1.0,
501,3,5.0,37,14,1.0,C­,2.0,12.0,4.0,1.0,60.0,0.0,,0.0,,,,1.0,
501,3,5.0,37,14,4.0,Long,1.0,10.0,4.0,5.0,500.0,0.0,,0.0,,,,1.0,
501,3,5.0,37,15,1.0,§¾c,2.0,8.0,4.0,1.0,200.0,,,0.0,,,,1.0,
501,3,5.0,37,15,5.0,Quang,1.0,4.0,4.0,0.0,,,,1.0,200.0,1.0,0.0,1.0,
501,3,5.0,37,15,1.0,§¾c,1.0,5.0,4.0,1.0,350.0,,,0.0,,,,1.0,
501,3,5.0,37,19,1.0,Phi,1.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,,,,1.0,
501,3,7.0,32,13,6.0,Dung,1.0,6.0,4.0,24.0,1680.0,24.0,1680.0,0.0,,,,1.0,
501,3,7.0,32,13,1.0,Giang,1.0,5.0,4.0,4.0,120.0,4.0,120.0,0.0,,,,1.0,
501,3,7.0,32,13,5.0,Kh¸nh,1.0,4.0,4.0,5.0,200.0,5.0,200.0,0.0,,,,1.0,
501,3,7.0,32,13,4.0,ThÞnh,1.0,4.0,4.0,5.0,200.0,5.0,200.0,0.0,,,,1.0,
501,3,7.0,32,13,3.0,Trµ,1.0,4.0,4.0,2.0,100.0,2.0,100.0,0.0,,,,1.0,
501,3,7.0,32,14,2.0,H­êng,1.0,5.0,4.0,3.0,200.0,,,0.0,,,,1.0,
501,3,7.0,32,15,6.0,Bïi,1.0,2.0,4.0,2.0,40.0,2.0,40.0,0.0,,,,1.0,
501,3,7.0,32,15,5.0,Xu©n,1.0,4.0,4.0,2.0,80.0,2.0,80.0,0.0,,,,1.0,
501,3,9.0,30,14,2.0,NguyÖt,1.0,6.0,4.0,2.0,0.0,2.0,0.0,0.0,,,,1.0,
501,3,9.0,30,15,4.0,T©m,1.0,5.0,4.0,4.0,150.0,3.0,0.0,0.0,,,,1.0,
501,3,9.0,30,15,4.0,T©m,2.0,11.0,4.0,2.0,200.0,0.0,,0.0,,,,1.0,
501,3,9.0,30,15,1.0,TuyÕt,1.0,5.0,4.0,5.0,0.0,5.0,0.0,0.0,,,,1.0,
501,3,9.0,30,19,6.0,Trang,1.0,7.0,1.0,6.0,1500.0,0.0,,0.0,,,,1.0,
501,3,9.0,30,19,2.0,TH­¬ng,1.0,12.0,4.0,48.0,1440.0,,,0.0,,,,1.0,
501,3,13.0,17,13,2.0,Trinh,1.0,12.0,4.0,25.0,5000.0,,,0.0,,,,3.0,3.0
501,3,13.0,17,14,1.0,Hång,1.0,8.0,4.0,5.0,1000.0,,,0.0,,,,1.0,
501,3,13.0,17,14,3.0,Nga,1.0,8.0,4.0,3.0,450.0,,,0.0,,,,1.0,
501,3,13.0,17,14,6.0,Ngäc,1.0,8.0,1.0,3.0,345.0,,,0.0,,,,1.0,
501,3,13.0,17,14,6.0,Ngäc,2.0,8.0,4.0,0.0,,,,2.0,1000.0,,,1.0,
501,3,13.0,17,15,1.0,Thu,1.0,4.0,4.0,8.0,320.0,3.0,100.0,0.0,,,,1.0,
501,3,13.0,17,15,2.0,Quyªn,1.0,7.0,4.0,5.0,200.0,2.0,60.0,0.0,,,,1.0,
501,3,15.0,26,13,1.0,Dòng,1.0,8.0,4.0,0.0,,,,1.0,7000.0,,,1.0,
501,3,15.0,26,19,2.0,Tr×,1.0,7.0,4.0,1.0,110.0,1.0,110.0,0.0,,,,1.0,
501,3,15.0,26,20,,,,,,,,,,,,,,,
501,5,1.0,28,13,4.0,Th¶o,1.0,6.0,4.0,0.0,,,,2.0,8000.0,0.0,,3.0,4.0
501,5,1.0,28,13,1.0,Thanh,1.0,5.0,4.0,2.0,2000.0,,,0.0,,,,3.0,4.0
501,5,1.0,28,13,1.0,Thanh,2.0,10.0,4.0,5.0,5000.0,,,0.0,,,,3.0,4.0
501,5,1.0,28,14,2.0,Quèc,1.0,10.0,4.0,10.0,400.0,,,0.0,,,,1.0,
501,5,1.0,28,15,2.0,C­êng,1.0,4.0,4.0,1.0,145.0,0.0,,0.0,,,,1.0,
501,5,1.0,28,15,5.0,Thñy,1.0,4.0,4.0,1.0,220.0,1.0,160.0,0.0,,,,1.0,
501,5,3.0,29,13,3.0,Linh,1.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,,,,1.0,
501,5,3.0,29,14,1.0,C«ng,1.0,4.0,4.0,1.0,1000.0,1.0,700.0,1.0,1500.0,1.0,1000.0,1.0,
501,5,3.0,29,19,,,,,,,,,,,,,,,
501,5,7.0,2,13,3.0,Vò,1.0,4.0,4.0,4.0,700.0,1.0,500.0,0.0,,,,1.0,
501,5,7.0,2,14,1.0,Thi,1.0,2.0,4.0,1.0,0.0,,,0.0,,,,1.0,
501,5,7.0,2,15,3.0,Hång,1.0,5.0,4.0,0.0,,,,1.0,800.0,,,1.0,
501,5,9.0,32,13,,,,,,,,,,,,,,,
501,5,9.0,32,14,3.0,X­íng,1.0,4.0,4.0,4.0,700.0,4.0,200.0,0.0,,,,1.0,
501,5,9.0,32,15,,,,,,,,,,,,,,,
501,5,11.0,33,13,2.0,YÕn,1.0,4.0,4.0,0.0,,,,1.0,400.0,,,1.0,
501,5,11.0,33,13,5.0,TÝn,1.0,4.0,4.0,0.0,,,,2.0,200.0,2.0,150.0,1.0,
501,5,11.0,33,14,2.0,Söu,1.0,4.0,4.0,4.0,470.0,,,2.0,800.0,,,1.0,
501,5,11.0,33,14,4.0,HËu,1.0,4.0,4.0,0.0,,,,1.0,200.0,1.0,200.0,1.0,
501,5,11.0,33,15,2.0,Thanh,1.0,8.0,4.0,1.0,105.0,,,2.0,1800.0,,,1.0,
501,5,11.0,33,15,2.0,Thanh,2.0,10.0,4.0,13.0,2700.0,,,0.0,,,,1.0,
501,5,13.0,34,13,4.0,Linh,1.0,10.0,1.0,10.0,500.0,0.0,,0.0,,,,1.0,
501,5,13.0,34,13,3.0,Trinh,2.0,10.0,1.0,1.0,70.0,0.0,,0.0,,,,1.0,
501,5,13.0,34,13,2.0,Nga,1.0,4.0,3.0,1.0,0.0,0.0,,0.0,,,,1.0,
501,5,13.0,34,13,1.0,Trung,1.0,4.0,3.0,2.0,0.0,0.0,,0.0,,,,1.0,
501,5,13.0,34,13,3.0,Trinh,1.0,4.0,1.0,1.0,0.0,0.0,,0.0,,,,1.0,
501,5,13.0,34,15,3.0,Th­¬ng,1.0,2.0,1.0,1.0,0.0,0.0,,0.0,,,,1.0,
501,5,13.0,34,15,1.0,Hoµng,1.0,10.0,4.0,12.0,15000.0,0.0,,0.0,,,,1.0,
501,5,13.0,34,15,2.0,Giµu,1.0,10.0,4.0,15.0,50000.0,0.0,,0.0,,,,1.0,
501,5,13.0,34,19,2.0,Lang,1.0,4.0,4.0,5.0,100.0,5.0,80.0,1.0,450.0,1.0,400.0,3.0,7.0
501,5,13.0,34,19,4.0,Ngäc,2.0,4.0,3.0,1.0,20.0,1.0,20.0,0.0,,,,2.0,7.0
501,5,13.0,34,19,5.0,Huy,1.0,4.0,4.0,2.0,60.0,1.0,50.0,0.0,,,,3.0,7.0
501,5,13.0,34,19,4.0,Ngäc,1.0,4.0,4.0,1.0,60.0,1.0,50.0,0.0,,,,3.0,7.0
501,5,13.0,34,19,6.0,Quang,1.0,4.0,4.0,3.0,150.0,3.0,120.0,0.0,,,,3.0,7.0
501,5,13.0,34,19,7.0,Hoa,1.0,4.0,4.0,1.0,50.0,1.0,40.0,0.0,,,,2.0,7.0
501,5,13.0,34,19,1.0,H­¬ng,1.0,4.0,4.0,4.0,180.0,4.0,140.0,0.0,,,,3.0,7.0
501,7,1.0,12,13,3.0,Vi,1.0,5.0,4.0,1.0,85.0,1.0,70.0,1.0,3145.0,1.0,2500.0,1.0,
501,7,1.0,12,14,1.0,LOng,3.0,3.0,4.0,2.0,150.0,,,1.0,200.0,,,2.0,3.0
501,7,1.0,12,14,1.0,LOng,2.0,4.0,4.0,3.0,100.0,,,0.0,,,,1.0,
501,7,1.0,12,14,1.0,LOng,1.0,4.0,3.0,1.0,50.0,,,0.0,,,,1.0,
501,7,1.0,12,14,5.0,Khang,1.0,3.0,4.0,2.0,250.0,2.0,250.0,0.0,,,,1.0,
501,7,1.0,12,15,1.0,T©m,1.0,5.0,4.0,1.0,65.0,1.0,55.0,0.0,,,,1.0,
501,7,1.0,12,15,2.0,TÊn,1.0,4.0,3.0,1.0,50.0,1.0,45.0,0.0,,,,1.0,
501,7,3.0,13,13,5.0,Chinh,1.0,6.0,4.0,0.0,,,,1.0,1000.0,1.0,600.0,1.0,
501,7,3.0,13,14,3.0,Oanh,1.0,4.0,4.0,1.0,75.0,1.0,60.0,0.0,,,,1.0,
501,7,3.0,13,14,2.0,KiÒu,3.0,10.0,4.0,2.0,170.0,0.0,,0.0,,,,1.0,
501,7,3.0,13,14,2.0,KiÒu,1.0,4.0,4.0,1.0,50.0,0.0,,0.0,,,,1.0,
501,7,3.0,13,14,4.0,Long,1.0,4.0,4.0,1.0,55.0,1.0,40.0,0.0,,,,1.0,
501,7,3.0,13,14,2.0,KiÒu,2.0,8.0,4.0,1.0,530.0,0.0,,0.0,,,,1.0,
501,7,3.0,13,15,1.0,XuyÕn,1.0,4.0,4.0,1.0,800.0,1.0,750.0,0.0,,,,1.0,
501,7,3.0,13,15,2.0,Y,1.0,8.0,4.0,3.0,1200.0,,,0.0,,,,1.0,
501,7,5.0,38,13,4.0,V­¬ng,1.0,10.0,4.0,1.0,85.0,0.0,,0.0,,,,1.0,
501,7,5.0,38,13,2.0,Cóc,1.0,5.0,4.0,1.0,60.0,,,0.0,,,,1.0,
501,7,5.0,38,14,4.0,Hoa,1.0,5.0,4.0,3.0,1500.0,3.0,800.0,0.0,,,,1.0,
501,7,5.0,38,19,2.0,HËu,1.0,10.0,4.0,4.0,320.0,,,0.0,,,,1.0,
501,9,1.0,40,13,2.0,S­¬ng,1.0,10.0,3.0,1.0,170.0,0.0,,0.0,,,,1.0,
501,9,1.0,40,13,3.0,H©n,1.0,2.0,1.0,7.0,0.0,7.0,0.0,0.0,,,,1.0,
501,9,1.0,40,13,2.0,S­¬ng,2.0,5.0,2.0,0.0,,,,1.0,2300.0,0.0,,1.0,
501,9,1.0,40,14,1.0,ThÈn,1.0,4.0,4.0,2.0,0.0,2.0,0.0,0.0,,,,1.0,
501,9,1.0,40,15,4.0,Thµnh,1.0,10.0,4.0,2.0,158.0,0.0,,0.0,,,,1.0,
501,9,3.0,15,13,,,,,,,,,,,,,,,
501,9,3.0,15,14,1.0,S­ëng,1.0,5.0,3.0,1.0,100.0,1.0,80.0,0.0,,,,1.0,
501,9,3.0,15,14,2.0,Liªn,1.0,4.0,3.0,1.0,100.0,1.0,60.0,0.0,,,,1.0,
501,9,3.0,15,15,5.0,Nguyªn,1.0,4.0,3.0,1.0,80.0,1.0,80.0,0.0,,,,1.0,
501,9,5.0,16,13,4.0,Ph¸t,1.0,10.0,4.0,1.0,190.0,0.0,,0.0,,,,1.0,
501,9,5.0,16,14,1.0,Dò,2.0,10.0,4.0,1.0,210.0,0.0,,0.0,,,,1.0,
501,9,5.0,16,14,1.0,Dò,1.0,5.0,4.0,0.0,,,,1.0,525.0,1.0,0.0,1.0,
501,9,5.0,16,14,5.0,B«ng,1.0,4.0,4.0,1.0,90.0,,,0.0,,,,1.0,
501,9,5.0,16,14,2.0,Sö,1.0,10.0,4.0,1.0,170.0,0.0,,0.0,,,,1.0,
501,9,5.0,16,15,,,,,,,,,,,,,,,
501,11,11.0,30,13,4.0,D­¬ng,1.0,5.0,4.0,0.0,,,,1.0,2350.0,1.0,450.0,1.0,
501,11,11.0,30,14,6.0,Thôc,1.0,5.0,4.0,0.0,,,,1.0,6500.0,1.0,1800.0,1.0,
501,11,11.0,30,14,2.0,ChiÕn,1.0,12.0,4.0,1.0,2200.0,0.0,,0.0,,,,1.0,
501,11,11.0,30,14,6.0,Thôc,2.0,12.0,4.0,1.0,900.0,0.0,,0.0,,,,1.0,
501,11,11.0,30,15,5.0,Hoµng,1.0,2.0,3.0,1.0,130.0,1.0,70.0,0.0,,,,1.0,
501,11,11.0,30,15,1.0,Sinh,2.0,12.0,4.0,1.0,40.0,0.0,,0.0,,,,1.0,
501,11,11.0,30,15,4.0,Ng©n,1.0,12.0,4.0,2.0,62.0,0.0,,0.0,,,,1.0,
501,11,11.0,30,15,2.0,Liªm,1.0,12.0,4.0,4.0,195.0,0.0,,0.0,,,,1.0,
501,11,11.0,30,15,1.0,Sinh,1.0,4.0,4.0,4.0,500.0,4.0,490.0,0.0,,,,1.0,
501,11,11.0,30,15,4.0,Ng©n,2.0,4.0,4.0,0.0,,,,1.0,590.0,1.0,443.0,1.0,
501,11,13.0,17,13,4.0,Anh,1.0,4.0,4.0,2.0,65.0,2.0,50.0,1.0,224.0,1.0,162.0,1.0,
501,11,13.0,17,13,1.0,Lan,1.0,4.0,4.0,3.0,86.0,3.0,61.0,0.0,,,,1.0,
501,11,13.0,17,14,3.0,Toµn,1.0,5.0,4.0,0.0,,,,1.0,4200.0,1.0,2150.0,1.0,
501,11,13.0,17,15,1.0,Ph­¬ng,1.0,5.0,4.0,0.0,,,,1.0,1400.0,1.0,400.0,1.0,
501,11,17.0,27,13,2.0,Chi,1.0,10.0,4.0,1.0,280.0,,,0.0,,,,1.0,
501,11,17.0,27,13,4.0,Lª,1.0,12.0,4.0,4.0,500.0,0.0,,0.0,,,,1.0,
501,11,17.0,27,14,4.0,Duyªn,1.0,5.0,4.0,0.0,,,,1.0,470.0,1.0,95.0,1.0,
501,11,17.0,27,14,4.0,Duyªn,2.0,8.0,4.0,0.0,,,,1.0,650.0,0.0,,1.0,
501,11,17.0,27,15,1.0,Long,2.0,13.0,4.0,2.0,1600.0,0.0,,0.0,,,,1.0,
501,11,17.0,27,15,1.0,Long,1.0,4.0,4.0,1.0,70.0,1.0,55.0,0.0,,,,1.0,
501,11,21.0,56,13,2.0,Trang,1.0,4.0,4.0,4.0,480.0,4.0,320.0,0.0,,,,1.0,
501,11,21.0,56,14,3.0,M·i,1.0,12.0,4.0,15.0,750.0,0.0,,0.0,,,,1.0,
501,11,21.0,56,15,1.0,Lanh,2.0,9.0,4.0,1.0,550.0,0.0,,0.0,,,,1.0,
501,11,21.0,56,15,1.0,Lanh,1.0,4.0,4.0,2.0,180.0,2.0,120.0,0.0,,,,1.0,
501,11,23.0,29,13,1.0,Hßa,2.0,4.0,4.0,1.0,100.0,1.0,68.0,0.0,,,,1.0,
501,11,23.0,29,13,1.0,Hßa,1.0,10.0,4.0,1.0,210.0,0.0,,0.0,,,,1.0,
501,11,23.0,29,14,1.0,Cñng,3.0,3.0,4.0,3.0,19.0,1.0,15.0,0.0,,,,1.0,
501,11,23.0,29,14,1.0,Cñng,1.0,2.0,4.0,2.0,46.0,2.0,34.0,0.0,,,,1.0,
501,11,23.0,29,14,1.0,Cñng,2.0,4.0,4.0,1.0,57.0,1.0,41.0,0.0,,,,1.0,
501,11,23.0,29,15,1.0,Vinh,1.0,4.0,4.0,1.0,240.0,1.0,60.0,0.0,,,,1.0,
501,11,23.0,29,15,1.0,Vinh,2.0,2.0,4.0,3.0,80.0,3.0,80.0,0.0,,,,1.0,
501,11,23.0,29,15,3.0,Th­,1.0,2.0,4.0,1.0,25.0,1.0,25.0,0.0,,,,1.0,
501,11,25.0,19,13,1.0,H¹t,1.0,4.0,4.0,2.0,120.0,2.0,80.0,0.0,,,,1.0,
501,11,25.0,19,13,1.0,H¹t,2.0,5.0,4.0,0.0,,,,1.0,360.0,1.0,300.0,1.0,
501,11,25.0,19,14,1.0,B«ng,1.0,2.0,4.0,3.0,160.0,2.0,50.0,0.0,,,,1.0,
501,11,25.0,19,14,1.0,B«ng,2.0,4.0,4.0,4.0,300.0,3.0,120.0,0.0,,,,1.0,
501,11,25.0,19,15,3.0,Xu©n,1.0,2.0,4.0,1.0,25.0,1.0,25.0,0.0,,,,1.0,
501,11,25.0,19,15,2.0,S¬n,1.0,5.0,4.0,1.0,160.0,,,0.0,,,,1.0,
501,14,1.0,29,14,1.0,HiÖu,2.0,10.0,4.0,1.0,3000.0,0.0,,0.0,,,,1.0,
501,14,1.0,29,14,3.0,Uyªn,1.0,5.0,4.0,0.0,,,,1.0,5500.0,1.0,2500.0,1.0,
501,14,1.0,29,14,1.0,HiÖu,1.0,6.0,4.0,1.0,1500.0,0.0,,0.0,,,,1.0,
501,14,1.0,29,14,2.0,Nh©n,1.0,5.0,4.0,1.0,2000.0,0.0,,0.0,,,,1.0,
501,14,1.0,29,15,1.0,THoa,2.0,10.0,4.0,1.0,650.0,0.0,,0.0,,,,1.0,
501,14,1.0,29,15,1.0,THoa,1.0,4.0,4.0,8.0,1100.0,7.0,870.0,0.0,,,,1.0,
501,14,1.0,29,20,3.0,Minh,1.0,10.0,3.0,1.0,210.0,,,0.0,,,,1.0,
501,14,1.0,29,20,2.0,Hµ,1.0,4.0,4.0,2.0,165.0,2.0,150.0,0.0,,,,1.0,
501,14,1.0,29,20,4.0,Khoa,2.0,10.0,4.0,4.0,240.0,0.0,,0.0,,,,1.0,
501,14,1.0,29,20,4.0,Khoa,1.0,4.0,4.0,1.0,65.0,1.0,58.0,0.0,,,,1.0,
501,14,1.0,29,20,3.0,Minh,2.0,10.0,4.0,1.0,200.0,,,0.0,,,,1.0,
501,14,9.0,48,14,5.0,Léc,1.0,4.0,4.0,1.0,60.0,1.0,50.0,0.0,,,,1.0,
501,14,9.0,48,14,8.0,Tµi,2.0,10.0,4.0,1.0,150.0,0.0,,0.0,,,,1.0,
501,14,9.0,48,14,8.0,Tµi,3.0,2.0,1.0,3.0,0.0,0.0,,0.0,,,,1.0,
501,14,9.0,48,14,8.0,Tµi,1.0,4.0,4.0,7.0,320.0,7.0,280.0,2.0,300.0,2.0,200.0,2.0,7.0
501,14,9.0,48,15,2.0,Nga,1.0,12.0,4.0,2.0,40.0,,,0.0,,,,1.0,
501,14,9.0,48,15,6.0,Quýt,1.0,4.0,4.0,2.0,80.0,2.0,74.0,0.0,,,,1.0,
501,14,9.0,48,15,5.0,Thª,1.0,4.0,4.0,4.0,250.0,4.0,242.0,0.0,,,,1.0,
501,14,9.0,48,19,,,,,,,,,,,,,,,
501,14,23.0,45,14,4.0,Duy,1.0,4.0,4.0,3.0,155.0,3.0,140.0,0.0,,,,1.0,
501,14,23.0,45,15,5.0,Lu©n,2.0,10.0,4.0,2.0,640.0,,,0.0,,,,1.0,
501,14,23.0,45,15,5.0,Lu©n,1.0,4.0,4.0,1.0,70.0,,,0.0,,,,1.0,
501,14,23.0,45,15,1.0,Hµ,1.0,8.0,4.0,2.0,320.0,,,0.0,,,,1.0,
501,14,23.0,45,15,2.0,Giang,1.0,8.0,4.0,2.0,320.0,,,0.0,,,,1.0,
501,14,23.0,45,19,2.0,H¶o,1.0,6.0,4.0,4.0,400.0,4.0,360.0,0.0,,,,1.0,
501,14,23.0,45,19,3.0,Duyªn,1.0,12.0,4.0,2.0,50.0,0.0,,0.0,,,,1.0,
501,14,23.0,45,19,2.0,H¶o,2.0,5.0,4.0,1.0,450.0,1.0,420.0,0.0,,,,1.0,
503,1,3.0,7,13,2.0,phiÕn,1.0,5.0,4.0,1.0,150.0,1.0,100.0,0.0,,,,1.0,
503,1,3.0,7,14,,,,,,,,,,,,,,,
503,1,3.0,7,15,3.0,quèc,1.0,5.0,4.0,0.0,,,,1.0,1000.0,1.0,800.0,1.0,
503,1,11.0,7,13,1.0,th­¬ng,1.0,2.0,4.0,1.0,100.0,1.0,80.0,0.0,,,,1.0,
503,1,11.0,7,13,2.0,minh,2.0,3.0,1.0,1.0,100.0,0.0,,0.0,,,,1.0,
503,1,11.0,7,13,2.0,minh,1.0,2.0,4.0,1.0,150.0,1.0,120.0,0.0,,,,1.0,
503,1,11.0,7,14,2.0,khai,1.0,5.0,4.0,1.0,300.0,1.0,250.0,0.0,,,,1.0,
503,1,11.0,7,14,1.0,h¹nh,1.0,4.0,4.0,1.0,250.0,1.0,200.0,0.0,,,,1.0,
503,1,11.0,7,15,2.0,hµ,1.0,5.0,4.0,0.0,,,,1.0,6000.0,,,1.0,
503,1,37.0,36,13,6.0,hiÕu,2.0,4.0,4.0,2.0,190.0,2.0,150.0,2.0,500.0,2.0,450.0,1.0,
503,1,37.0,36,13,5.0,minh,2.0,4.0,4.0,2.0,400.0,0.0,,2.0,400.0,2.0,200.0,1.0,
503,1,37.0,36,13,6.0,hiÕu,1.0,2.0,4.0,1.0,170.0,1.0,100.0,1.0,200.0,1.0,170.0,1.0,
503,1,37.0,36,13,5.0,minh,1.0,2.0,4.0,2.0,150.0,1.0,60.0,2.0,200.0,2.0,150.0,1.0,
503,1,37.0,36,14,4.0,hiÕn,1.0,10.0,4.0,4.0,320.0,0.0,,0.0,,,,1.0,
503,1,37.0,36,14,2.0,th¾m,1.0,5.0,4.0,0.0,,,,1.0,5000.0,,,2.0,3.0
503,1,37.0,36,14,5.0,vy,1.0,2.0,4.0,12.0,600.0,12.0,500.0,0.0,,,,1.0,
503,1,37.0,36,14,3.0,th¶o,1.0,10.0,4.0,1.0,300.0,0.0,,0.0,,,,1.0,
503,1,37.0,36,15,5.0,nhi,1.0,11.0,4.0,1.0,100.0,0.0,,0.0,,,,1.0,
503,1,37.0,36,15,1.0,bµng,1.0,11.0,4.0,2.0,600.0,,,0.0,,,,1.0,
503,1,37.0,36,15,2.0,thµnh,1.0,11.0,4.0,2.0,200.0,,,0.0,,,,1.0,
503,3,2.0,9,13,4.0,linh,1.0,10.0,4.0,3.0,150.0,0.0,,0.0,,,,1.0,
503,3,2.0,9,13,3.0,ph­¬ng,1.0,10.0,4.0,2.0,100.0,0.0,,0.0,,,,1.0,
503,3,2.0,9,14,1.0,liªn,1.0,8.0,4.0,2.0,1840.0,0.0,,0.0,,,,1.0,
503,3,2.0,9,14,1.0,liªn,2.0,4.0,4.0,3.0,60.0,0.0,,0.0,,,,1.0,
503,3,2.0,9,14,2.0,kim,1.0,2.0,4.0,2.0,46.0,2.0,46.0,0.0,,,,1.0,
