tinh,huyen,xa,diaban,hoso,matv,m3c7,m3c8a,m3c8b,m3c9,m3c10a,m3c10b,m3c11a,m3c11b,m3c12a,m3c12b,m3c13a,m3c13b,m3c14,m3c15
801,1,7.0,18,14,1.0,tra,2.0,6.0,4.0,0.0,,,,1.0,4000.0,1.0,3200.0,1.0,
801,1,7.0,18,14,1.0,tra,1.0,5.0,4.0,12.0,3000.0,12.0,2400.0,0.0,,,,1.0,
801,1,7.0,18,15,4.0,léc,1.0,5.0,4.0,6.0,260.0,6.0,260.0,0.0,,,,1.0,
801,1,10.0,8,13,2.0,ph­îng,1.0,5.0,4.0,1.0,70.0,1.0,50.0,0.0,,,,1.0,
801,1,10.0,8,13,3.0,long,1.0,5.0,4.0,2.0,130.0,2.0,100.0,0.0,,,,1.0,
801,1,10.0,8,13,2.0,ph­îng,2.0,10.0,4.0,2.0,100.0,0.0,,0.0,,,,1.0,
801,1,10.0,8,13,4.0,linh,1.0,5.0,4.0,3.0,170.0,3.0,120.0,0.0,,,,1.0,
801,1,10.0,8,13,3.0,long,2.0,10.0,4.0,1.0,50.0,0.0,,0.0,,,,1.0,
801,1,10.0,8,13,1.0,phông,1.0,10.0,4.0,7.0,600.0,,,0.0,,,,1.0,
801,1,10.0,8,14,2.0,tó,1.0,5.0,4.0,7.0,500.0,7.0,430.0,0.0,,,,2.0,9.0
801,1,10.0,8,14,1.0,oanh,1.0,5.0,4.0,5.0,250.0,5.0,200.0,0.0,,,,2.0,9.0
801,1,10.0,8,15,3.0,minh,3.0,12.0,4.0,20.0,600.0,0.0,,0.0,,,,1.0,
801,1,10.0,8,15,3.0,minh,1.0,5.0,4.0,10.0,300.0,10.0,300.0,0.0,,,,1.0,
801,1,10.0,8,15,2.0,trung,1.0,12.0,4.0,15.0,800.0,,,0.0,,,,1.0,
801,1,10.0,8,15,1.0,lang,1.0,12.0,4.0,35.0,1750.0,,,0.0,,,,1.0,
801,1,10.0,8,15,3.0,minh,2.0,2.0,1.0,2.0,20.0,0.0,,0.0,,,,1.0,
801,1,11.0,10,13,2.0,rµng,2.0,5.0,3.0,6.0,220.0,6.0,120.0,0.0,,,,1.0,
801,1,11.0,10,13,2.0,rµng,1.0,5.0,4.0,1.0,50.0,1.0,30.0,1.0,350.0,1.0,100.0,1.0,
801,1,11.0,10,14,1.0,hoµi,1.0,5.0,4.0,4.0,180.0,4.0,90.0,0.0,,,,1.0,
801,1,11.0,10,14,2.0,s­a,1.0,5.0,4.0,6.0,250.0,6.0,100.0,0.0,,,,1.0,
801,1,11.0,10,14,1.0,hoµi,2.0,8.0,4.0,3.0,300.0,0.0,,0.0,,,,1.0,
801,1,11.0,10,14,4.0,nì,1.0,5.0,4.0,4.0,100.0,4.0,60.0,1.0,500.0,1.0,300.0,1.0,
801,1,11.0,10,15,3.0,thiÖn,1.0,5.0,4.0,8.0,500.0,8.0,300.0,0.0,,,,1.0,
801,1,11.0,10,15,1.0,s¸u,1.0,5.0,4.0,4.0,280.0,4.0,150.0,1.0,500.0,1.0,300.0,1.0,
801,1,11.0,10,15,2.0,tËp,1.0,5.0,4.0,5.0,320.0,5.0,200.0,1.0,3300.0,0.0,,1.0,
801,1,11.0,10,15,1.0,s¸u,3.0,10.0,4.0,6.0,350.0,0.0,,0.0,,,,1.0,
801,1,11.0,10,15,1.0,s¸u,2.0,8.0,4.0,3.0,1000.0,0.0,,0.0,,,,1.0,
801,1,11.0,10,15,3.0,thiÖn,2.0,10.0,4.0,3.0,800.0,0.0,,0.0,,,,1.0,
801,1,19.0,18,13,3.0,tuyÒn,1.0,5.0,1.0,4.0,280.0,0.0,,0.0,,,,1.0,
801,1,19.0,18,13,3.0,tuyÒn,2.0,5.0,4.0,0.0,,,,1.0,600.0,1.0,400.0,1.0,
801,1,19.0,18,14,,,,,,,,,,,,,,,
801,1,19.0,18,15,2.0,c¸n,1.0,5.0,4.0,10.0,150.0,10.0,100.0,0.0,,,,1.0,
801,3,8.0,1,13,,,,,,,,,,,,,,,
801,3,8.0,1,14,1.0,chÝnh,1.0,4.0,4.0,1.0,275.0,,,0.0,,,,1.0,
801,3,8.0,1,15,1.0,thóy,1.0,2.0,4.0,1.0,195.0,,,0.0,,,,1.0,
801,5,3.0,10,13,2.0,anh,1.0,10.0,4.0,2.0,300.0,,,0.0,,,,1.0,
801,5,3.0,10,14,2.0,lÖ,1.0,10.0,4.0,3.0,200.0,,,0.0,,,,1.0,
801,5,3.0,10,15,1.0,thao,1.0,5.0,4.0,1.0,210.0,0.0,,0.0,,,,1.0,
801,5,3.0,10,15,3.0,quyªn,1.0,5.0,4.0,1.0,120.0,0.0,,0.0,,,,1.0,
801,5,3.0,10,15,2.0,v¹n,1.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,,,,1.0,
801,5,17.0,4,13,1.0,®«,1.0,8.0,4.0,3.0,120.0,,,0.0,,,,1.0,
801,5,17.0,4,13,2.0,h»ng,1.0,8.0,4.0,4.0,160.0,,,0.0,,,,1.0,
801,5,17.0,4,13,3.0,b»ng,1.0,2.0,4.0,6.0,200.0,6.0,200.0,0.0,,,,1.0,
801,5,17.0,4,14,2.0,h­¬ng,1.0,2.0,4.0,3.0,100.0,0.0,,0.0,,,,1.0,
801,5,17.0,4,14,1.0,so¸i,1.0,5.0,4.0,2.0,700.0,,,0.0,,,,1.0,
801,5,17.0,4,14,3.0,ph­¬ng,1.0,2.0,4.0,2.0,100.0,0.0,,0.0,,,,1.0,
801,5,17.0,4,15,2.0,t­,1.0,10.0,4.0,4.0,60.0,,,0.0,,,,1.0,
801,5,17.0,4,15,3.0,thµnh,1.0,10.0,4.0,5.0,100.0,0.0,,0.0,,,,1.0,
801,5,17.0,4,15,1.0,t©n,1.0,5.0,4.0,3.0,1400.0,,,0.0,,,,1.0,
801,5,17.0,4,15,4.0,nhung,1.0,10.0,4.0,6.0,150.0,0.0,,0.0,,,,1.0,
801,7,1.0,31,13,2.0,v©n,1.0,10.0,3.0,1.0,48.0,,,0.0,,,,1.0,
801,7,1.0,31,14,2.0,diÔm,1.0,4.0,2.0,10.0,450.0,10.0,450.0,0.0,,,,1.0,
801,7,1.0,31,14,2.0,diÔm,2.0,4.0,4.0,2.0,120.0,2.0,120.0,0.0,,,,1.0,
801,7,1.0,31,15,3.0,ph­íc,1.0,5.0,4.0,1.0,625.0,0.0,,0.0,,,,1.0,
801,7,1.0,31,15,1.0,c¬,1.0,9.0,4.0,2.0,43.0,0.0,,0.0,,,,1.0,
801,7,1.0,31,15,2.0,h¶i,1.0,4.0,4.0,2.0,56.0,2.0,50.0,0.0,,,,1.0,
801,7,1.0,31,15,3.0,ph­íc,2.0,4.0,4.0,7.0,315.0,7.0,280.0,0.0,,,,1.0,
801,7,7.0,9,13,2.0,h¹nh,2.0,10.0,4.0,10.0,650.0,0.0,,0.0,,,,1.0,
801,7,7.0,9,13,1.0,s¬n,2.0,10.0,4.0,2.0,95.0,0.0,,0.0,,,,1.0,
801,7,7.0,9,13,2.0,h¹nh,1.0,2.0,4.0,24.0,360.0,24.0,360.0,0.0,,,,1.0,
801,7,7.0,9,13,3.0,diÔm,1.0,2.0,4.0,4.0,60.0,4.0,60.0,0.0,,,,1.0,
801,7,7.0,9,13,4.0,duy,1.0,2.0,4.0,2.0,42.0,2.0,42.0,0.0,,,,1.0,
801,7,7.0,9,13,1.0,s¬n,1.0,4.0,4.0,4.0,350.0,1.0,185.0,0.0,,,,1.0,
801,7,7.0,9,14,3.0,nh©n,1.0,10.0,4.0,4.0,320.0,0.0,,0.0,,,,1.0,
801,7,7.0,9,14,2.0,hiÕu,1.0,10.0,4.0,1.0,650.0,0.0,,0.0,,,,1.0,
801,7,7.0,9,14,1.0,quý,1.0,4.0,4.0,7.0,410.0,7.0,340.0,1.0,1560.0,1.0,1280.0,1.0,
801,7,7.0,9,14,1.0,quý,2.0,5.0,4.0,0.0,,,,1.0,2870.0,1.0,2110.0,1.0,
801,7,7.0,9,15,8.0,chuyÖn,1.0,4.0,4.0,1.0,270.0,1.0,240.0,1.0,890.0,1.0,750.0,1.0,
801,7,7.0,9,15,8.0,chuyÖn,2.0,5.0,3.0,1.0,320.0,1.0,220.0,0.0,,,,1.0,
801,7,7.0,9,15,8.0,chuyÖn,3.0,5.0,4.0,0.0,,,,1.0,2670.0,1.0,2180.0,1.0,
801,7,11.0,3,13,2.0,vò,1.0,6.0,4.0,7.0,34550.0,5.0,11600.0,4.0,25440.0,4.0,12500.0,2.0,2.0
801,7,11.0,3,13,1.0,hoa,1.0,2.0,4.0,3.0,120.0,3.0,120.0,0.0,,,,1.0,
801,7,11.0,3,13,1.0,hoa,2.0,4.0,4.0,42.0,1972.0,42.0,1890.0,0.0,,,,1.0,
801,7,11.0,3,13,1.0,hoa,3.0,5.0,4.0,0.0,,,,1.0,1625.0,1.0,840.0,2.0,2.0
801,7,11.0,3,13,3.0,trÝ,1.0,4.0,4.0,1.0,80.0,1.0,60.0,0.0,,,,1.0,
801,7,11.0,3,14,5.0,ho¹ch,2.0,4.0,4.0,2.0,206.0,2.0,206.0,0.0,,,,1.0,
801,7,11.0,3,14,4.0,h©n,1.0,2.0,4.0,2.0,90.0,2.0,90.0,0.0,,,,1.0,
801,7,11.0,3,14,4.0,h©n,2.0,4.0,4.0,1.0,135.0,1.0,135.0,0.0,,,,1.0,
801,7,11.0,3,14,6.0,l·nh,1.0,2.0,4.0,13.0,702.0,13.0,702.0,0.0,,,,1.0,
801,7,11.0,3,14,1.0,thä,1.0,2.0,4.0,4.0,120.0,,,0.0,,,,1.0,
801,7,11.0,3,14,5.0,ho¹ch,1.0,2.0,4.0,24.0,840.0,24.0,840.0,0.0,,,,1.0,
801,7,11.0,3,15,1.0,tin,1.0,2.0,4.0,1.0,34.0,1.0,34.0,0.0,,,,1.0,
801,7,11.0,3,15,1.0,tin,2.0,5.0,1.0,1.0,760.0,0.0,,0.0,,,,1.0,
801,9,11.0,21,13,,,,,,,,,,,,,,,
801,9,11.0,21,14,3.0,an,1.0,3.0,4.0,4.0,360.0,4.0,200.0,0.0,,,,1.0,
801,9,11.0,21,14,3.0,an,2.0,4.0,4.0,1.0,95.0,0.0,,0.0,,,,1.0,
801,9,11.0,21,14,2.0,loan,1.0,4.0,4.0,3.0,500.0,,,1.0,800.0,,,2.0,3.0
801,9,11.0,21,15,2.0,cai,1.0,5.0,4.0,0.0,,,,1.0,1500.0,,,1.0,
801,9,19.0,4,14,4.0,h­êng,3.0,7.0,4.0,1.0,200.0,,,0.0,,,,1.0,
801,9,19.0,4,14,4.0,h­êng,2.0,10.0,3.0,2.0,80.0,,,0.0,,,,1.0,
801,9,19.0,4,14,4.0,h­êng,1.0,4.0,4.0,2.0,220.0,,,0.0,,,,1.0,
801,9,19.0,4,19,2.0,xuyÕn,1.0,4.0,4.0,2.0,500.0,,,0.0,,,,1.0,
801,9,19.0,4,19,1.0,qu¸nh,1.0,4.0,4.0,1.0,150.0,,,0.0,,,,1.0,
801,9,19.0,4,20,,,,,,,,,,,,,,,
801,11,9.0,8,13,6.0,sËu,1.0,2.0,4.0,1.0,60.0,,,0.0,,,,1.0,
801,11,9.0,8,13,5.0,thu,1.0,2.0,4.0,1.0,45.0,0.0,,0.0,,,,1.0,
801,11,9.0,8,15,2.0,lµi,1.0,2.0,4.0,2.0,30.0,2.0,30.0,0.0,,,,1.0,
801,11,9.0,8,15,1.0,träng,1.0,2.0,4.0,3.0,90.0,3.0,90.0,0.0,,,,1.0,
801,11,9.0,8,15,5.0,lam,1.0,2.0,4.0,5.0,120.0,3.0,120.0,0.0,,,,1.0,
801,11,9.0,8,19,4.0,nguyªn,1.0,2.0,3.0,1.0,75.0,1.0,0.0,0.0,,,,1.0,
801,11,19.0,4,13,5.0,hiÕu,1.0,2.0,4.0,5.0,175.0,0.0,,0.0,,,,1.0,
801,11,19.0,4,14,2.0,kiÒu,2.0,4.0,2.0,2.0,350.0,,,0.0,,,,1.0,
801,11,19.0,4,14,2.0,kiÒu,1.0,2.0,2.0,2.0,130.0,,,0.0,,,,1.0,
801,11,19.0,4,14,3.0,gÊm,1.0,10.0,3.0,1.0,180.0,0.0,,0.0,,,,1.0,
801,11,19.0,4,15,5.0,bÕ,1.0,2.0,4.0,2.0,110.0,0.0,,0.0,,,,1.0,
801,11,19.0,4,15,4.0,ng©n,1.0,10.0,4.0,1.0,60.0,0.0,,0.0,,,,1.0,
801,13,1.0,6,14,1.0,huyÒn,1.0,5.0,4.0,1.0,1200.0,,,0.0,,,,1.0,
801,13,1.0,6,14,2.0,phông,1.0,5.0,4.0,1.0,1000.0,1.0,1000.0,0.0,,,,1.0,
801,13,1.0,6,19,6.0,vy,1.0,5.0,4.0,4.0,1250.0,4.0,500.0,0.0,,,,1.0,
801,13,1.0,6,19,2.0,nghÜa,1.0,4.0,4.0,1.0,150.0,1.0,150.0,0.0,,,,1.0,
801,13,1.0,6,20,2.0,hång,1.0,4.0,4.0,0.0,,,,1.0,300.0,1.0,300.0,1.0,
801,13,9.0,14,13,1.0,huúnh,1.0,2.0,4.0,3.0,100.0,3.0,100.0,0.0,,,,1.0,
801,13,9.0,14,14,1.0,khëi,1.0,4.0,4.0,0.0,,,,1.0,390.0,,,1.0,
801,13,9.0,14,15,1.0,th¬,3.0,5.0,4.0,1.0,1000.0,0.0,,0.0,,,,1.0,
801,13,9.0,14,15,1.0,th¬,1.0,2.0,4.0,3.0,80.0,3.0,80.0,0.0,,,,1.0,
801,13,9.0,14,15,1.0,th¬,2.0,10.0,4.0,2.0,450.0,0.0,,0.0,,,,1.0,
801,13,15.0,4,13,,,,,,,,,,,,,,,
801,13,15.0,4,14,,,,,,,,,,,,,,,
801,13,15.0,4,15,,,,,,,,,,,,,,,
801,15,3.0,18,13,4.0,lan,2.0,2.0,4.0,1.0,30.0,1.0,20.0,0.0,,,,1.0,
801,15,3.0,18,13,3.0,lª,2.0,2.0,4.0,1.0,30.0,1.0,20.0,0.0,,,,1.0,
801,15,3.0,18,13,2.0,chêm,1.0,8.0,4.0,1.0,60.0,1.0,30.0,0.0,,,,1.0,
801,15,3.0,18,13,4.0,lan,1.0,2.0,3.0,4.0,160.0,4.0,120.0,0.0,,,,1.0,
801,15,3.0,18,13,3.0,lª,1.0,2.0,3.0,1.0,40.0,1.0,30.0,0.0,,,,1.0,
801,15,3.0,18,13,1.0,®øc,1.0,8.0,4.0,1.0,210.0,1.0,70.0,0.0,,,,1.0,
801,15,3.0,18,14,2.0,liªn,1.0,5.0,4.0,12.0,2040.0,12.0,840.0,0.0,,,,1.0,
801,15,3.0,18,15,5.0,tuÊn,1.0,2.0,4.0,2.0,30.0,2.0,20.0,0.0,,,,1.0,
801,15,3.0,18,15,6.0,em,1.0,2.0,4.0,3.0,45.0,3.0,30.0,0.0,,,,1.0,
801,15,9.0,7,13,,,,,,,,,,,,,,,
801,15,9.0,7,14,1.0,nhiÒu,1.0,2.0,4.0,1.0,36.0,1.0,36.0,0.0,,,,1.0,
801,15,9.0,7,14,2.0,chiÒu,1.0,4.0,4.0,1.0,160.0,1.0,160.0,0.0,,,,1.0,
801,15,9.0,7,14,2.0,chiÒu,2.0,12.0,4.0,10.0,1500.0,0.0,,0.0,,,,1.0,
801,15,9.0,7,15,1.0,ba,1.0,10.0,4.0,2.0,20.0,,,0.0,,,,1.0,
801,15,15.0,4,13,1.0,sia,2.0,10.0,4.0,10.0,2000.0,0.0,,0.0,,,,1.0,
801,15,15.0,4,13,4.0,c¶nh,1.0,4.0,4.0,2.0,200.0,2.0,200.0,0.0,,,,1.0,
801,15,15.0,4,13,5.0,tr©m,1.0,4.0,4.0,1.0,30.0,1.0,30.0,0.0,,,,1.0,
801,15,15.0,4,13,1.0,sia,1.0,7.0,4.0,2.0,2200.0,0.0,,0.0,,,,1.0,
801,15,15.0,4,14,,,,,,,,,,,,,,,
801,15,15.0,4,15,,,,,,,,,,,,,,,
801,15,21.0,11,13,1.0,®©u,2.0,8.0,4.0,4.0,2400.0,0.0,,0.0,,,,1.0,
801,15,21.0,11,13,1.0,®©u,1.0,8.0,3.0,1.0,1200.0,0.0,,0.0,,,,1.0,
801,15,21.0,11,14,,,,,,,,,,,,,,,
801,15,21.0,11,15,1.0,ai,1.0,4.0,4.0,1.0,500.0,,,0.0,,,,1.0,
801,15,31.0,5,13,,,,,,,,,,,,,,,
801,15,31.0,5,14,5.0,dung,1.0,12.0,4.0,2.0,20.0,,,0.0,,,,1.0,
801,15,31.0,5,14,4.0,c«ng,1.0,12.0,4.0,2.0,20.0,,,0.0,,,,1.0,
801,15,31.0,5,14,6.0,thuËn,1.0,4.0,4.0,1.0,100.0,0.0,,0.0,,,,1.0,
801,15,31.0,5,15,2.0,nguª,1.0,4.0,4.0,5.0,0.0,5.0,0.0,0.0,,,,1.0,
801,15,31.0,5,15,3.0,ph­¬ng,1.0,4.0,4.0,2.0,0.0,2.0,0.0,0.0,,,,1.0,
801,15,31.0,5,15,4.0,ph­¬ng,1.0,4.0,4.0,2.0,0.0,2.0,0.0,0.0,,,,1.0,
801,15,33.0,8,13,2.0,rª,1.0,8.0,4.0,1.0,180.0,1.0,120.0,0.0,,,,1.0,
801,15,33.0,8,13,1.0,nÞ,1.0,8.0,4.0,1.0,275.0,,,0.0,,,,1.0,
801,15,33.0,8,14,2.0,thu,2.0,8.0,4.0,3.0,420.0,3.0,300.0,0.0,,,,1.0,
801,15,33.0,8,14,2.0,thu,1.0,5.0,4.0,2.0,980.0,0.0,,0.0,,,,2.0,4.0
801,15,33.0,8,15,4.0,g¸i,2.0,4.0,4.0,0.0,,,,1.0,5000.0,,,1.0,
801,15,33.0,8,15,4.0,g¸i,1.0,5.0,4.0,0.0,,,,1.0,2000.0,,,1.0,
801,15,33.0,8,15,1.0,g¾t,1.0,5.0,4.0,2.0,1000.0,,,1.0,24000.0,,,2.0,9.0
801,15,33.0,8,15,6.0,nhµn,1.0,5.0,4.0,0.0,,,,1.0,1500.0,,,1.0,
801,15,37.0,12,13,2.0,h¹nh,1.0,8.0,4.0,1.0,105.0,0.0,,0.0,,,,1.0,
801,15,37.0,12,13,1.0,®·i,1.0,8.0,4.0,10.0,3650.0,,,0.0,,,,1.0,
801,15,37.0,12,13,3.0,tuéng,1.0,12.0,4.0,12.0,900.0,,,0.0,,,,1.0,
801,15,37.0,12,14,2.0,thuû,1.0,3.0,4.0,1.0,300.0,1.0,240.0,0.0,,,,1.0,
801,15,37.0,12,14,1.0,liÖu,1.0,3.0,4.0,4.0,440.0,4.0,352.0,0.0,,,,1.0,
801,15,37.0,12,14,3.0,minh,1.0,3.0,4.0,2.0,60.0,2.0,60.0,0.0,,,,1.0,
801,15,37.0,12,14,1.0,liÖu,2.0,5.0,4.0,1.0,450.0,0.0,,0.0,,,,1.0,
801,15,37.0,12,14,1.0,liÖu,3.0,6.0,4.0,1.0,1500.0,0.0,,0.0,,,,1.0,
801,15,37.0,12,14,7.0,chi,1.0,3.0,4.0,1.0,40.0,1.0,40.0,0.0,,,,1.0,
801,15,37.0,12,14,2.0,thuû,2.0,11.0,4.0,5.0,50.0,0.0,,0.0,,,,1.0,
801,15,37.0,12,14,6.0,duyªn,1.0,3.0,4.0,1.0,30.0,1.0,30.0,0.0,,,,1.0,
801,15,37.0,12,15,2.0,hång,2.0,6.0,4.0,2.0,1200.0,,,0.0,,,,1.0,
801,15,37.0,12,15,3.0,©n,1.0,4.0,4.0,1.0,50.0,1.0,30.0,0.0,,,,1.0,
801,15,37.0,12,15,1.0,®¹t,2.0,10.0,4.0,2.0,480.0,,,0.0,,,,1.0,
801,15,37.0,12,15,1.0,®¹t,1.0,7.0,4.0,1.0,1500.0,,,0.0,,,,1.0,
801,15,37.0,12,15,2.0,hång,4.0,8.0,4.0,1.0,1000.0,,,1.0,600.0,,,1.0,
801,15,37.0,12,15,4.0,yÕn,2.0,6.0,4.0,1.0,200.0,0.0,,0.0,,,,1.0,
801,15,37.0,12,15,4.0,yÕn,1.0,8.0,4.0,1.0,100.0,0.0,,1.0,600.0,0.0,,1.0,
801,15,37.0,12,15,2.0,hång,1.0,5.0,4.0,2.0,1400.0,,,0.0,,,,1.0,
801,15,37.0,12,15,2.0,hång,3.0,7.0,4.0,1.0,200.0,,,0.0,,,,1.0,
801,17,1.0,8,13,2.0,tuyÒn,1.0,5.0,4.0,4.0,1400.0,,,0.0,,,,1.0,
801,17,1.0,8,13,1.0,ngäc,1.0,5.0,4.0,4.0,2000.0,0.0,,1.0,2500.0,0.0,,1.0,
801,17,1.0,8,13,2.0,tuyÒn,2.0,10.0,4.0,15.0,400.0,,,0.0,,,,1.0,
801,17,1.0,8,13,6.0,loan,1.0,5.0,4.0,2.0,900.0,0.0,,0.0,,,,1.0,
801,17,1.0,8,13,5.0,b¶y,1.0,5.0,4.0,4.0,6000.0,0.0,,0.0,,,,1.0,
801,17,1.0,8,13,3.0,uyªn,1.0,5.0,4.0,6.0,2000.0,0.0,,0.0,,,,1.0,
801,17,1.0,8,13,4.0,®oan,1.0,5.0,4.0,5.0,1100.0,0.0,,0.0,,,,1.0,
801,17,1.0,8,14,,,,,,,,,,,,,,,
801,17,1.0,8,15,4.0,quý,1.0,4.0,4.0,2.0,3000.0,0.0,,0.0,,,,1.0,
801,17,1.0,8,15,5.0,chÝnh,1.0,4.0,4.0,3.0,7000.0,,,0.0,,,,1.0,
801,17,7.0,9,13,5.0,vy,1.0,2.0,4.0,2.0,90.0,2.0,60.0,0.0,,,,2.0,7.0
801,17,7.0,9,13,4.0,kh¸nh,1.0,4.0,4.0,2.0,70.0,2.0,40.0,0.0,,,,2.0,7.0
801,17,7.0,9,14,1.0,ph­íc,1.0,5.0,4.0,2.0,10000.0,,,0.0,,,,1.0,
801,17,7.0,9,15,2.0,dïm,1.0,5.0,3.0,1.0,900.0,,,0.0,,,,1.0,
801,17,7.0,9,15,7.0,hiÖp,1.0,10.0,4.0,10.0,800.0,0.0,,0.0,,,,1.0,
801,17,7.0,9,15,8.0,ph­íc,1.0,10.0,4.0,8.0,690.0,0.0,,0.0,,,,1.0,
801,17,7.0,9,15,1.0,liªn,1.0,5.0,3.0,1.0,900.0,,,0.0,,,,1.0,
801,17,7.0,9,15,9.0,phóc,1.0,10.0,4.0,12.0,1200.0,0.0,,0.0,,,,1.0,
801,17,13.0,17,13,2.0,®¹t,1.0,5.0,4.0,2.0,4000.0,,,0.0,,,,1.0,
801,17,13.0,17,15,5.0,trÝ,1.0,4.0,4.0,4.0,150.0,4.0,100.0,0.0,,,,1.0,
801,17,13.0,17,15,2.0,nØ,1.0,5.0,4.0,4.0,2000.0,0.0,,0.0,,,,1.0,
801,17,13.0,17,19,1.0,lÖ,2.0,5.0,4.0,1.0,2000.0,0.0,,0.0,,,,1.0,
801,17,13.0,17,19,1.0,lÖ,1.0,4.0,4.0,1.0,300.0,1.0,170.0,0.0,,,,2.0,7.0
801,17,19.0,3,13,1.0,thö,1.0,2.0,4.0,3.0,100.0,,,0.0,,,,1.0,
801,17,19.0,3,14,,,,,,,,,,,,,,,
801,17,19.0,3,15,2.0,yÕn,1.0,5.0,4.0,2.0,3500.0,,,0.0,,,,1.0,
801,17,19.0,3,15,5.0,th¸i,1.0,4.0,4.0,1.0,70.0,1.0,50.0,0.0,,,,2.0,7.0
801,17,27.0,12,13,1.0,thanh,1.0,2.0,4.0,2.0,80.0,,,0.0,,,,1.0,
801,17,27.0,12,14,,,,,,,,,,,,,,,
801,17,27.0,12,15,1.0,chinh,1.0,4.0,4.0,1.0,300.0,,,0.0,,,,1.0,
801,17,27.0,12,15,2.0,linh,1.0,5.0,4.0,2.0,250.0,,,0.0,,,,1.0,
801,17,27.0,12,15,4.0,huy,1.0,2.0,4.0,3.0,80.0,3.0,60.0,0.0,,,,2.0,7.0
801,17,27.0,12,15,3.0,th­,1.0,2.0,4.0,4.0,150.0,4.0,120.0,0.0,,,,2.0,7.0
801,17,27.0,12,15,1.0,chinh,2.0,3.0,4.0,1.0,400.0,,,0.0,,,,1.0,
801,19,5.0,9,13,4.0,ai,1.0,2.0,4.0,2.0,80.0,,,0.0,,,,1.0,
801,19,5.0,9,13,3.0,nghÜa,1.0,2.0,4.0,2.0,60.0,,,0.0,,,,1.0,
801,19,5.0,9,14,1.0,thiÕt,2.0,12.0,4.0,10.0,1200.0,,,0.0,,,,1.0,
801,19,5.0,9,14,1.0,thiÕt,1.0,5.0,4.0,2.0,600.0,,,0.0,,,,1.0,
801,19,5.0,9,15,,,,,,,,,,,,,,,
801,19,13.0,12,13,2.0,thiÕt,1.0,5.0,4.0,0.0,,,,1.0,1200.0,,,1.0,
801,19,13.0,12,13,2.0,thiÕt,2.0,12.0,4.0,4.0,120.0,,,0.0,,,,1.0,
801,19,13.0,12,13,1.0,giùt,1.0,12.0,4.0,3.0,150.0,0.0,,0.0,,,,1.0,
801,19,13.0,12,15,1.0,ba,1.0,2.0,4.0,6.0,600.0,,,0.0,,,,1.0,
801,19,13.0,12,15,5.0,tróc,1.0,2.0,4.0,2.0,150.0,2.0,50.0,0.0,,,,1.0,
801,19,13.0,12,15,6.0,duy,1.0,2.0,4.0,2.0,200.0,2.0,50.0,0.0,,,,1.0,
801,19,13.0,12,15,2.0,¬n,1.0,5.0,4.0,0.0,,,,1.0,1500.0,,,1.0,
801,19,13.0,12,19,,,,,,,,,,,,,,,
801,19,21.0,22,13,4.0,nam,1.0,12.0,4.0,1.0,60.0,0.0,,0.0,,,,1.0,
801,19,21.0,22,14,3.0,d­¬ng,1.0,4.0,4.0,1.0,120.0,1.0,100.0,0.0,,,,1.0,
801,19,21.0,22,14,2.0,mai,1.0,12.0,4.0,4.0,120.0,,,0.0,,,,1.0,
801,19,21.0,22,14,1.0,dòng,1.0,12.0,4.0,3.0,60.0,,,0.0,,,,1.0,
801,19,21.0,22,14,4.0,trÝ,1.0,5.0,4.0,1.0,350.0,,,0.0,,,,1.0,
801,19,21.0,22,15,2.0,hµi,1.0,5.0,4.0,1.0,660.0,1.0,390.0,0.0,,,,1.0,
801,19,21.0,22,15,9.0,thiÖn,1.0,4.0,4.0,1.0,50.0,1.0,30.0,0.0,,,,1.0,
801,19,21.0,22,15,8.0,nh­,1.0,4.0,4.0,1.0,50.0,1.0,30.0,0.0,,,,1.0,
801,19,21.0,22,15,1.0,t»ng,1.0,4.0,4.0,1.0,100.0,1.0,50.0,0.0,,,,1.0,
801,21,1.0,10,13,3.0,kÌn,1.0,4.0,4.0,2.0,250.0,,,0.0,,,,1.0,
801,21,1.0,10,13,1.0,hiÒn,2.0,5.0,4.0,2.0,500.0,,,0.0,,,,1.0,
801,21,1.0,10,13,3.0,kÌn,2.0,10.0,4.0,2.0,750.0,,,0.0,,,,1.0,
801,21,1.0,10,13,1.0,hiÒn,1.0,10.0,4.0,3.0,120.0,,,0.0,,,,1.0,
801,21,1.0,10,13,6.0,trinh,1.0,4.0,4.0,3.0,100.0,3.0,50.0,0.0,,,,1.0,
801,21,1.0,10,14,1.0,t­,1.0,5.0,4.0,1.0,600.0,,,0.0,,,,1.0,
801,21,1.0,10,15,1.0,t­êng,1.0,10.0,4.0,1.0,100.0,,,0.0,,,,1.0,
801,21,1.0,10,15,2.0,thoa,1.0,5.0,4.0,1.0,2500.0,,,0.0,,,,1.0,
801,21,1.0,10,15,6.0,t¸m,1.0,5.0,4.0,0.0,,,,1.0,3000.0,1.0,2000.0,1.0,
801,21,1.0,10,15,6.0,t¸m,2.0,6.0,4.0,4.0,2300.0,0.0,,0.0,,,,1.0,
801,21,1.0,10,15,4.0,th¶o,1.0,10.0,4.0,2.0,100.0,0.0,,0.0,,,,1.0,
801,21,1.0,10,15,3.0,my,1.0,10.0,4.0,2.0,150.0,0.0,,0.0,,,,1.0,
